D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT_개별국제교통비제외2,Q8a03,Q8a12,Q8_1a1,Q8_1a2,Q8_1a3,동행자유형,국가명,웰니스참여,웰니스만족,log_총액,year
3,5,2,,2.0,,4.0,,,,,1,1,846.3722286511188,,,1,2.0,5.0,가족,대만,0,0,6.740959249425755,2024
3,6,2,,,,4.0,,,7.0,,1,1,742.9489319800031,,12.0,12,1.0,2.0,가족,대만,1,1,6.610627310161789,2024
1,6,1,1.0,,,,,,,,1,1,727.2560968229955,3.0,,11,1.0,3.0,혼자,중국,1,1,6.58927868073377,2024
3,5,2,,,3.0,,,,,,1,1,1259.775985100961,,12.0,2,12.0,5.0,가족,대만,1,1,7.138689194536667,2024
3,5,2,,,3.0,,,,,,1,1,1024.2812110454718,,12.0,12,6.0,1.0,가족,대만,1,1,6.931746388059832,2024
3,5,2,,2.0,,4.0,,,,,1,1,879.2468212893745,,12.0,6,12.0,1.0,가족,대만,1,1,6.77906565609521,2024
1,4,2,,,,,,6.0,,,1,1,1684.5449433207384,3.0,,14,2.0,1.0,친구,중국,1,0,7.429250743001664,2024
3,7,2,,2.0,,4.0,,,,,1,1,999.4490187823077,3.0,,2,1.0,3.0,가족,대만,1,1,6.907204145918515,2024
1,5,2,,,,,,6.0,,,1,1,544.8698265895953,,,2,1.0,11.0,친구,중국,0,0,6.300546915839649,2024
3,5,2,,2.0,,4.0,,,,,3,1,2170.56,3.0,,3,16.0,1.0,가족,대만,1,1,7.682740477757715,2024
3,5,2,,2.0,,4.0,,,,,3,1,1356.6000000000004,3.0,,16,1.0,2.0,가족,대만,1,0,7.212736848511979,2024
3,5,2,,2.0,,,5.0,6.0,,,3,1,1033.6000000000001,3.0,,7,5.0,2.0,가족,대만,1,0,6.9408031330283375,2024
3,5,2,,,3.0,,5.0,,,,3,1,2164.1000000000004,3.0,,16,2.0,,가족,대만,1,0,7.679759849619577,2024
3,5,2,,2.0,,,,,,,3,1,2164.1000000000004,,,16,2.0,1.0,가족,대만,0,0,7.679759849619577,2024
3,5,2,,,,,5.0,6.0,7.0,,3,1,969.0000000000001,3.0,12.0,2,5.0,7.0,가족,대만,1,0,6.876264611890766,2024
1,7,2,,2.0,,,,,,,1,1,4018.28309335059,3.0,,1,2.0,3.0,가족,중국,1,1,8.29860999917732,2024
1,6,2,,,3.0,,5.0,,,,1,1,589.4411710126379,3.0,12.0,16,8.0,1.0,가족,중국,1,0,6.379174920277733,2024
1,11,1,1.0,,,,,,,,1,2,1171.6571428571428,3.0,,3,1.0,2.0,혼자,중국,1,1,7.0661743871144385,2024
2,4,2,,2.0,,,,,,,1,2,344.57956,3.0,,3,5.0,1.0,가족,일본,1,1,5.842325007186619,2024
4,15,1,1.0,,,,,,,,1,2,4350.0,,,10,11.0,6.0,혼자,미국,0,0,8.37793112408273,2024
1,5,2,,,,,5.0,,,,1,1,813.7136962314429,,,8,1.0,7.0,가족,중국,0,0,6.7016085796015625,2024
5,5,2,,2.0,,4.0,,,,,3,1,895.3,3.0,,3,2.0,,가족,홍콩,1,1,6.7971588576401105,2024
1,7,2,,,,,,6.0,,,1,1,881.1367082860386,3.0,,2,3.0,1.0,친구,중국,1,1,6.781212787888904,2024
1,5,2,,,,,,6.0,,,1,1,339.0612658576945,,,8,1.0,7.0,친구,중국,0,0,5.8261808162955475,2024
3,6,2,,,,,,6.0,,,1,1,484.66665591744606,3.0,,4,1.0,3.0,친구,대만,1,1,6.18346134724677,2024
5,6,2,,,,,,6.0,,,1,1,559.808355548917,3.0,,16,3.0,2.0,친구,홍콩,1,1,6.327594502923726,2024
2,4,1,1.0,,,,,,,,1,1,427.17913614214206,,,1,2.0,,혼자,일본,0,0,6.05720344783476,2024
2,4,2,,2.0,,,,,,,1,2,803.2935153583617,3.0,,1,3.0,11.0,가족,일본,1,1,6.688720170644211,2024
1,5,2,,,,,,6.0,,,1,1,2027.4924516531505,,,1,2.0,14.0,친구,중국,0,0,7.614555063000221,2024
6,16,1,1.0,,,,,,,,1,1,2215.4600985221678,,,2,1.0,,혼자,태국,0,0,7.7032153803316445,2024
12,30,2,,,,,5.0,,,,1,2,1754.7619047619046,,,8,6.0,1.0,가족,중동,0,0,7.470088459894059,2024
1,9,2,,,,,,6.0,,,1,1,1464.3457627118644,3.0,,2,3.0,1.0,친구,중국,1,1,7.289163843351681,2024
5,5,2,,2.0,,,,,,,1,1,1183.0749999999998,3.0,,7,3.0,1.0,가족,홍콩,1,1,7.075872260109131,2024
5,5,1,1.0,,,,,,,,1,1,1677.6,,,13,7.0,5.0,혼자,홍콩,0,0,7.4251194795877105,2024
2,3,2,,,,,,6.0,,,2,2,603.5,,,20,1.0,2.0,친구,일본,0,0,6.402746040537586,2024
1,7,2,,,,,,6.0,,,1,1,1145.0,3.0,,11,5.0,2.0,친구,중국,1,0,7.0431599159883405,2024
2,4,2,,,,,,6.0,,,1,1,584.2708333333333,3.0,,9,3.0,1.0,친구,일본,1,1,6.370364631034546,2024
5,7,2,,2.0,,,,,,,1,1,982.3808510638299,,12.0,1,2.0,12.0,가족,홍콩,1,1,6.889979065207619,2024
2,4,2,,,,4.0,,,,,1,1,527.0596090090091,3.0,,1,2.0,3.0,가족,일본,1,1,6.267313652218921,2024
5,4,2,,2.0,,,,,,,1,1,700.0,3.0,12.0,11,1.0,3.0,가족,홍콩,1,1,6.551080335043404,2024
4,8,1,1.0,,,,,,,,1,1,684.2284160435078,,,4,15.0,16.0,혼자,미국,0,0,6.5282918034605455,2024
1,5,2,,,,,,6.0,,,1,1,1800.0,3.0,,7,8.0,6.0,친구,중국,1,0,7.495541943884256,2024
2,5,2,,,,,,6.0,,,1,1,504.1,3.0,,3,7.0,,친구,일본,1,1,6.222774661088585,2024
1,5,2,,,,,,6.0,,,1,1,573.1800000000001,3.0,,2,1.0,3.0,친구,중국,1,1,6.351199803509972,2024
2,8,1,1.0,,,,,,,,1,1,1207.0,,,8,1.0,2.0,혼자,일본,0,0,7.095893221097532,2024
3,5,2,,,3.0,,5.0,,,,3,1,872.1,3.0,12.0,12,3.0,5.0,가족,대만,1,1,6.77090409623294,2024
3,5,2,,,,,,6.0,,,3,1,620.1600000000001,3.0,,3,1.0,,친구,대만,1,1,6.429977509262347,2024
3,5,2,,2.0,,4.0,5.0,,7.0,,3,1,936.7,3.0,12.0,5,6.0,12.0,가족,대만,1,1,6.842363060215085,2024
3,4,2,,,,,,6.0,,,3,1,801.0400000000001,,,5,10.0,1.0,친구,대만,0,0,6.685910883399547,2024
2,4,2,,,,,,6.0,,,1,2,1312.867483296214,,,1,2.0,14.0,친구,일본,0,0,7.179968942549963,2024
5,4,2,,,,,5.0,,,,1,1,1111.9339419087137,,12.0,12,2.0,1.0,가족,홍콩,1,1,7.0138560682876445,2024
5,6,2,,,,,,6.0,,,1,1,2251.1679000000004,,12.0,12,16.0,1.0,친구,홍콩,1,1,7.71920442719663,2024
2,3,2,,,,,5.0,,,,2,1,994.0000000000001,3.0,,13,2.0,1.0,가족,일본,1,0,6.901737206656574,2024
3,4,2,,,,,,6.0,,,3,1,717.0600000000001,3.0,,1,3.0,,친구,대만,1,1,6.575159519106845,2024
2,3,2,,,,,,6.0,,,1,1,487.64578833693304,,,2,11.0,1.0,친구,일본,0,0,6.189589298729304,2024
4,4,2,,2.0,,,,,,,1,1,180.85106382978722,3.0,12.0,5,3.0,12.0,가족,미국,1,1,5.197673840768349,2024
4,4,2,,2.0,,,,,,,1,1,146.8354430379747,3.0,,3,,,가족,미국,1,1,4.989312524627435,2024
4,9,2,,,3.0,,,,,,1,1,593.9393939393939,3.0,,5,7.0,6.0,가족,미국,1,0,6.386777283752128,2024
3,4,2,,,,,,6.0,,,3,1,723.5200000000002,3.0,,1,3.0,,친구,대만,1,1,6.584128189089605,2024
3,5,2,,,,,,6.0,,,1,1,1452.3211678832117,3.0,12.0,1,12.0,16.0,친구,대만,1,1,7.280918360928052,2024
2,3,2,,,,,,6.0,,,2,1,780.9999999999999,,,2,1.0,6.0,친구,일본,0,0,6.660575149839686,2024
3,5,2,,2.0,,4.0,,,,,1,1,419.9,,12.0,12,1.0,,가족,대만,1,1,6.040016587690148,2024
1,5,2,,,,,5.0,,,,3,1,1677.6000000000004,,12.0,6,1.0,12.0,가족,중국,1,1,7.4251194795877105,2024
3,6,2,,,,4.0,5.0,,,,1,1,654.8090909090911,3.0,,16,3.0,4.0,가족,대만,1,1,6.48434372889036,2024
3,6,2,,,3.0,4.0,5.0,6.0,,,1,1,968.9999999999999,,,10,1.0,2.0,가족,대만,0,0,6.876264611890766,2024
5,5,2,,2.0,,,,,,,1,1,607.5250000000001,3.0,,13,3.0,6.0,가족,홍콩,1,1,6.409393326631347,2024
2,5,2,,,,,,6.0,,,1,2,539.5999999999999,,12.0,1,12.0,,친구,일본,1,1,6.290828124333601,2024
5,5,2,,2.0,,,,,,,1,1,634.9681102362206,3.0,,16,2.0,5.0,가족,홍콩,1,0,6.4535747775311805,2024
1,16,1,1.0,,,,,,,,1,1,2044.1153889199777,,,8,,,혼자,중국,0,0,7.622720402235093,2024
2,3,2,,2.0,,,,,,,2,1,710.0000000000001,,,1,2.0,,가족,일본,0,0,6.565264970035361,2024
4,3,2,,,,4.0,,,,,1,1,484.6938775510204,,,5,2.0,7.0,가족,미국,0,0,6.183517511352161,2024
4,3,2,,,3.0,,,,,,1,1,484.6938775510204,,12.0,5,11.0,12.0,가족,미국,1,1,6.183517511352161,2024
12,11,2,,,,,5.0,,,,1,2,564.1025641025642,3.0,,5,3.0,1.0,가족,중동,1,1,6.335236086210807,2024
1,4,2,,,,,,6.0,,,1,1,4193.123510971787,,,14,2.0,1.0,친구,중국,0,0,8.341201203205278,2024
1,5,2,,,,,,6.0,,,1,1,658.0675675675676,,,2,1.0,8.0,친구,중국,0,0,6.489307612326342,2024
2,4,2,,,,,,6.0,,,1,1,821.3725490196077,,,2,11.0,1.0,친구,일본,0,0,6.710976781216755,2024
1,5,2,,,,,,6.0,,,2,1,601.1399999999999,,,2,1.0,11.0,친구,중국,0,0,6.398827852499227,2024
4,7,2,,,,4.0,,,,,1,2,3400.0,3.0,,15,3.0,2.0,가족,미국,1,1,8.131530710604252,2024
12,21,2,,2.0,,,,,,,1,2,299.63439999999997,3.0,,3,2.0,5.0,가족,중동,1,1,5.70256306481146,2024
1,6,2,,,,,,6.0,,,1,1,1474.89,,,8,1.0,2.0,친구,중국,0,0,7.296338689721785,2024
1,5,2,,,,,,6.0,,,1,1,988.0142774566472,3.0,,1,2.0,5.0,친구,중국,1,0,6.895697148510507,2024
6,5,2,,,,,5.0,6.0,7.0,,3,1,817.5999999999999,3.0,,7,5.0,2.0,가족,태국,1,0,6.70637321944944,2024
12,7,2,,,,,,6.0,,,1,1,1377.5510204081634,3.0,12.0,11,1.0,7.0,친구,중동,1,0,7.228062578749995,2024
1,5,2,,,,4.0,5.0,,,,1,1,822.7126514131899,3.0,,3,2.0,5.0,가족,중국,1,1,6.712606991974708,2024
1,6,2,,,,,,6.0,,,1,1,1204.9428571428575,,,2,13.0,5.0,친구,중국,0,0,7.094187423342113,2024
2,5,2,,,,4.0,,,,,1,1,947.8500000000001,,,13,2.0,1.0,가족,일본,0,0,6.854196261887574,2024
1,5,2,,,3.0,4.0,5.0,,,,1,1,1551.250370955012,3.0,,2,1.0,3.0,가족,중국,1,1,7.346816575651753,2024
1,5,2,,,3.0,,5.0,,,,1,1,934.7574969623331,3.0,,2,1.0,3.0,가족,중국,1,1,6.840287134111055,2024
4,8,1,1.0,,,,,,,,1,1,1690.5660377358492,,12.0,15,1.0,12.0,혼자,미국,1,1,7.4328186854109,2024
4,18,2,,,,,,6.0,,,1,1,2030.6946688206785,3.0,12.0,7,2.0,12.0,친구,미국,1,1,7.616133214887788,2024
1,4,2,,2.0,,,,,,,1,1,981.0383720930231,,,2,1.0,,가족,중국,0,0,6.8886115740837885,2024
4,15,1,1.0,,,,,,,,1,2,250.94664371772805,3.0,,1,5.0,3.0,혼자,미국,1,1,5.525240341704784,2024
6,5,2,,,,,,6.0,,,1,1,463.4039999999999,3.0,,1,3.0,11.0,친구,태국,1,1,6.138599243812553,2024
6,7,2,,2.0,,,,,,,1,1,720.4904214559388,3.0,,8,5.0,2.0,가족,태국,1,0,6.579932121049942,2024
4,64,1,1.0,,,,,,,,1,2,4190.291262135922,3.0,12.0,7,5.0,3.0,혼자,미국,1,1,8.340525524136481,2024
6,4,2,,2.0,,4.0,5.0,,,,3,1,584.0,3.0,,5,3.0,1.0,가족,태국,1,1,6.369900982828227,2024
4,26,1,1.0,,,,,,,,1,2,4979.79797979798,,,7,5.0,2.0,혼자,미국,0,0,8.513144602890238,2024
6,4,2,,,,,,6.0,,,3,1,700.8,3.0,12.0,3,12.0,1.0,친구,태국,1,1,6.552222539622182,2024
3,6,2,,,,,,6.0,,,1,1,740.7976331360946,3.0,,1,2.0,3.0,친구,대만,1,1,6.607727488316194,2024
2,4,2,,2.0,,4.0,,,,,2,1,740.7666666666668,,,2,1.0,,가족,일본,0,0,6.607685685919313,2024
2,4,2,,2.0,,,,,,,1,1,628.9014563106796,,,11,1.0,2.0,가족,일본,0,0,6.443974577194224,2024
4,33,1,1.0,,,,,,,,1,2,139.8,,12.0,14,,,혼자,미국,1,0,4.94021282979971,2024
3,4,2,,,3.0,,5.0,,,,3,1,717.0600000000001,,,1,2.0,,가족,대만,0,0,6.575159519106845,2024
4,11,2,,,,,,6.0,,,1,2,1047.0198675496688,3.0,12.0,7,2.0,12.0,친구,미국,1,1,6.953703186382639,2024
3,5,2,,2.0,,,,6.0,,,1,1,575.737012987013,3.0,,11,5.0,1.0,가족,대만,1,0,6.355650981758613,2024
1,4,2,,,,,,6.0,,,1,1,1076.46,,,8,1.0,,친구,중국,0,0,6.981433158659348,2024
1,30,1,1.0,,,,,,,,1,1,1138.3714285714286,,,1,2.0,11.0,혼자,중국,0,0,7.0373539485789465,2024
4,90,1,1.0,,,,,,,,1,1,5297.8723404255325,3.0,12.0,12,5.0,1.0,혼자,미국,1,1,8.575060573736787,2024
3,6,2,,,,,,6.0,,,1,1,1078.8200000000002,,12.0,2,1.0,6.0,친구,대만,1,0,6.9836231302112655,2024
4,3,1,1.0,,,,,,,,1,1,993.3110367892976,,12.0,12,2.0,1.0,혼자,미국,1,1,6.901043844394151,2024
4,27,2,,2.0,,,,,,,1,1,1001.1228945726762,,,14,1.0,2.0,가족,미국,0,0,6.908877543580255,2024
3,5,2,,,,,,6.0,,,1,1,139.8,,,1,8.0,,친구,대만,0,0,4.94021282979971,2024
7,21,2,,2.0,,,,,,,1,2,480.9307003891051,3.0,,1,2.0,7.0,가족,베트남,1,0,6.175723185690976,2024
3,4,2,,,,,,6.0,,,1,1,1582.7000000000003,,,2,1.0,13.0,친구,대만,0,0,7.366887528339237,2024
1,11,1,1.0,,,,,,,,1,1,2236.8,,,8,2.0,,혼자,중국,0,0,7.712801552039491,2024
4,6,2,,,,,5.0,,,,1,1,800.0,3.0,,1,5.0,3.0,가족,미국,1,1,6.684611727667927,2024
3,6,2,,2.0,,4.0,,,,,1,1,1099.4887780548631,,,16,1.0,2.0,가족,대만,0,0,7.002600603535147,2024
10,5,2,,2.0,,,,,,,1,1,1307.265306122449,3.0,,11,7.0,2.0,가족,싱가포르,1,0,7.175692681641843,2024
5,7,2,,2.0,,,,,,,1,1,1149.703711790393,,,1,16.0,11.0,가족,홍콩,0,0,7.047259546240517,2024
3,5,2,,,3.0,,5.0,,,,1,1,737.5166666666668,,,8,2.0,1.0,가족,대만,0,0,6.603288686828681,2024
3,7,2,,,,,,6.0,,,1,1,2582.4651531150994,,12.0,2,1.0,5.0,친구,대만,1,0,7.856499707433288,2024
10,6,2,,,3.0,,,,,,1,1,584.04,,,16,1.0,2.0,가족,싱가포르,0,0,6.369969473633363,2024
6,5,2,,2.0,,,5.0,6.0,7.0,,3,1,759.2,3.0,,5,7.0,2.0,가족,태국,1,0,6.632265247295718,2024
4,21,2,,2.0,,,,,,,1,2,400.0,,,2,1.0,,가족,미국,0,0,5.991464547107982,2024
3,5,2,,2.0,,,5.0,,,,3,1,1453.5,,,16,1.0,2.0,가족,대만,0,0,7.281729719998931,2024
3,6,2,,2.0,,,,,,,1,1,1020.6799999999997,3.0,,2,1.0,3.0,가족,대만,1,1,6.928224350821477,2024
3,4,2,,,,,,6.0,,,1,1,1114.35,,,2,1.0,8.0,친구,대만,0,0,7.016026554265925,2024
3,4,2,,2.0,,4.0,,,,,3,1,2584.0,,,16,6.0,1.0,가족,대만,0,0,7.857093864902493,2024
3,5,2,,,3.0,,,,,,3,1,1679.6,,12.0,5,2.0,1.0,가족,대만,1,0,7.4263109488100385,2024
3,6,1,1.0,,,,,,,,3,1,1485.8,,,16,,,혼자,대만,0,0,7.303708626717706,2024
7,5,2,,,,,,6.0,,,1,1,614.25052,3.0,,5,11.0,2.0,친구,베트남,1,0,6.4204028579617765,2024
7,5,2,,,,,,6.0,,,3,1,1011.2661,3.0,,5,7.0,3.0,친구,베트남,1,1,6.918958389135953,2024
3,4,2,,,,4.0,,,,,3,1,1356.6000000000001,,,6,1.0,2.0,가족,대만,0,0,7.212736848511979,2024
7,4,2,,,,,,6.0,,,3,1,913.8849200000001,3.0,,1,3.0,5.0,친구,베트남,1,1,6.81770465543078,2024
7,6,2,,,,,,6.0,,,1,1,638.0146275862069,3.0,,8,3.0,1.0,친구,베트남,1,1,6.458361210333073,2024
12,6,2,,,,,,6.0,,,1,1,4025.3411306042885,3.0,12.0,3,9.0,5.0,친구,중동,1,1,8.300364939206501,2024
3,5,2,,2.0,,,5.0,6.0,7.0,,3,1,969.0000000000002,3.0,12.0,3,12.0,,가족,대만,1,1,6.876264611890766,2024
12,8,2,,,,,5.0,,,,1,1,1622.5563909774437,3.0,12.0,5,7.0,3.0,가족,중동,1,1,7.391758203584418,2024
10,8,2,,,,,,6.0,,,1,1,1161.3080184331798,3.0,,7,1.0,5.0,친구,싱가포르,1,0,7.05730225093224,2024
1,7,2,,2.0,,4.0,,,,,1,1,943.5061728395061,,,2,1.0,13.0,가족,중국,0,0,6.849602907277405,2024
1,5,2,,,,,,6.0,,,1,1,139.8,,,2,13.0,1.0,친구,중국,0,0,4.94021282979971,2024
3,9,1,1.0,,,,,,,,1,1,1103.3003951742253,,,2,7.0,5.0,혼자,대만,0,0,7.006061325940967,2024
2,5,1,1.0,,,,,,,,1,2,854.6377708978325,,,2,1.0,,혼자,일본,0,0,6.750677719398988,2024
2,1,1,1.0,,,,,,,,1,1,468.6,,,13,2.0,1.0,혼자,일본,0,0,6.149749526073696,2024
12,10,2,,2.0,,,,,,,1,1,2700.0,3.0,,5,2.0,3.0,가족,중동,1,1,7.90100705199242,2024
2,3,2,,,,,,6.0,,,1,1,440.20000000000005,,12.0,12,11.0,1.0,친구,일본,1,1,6.087229169092361,2024
12,21,1,1.0,,,,,,,,1,2,2295.439074200136,3.0,,3,11.0,2.0,혼자,중동,1,1,7.738679421930006,2024
3,5,2,,2.0,,4.0,,,,,3,1,2002.6000000000001,,12.0,16,12.0,5.0,가족,대만,1,1,7.602201615273702,2024
3,5,2,,2.0,,4.0,,,,,3,1,1227.4,,,10,1.0,6.0,가족,대만,0,0,7.112653389954997,2024
12,18,2,,2.0,,,,,,,1,2,1425.0,3.0,,3,4.0,1.0,가족,중동,1,1,7.261927092702751,2024
12,15,2,,,3.0,,,,,,1,2,1561.0766045548655,3.0,,6,3.0,5.0,가족,중동,1,1,7.353130993337521,2024
3,5,2,,,,4.0,5.0,,,,3,1,2616.3,3.0,12.0,16,2.0,3.0,가족,대만,1,1,7.86951638490105,2024
3,5,2,,2.0,,4.0,,6.0,,,3,1,1388.9,3.0,,1,6.0,2.0,가족,대만,1,0,7.236267345922173,2024
18,9,2,,2.0,,,,,,,1,1,821.025,3.0,,6,5.0,15.0,가족,독일,1,0,6.710553559658731,2024
3,5,2,,2.0,,4.0,5.0,,,,3,1,1615.0000000000002,3.0,,16,1.0,2.0,가족,대만,1,0,7.387090235656757,2024
3,5,2,,,,,5.0,,,,3,1,1388.9,3.0,,1,11.0,16.0,가족,대만,1,0,7.236267345922173,2024
4,14,1,1.0,,,,,,,,1,2,3200.0,3.0,,1,2.0,3.0,혼자,미국,1,1,8.070906088787819,2024
18,15,1,1.0,,,,,,,,1,2,914.7238983050846,3.0,,5,7.0,1.0,혼자,독일,1,0,6.818622269253437,2024
3,8,1,1.0,,,,,,,,1,1,1222.5334143377888,,,6,1.0,2.0,혼자,대만,0,0,7.10868055376714,2024
1,5,2,,,,,5.0,,,,1,1,1522.2666666666664,3.0,,1,3.0,5.0,가족,중국,1,1,7.327955731134062,2024
1,5,2,,,,,,6.0,,,1,1,339.3677064220184,,,1,5.0,2.0,친구,중국,0,0,5.827084199251422,2024
1,6,2,,,,,,6.0,,,1,1,571.7461538461539,,,8,16.0,2.0,친구,중국,0,0,6.348695105894963,2024
2,4,2,,,,,,6.0,,,1,1,440.8185117967332,3.0,,11,3.0,2.0,친구,일본,1,1,6.088633252866005,2024
3,4,2,,2.0,,,,6.0,,,2,1,969.0000000000002,3.0,,1,3.0,,가족,대만,1,1,6.876264611890766,2024
1,5,2,,,,,,6.0,,,1,1,824.8200000000002,,,2,8.0,1.0,친구,중국,0,0,6.7151651807113835,2024
1,5,2,,,,,,6.0,,,1,2,922.6800000000001,,,4,16.0,2.0,친구,중국,0,0,6.82728247883209,2024
3,5,2,,,,,,6.0,,,3,1,904.4000000000001,,,1,4.0,2.0,친구,대만,0,0,6.807271740403815,2024
18,31,2,,,,,5.0,,,,1,1,2450.0,3.0,,5,2.0,1.0,가족,독일,1,0,7.803843303538772,2024
3,7,2,,,,,,,7.0,,1,1,629.0000000000001,3.0,,1,5.0,6.0,직장동료,대만,1,0,6.444131256700441,2024
18,19,1,1.0,,,,,,,,1,2,1000.4165895953759,,,14,1.0,7.0,혼자,독일,0,0,6.908171781828159,2024
5,9,2,,,,,,6.0,,,1,1,2881.3915691236953,,,1,2.0,,친구,홍콩,0,0,7.96602864015783,2024
1,5,1,1.0,,,,,,,,1,2,636.7231,,,1,4.0,,혼자,중국,0,0,6.45633486718784,2024
1,5,1,1.0,,,,,,,,1,1,1510.8816470588235,,,8,2.0,1.0,혼자,중국,0,0,7.320448631646289,2024
1,5,1,1.0,,,,,,,,1,2,480.38217636022523,3.0,,1,11.0,3.0,혼자,중국,1,1,6.174581987852735,2024
1,2,1,1.0,,,,,,,,1,2,228.24489795918365,,,1,,,혼자,중국,0,0,5.430419166362965,2024
3,5,2,,,,,,6.0,,,1,1,623.3900000000001,3.0,,1,4.0,3.0,친구,대만,1,1,6.435172326139451,2024
3,5,2,,2.0,,,5.0,6.0,7.0,,3,1,1033.6000000000001,3.0,12.0,12,5.0,3.0,가족,대만,1,1,6.9408031330283375,2024
1,5,1,1.0,,,,,,,,1,2,349.5,3.0,,1,3.0,,혼자,중국,1,1,5.856503561673865,2024
3,4,2,,,3.0,,5.0,,,,3,1,901.1700000000001,,,5,1.0,,가족,대만,0,0,6.803693919055931,2024
1,5,2,,,,,,6.0,,,1,1,1076.46,,,1,2.0,,친구,중국,0,0,6.981433158659348,2024
3,5,2,,,3.0,,5.0,,,,3,1,872.0999999999999,3.0,12.0,2,12.0,6.0,가족,대만,1,1,6.77090409623294,2024
3,6,2,,,,,,6.0,,,1,1,794.5799999999999,3.0,,6,1.0,3.0,친구,대만,1,1,6.677813673166928,2024
3,5,2,,,,,5.0,6.0,7.0,,3,1,1033.6,3.0,12.0,5,2.0,12.0,가족,대만,1,1,6.9408031330283375,2024
3,5,2,,,,,,6.0,,,3,1,910.8599999999999,3.0,,3,1.0,,친구,대만,1,1,6.8143892081726785,2024
3,5,2,,,,,,6.0,,,1,1,842.6086956521739,3.0,,2,6.0,7.0,친구,대만,1,0,6.736502669515607,2024
2,3,2,,,,4.0,,,,,2,1,781.0000000000001,,,1,2.0,,가족,일본,0,0,6.660575149839686,2024
3,6,2,,2.0,,4.0,,,,,1,1,453.4584415584416,3.0,,16,1.0,3.0,가족,대만,1,1,6.116903626014135,2024
2,3,2,,,,4.0,,,,,2,1,795.2,,,13,2.0,1.0,가족,일본,0,0,6.678593655342365,2024
6,6,1,1.0,,,,,,,,1,2,730.0,3.0,,2,3.0,1.0,혼자,태국,1,1,6.593044534142437,2024
5,5,2,,,,,,6.0,,,1,1,836.3708677685954,3.0,12.0,3,12.0,13.0,친구,홍콩,1,1,6.729072136446442,2024
2,3,2,,,,,,6.0,,,2,1,1278.0,,,13,1.0,2.0,친구,일본,0,0,7.15305163493748,2024
5,6,2,,,,,,6.0,,,1,1,1764.5604790419163,,,16,7.0,6.0,친구,홍콩,0,0,7.475656917983824,2024
10,9,2,,2.0,,,,,,,1,1,2032.382392909897,3.0,,2,16.0,5.0,가족,싱가포르,1,0,7.616963976480859,2024
5,8,2,,2.0,,,,,,,1,1,667.0281456953643,3.0,,3,1.0,2.0,가족,홍콩,1,1,6.502832242469661,2024
6,6,2,,,,,,6.0,,,1,1,2540.3999999999996,3.0,,14,2.0,3.0,친구,태국,1,1,7.8400768279288195,2024
2,4,2,,,,,,6.0,,,2,1,873.3,,,1,2.0,,친구,일본,0,0,6.7722791394196875,2024
2,4,2,,,,,,6.0,,,1,1,598.1039999999999,3.0,,3,1.0,6.0,친구,일본,1,1,6.393764651872989,2024
2,4,2,,,,,,6.0,,,1,1,881.9424920127796,,,1,2.0,,친구,일본,0,0,6.7821268520814915,2024
10,7,2,,2.0,,,,,,,1,1,1318.8,3.0,,1,3.0,5.0,가족,싱가포르,1,1,7.184477511197576,2024
6,8,2,,2.0,,,,,,,1,1,973.3333333333334,,,6,1.0,5.0,가족,태국,0,0,6.880726606594218,2024
2,4,2,,2.0,,,,,,,1,2,674.5,3.0,,3,5.0,,가족,일본,1,1,6.51397167564781,2024
5,4,2,,,,,,6.0,,,1,1,1166.448,,,2,1.0,,친구,홍콩,0,0,7.061718512671037,2024
2,4,2,,,,,5.0,,,,1,1,802.3000000000002,,,8,1.0,13.0,가족,일본,0,0,6.68748260275961,2024
10,8,2,,,3.0,,5.0,,,,1,1,745.4086956521741,,,7,5.0,2.0,가족,싱가포르,0,0,6.613932652729964,2024
2,3,2,,,,,,6.0,,,1,1,641.1679389312977,3.0,,2,1.0,3.0,친구,일본,1,1,6.46329141781855,2024
3,6,2,,2.0,,4.0,,,,,1,1,508.3163547706905,3.0,,1,2.0,,가족,대만,1,0,6.231103999364494,2024
1,15,1,1.0,,,,,,,,1,1,745.3389355742298,3.0,,5,7.0,3.0,혼자,중국,1,1,6.613839062002017,2024
6,4,2,,,,,,6.0,,,1,1,934.4000000000001,3.0,,1,2.0,3.0,친구,태국,1,1,6.839904612073963,2024
2,4,1,1.0,,,,,,,,1,1,276.9,,,2,1.0,11.0,혼자,일본,0,0,5.623656430176916,2024
10,14,2,,2.0,,,,,,,1,2,1098.5611614173229,3.0,,3,7.0,10.0,가족,싱가포르,1,1,7.001756567486693,2024
2,5,2,,,,,,6.0,,,1,1,624.8,3.0,,3,1.0,,친구,일본,1,1,6.437431598525476,2024
5,6,2,,,,,,6.0,,,1,1,1609.0645161290324,,,16,2.0,1.0,친구,홍콩,0,0,7.383408243223343,2024
2,4,2,,,,,,6.0,,,1,1,582.1999999999999,3.0,,3,7.0,5.0,친구,일본,1,1,6.366814031311523,2024
10,8,2,,,3.0,,5.0,,,,1,1,780.2424242424244,3.0,12.0,2,5.0,3.0,가족,싱가포르,1,1,6.659604671706027,2024
5,6,2,,,,,,6.0,,,1,1,1360.0,3.0,,1,3.0,4.0,친구,홍콩,1,1,7.215239978730097,2024
