D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT_개별국제교통비제외2,C문화서1인대체,C오락및1인대체,C미용서1인대체,weight,동행자유형,국가명,여가체험비율,log_총액,year
4,12,2,,,3.0,,,,,,1,2,910.1243339253996,2,1,1,1902.46502736939,가족,미국,0.004395003903200625,6.813581220865026,2024
2,3,2,,,,,,6.0,,,1,1,492.80000000000007,1,1,1,1772.5158877568701,친구,일본,0.006087662337662337,6.20010341221931,2024
2,3,2,,2.0,,,5.0,,,,1,1,694.2336259284266,1,1,1,1937.35661819387,가족,일본,0.004321311858076565,6.542808540641832,2024
3,7,2,,2.0,,4.0,,,,,1,1,383.16000000000014,1,1,1,1277.1575981563699,가족,대만,0.007829627309740054,5.948452656514691,2024
5,6,2,,,,,,6.0,,,1,1,1726.6500000000003,3,4,4,592.997382906005,친구,홍콩,0.006370717864072046,7.453938394029181,2024
4,4,2,,2.0,,,,,,,1,1,527.5,2,1,1,946.708878374472,가족,미국,0.007582938388625593,6.268148865350222,2024
1,8,1,1.0,,,,,,,,1,1,1889.23,1,1,1,1246.5325233487902,혼자,중국,0.0015879485292950037,7.543924617633335,2024
5,7,2,,,,,,6.0,,,1,1,2839.38,1,4,1,965.934844159949,친구,홍콩,0.0021131373750607526,7.9513409974630305,2024
5,6,2,,2.0,,,,,,,1,1,4274.335483870968,1,1,1,431.63744668816395,가족,홍콩,0.0007018634852880356,8.360383926919079,2024
5,5,2,,2.0,,,,,,,1,1,1251.3061715481172,2,1,1,884.951645804331,가족,홍콩,0.0031966596912498214,7.131943221967947,2024
1,7,2,,,,,,6.0,,,1,1,3884.5728813559326,1,1,1,1865.68904349995,친구,중국,0.0007722856776348685,8.264768316308931,2024
1,7,2,,,,,,6.0,,,1,1,1304.3552731893265,1,1,1,1865.68904349995,친구,중국,0.002299986868351129,7.1734641541439945,2024
5,3,2,,,,,,6.0,,,1,2,1803.3899999999999,1,1,1,965.934844159949,친구,홍콩,0.001663533678239316,7.49742350596892,2024
5,5,2,,2.0,,,,,,,1,2,1230.0263247863247,1,1,1,364.934694371308,가족,홍콩,0.002438972190714006,7.114790850402743,2024
5,31,1,1.0,,,,,,,,1,1,1660.9832214765102,2,1,1,850.047794885199,혼자,홍콩,0.0024082121651079957,7.41516500810322,2024
5,5,2,,,,,,6.0,,,1,1,1035.6780487804879,1,1,1,884.951645804331,친구,홍콩,0.0028966530704522546,6.942811610796978,2024
18,10,2,,,3.0,,5.0,,,,1,1,1780.6600000000003,2,1,1,115.90769544836301,가족,독일,0.0022463580919434363,7.484739361078652,2024
6,4,2,,,,4.0,,,,,1,1,1173.9,1,1,1,356.72783074546095,가족,태국,0.002555583950932788,7.068086817884477,2024
4,8,2,,,,,,6.0,,,1,1,725.7769652650821,1,3,1,2150.44757026876,친구,미국,0.006889168765743074,6.587242757247346,2024
18,12,2,,,,,5.0,,,,2,1,4197.270000000001,3,1,1,277.27538842358,가족,독일,0.0011912505033033372,8.342189592929873,2024
5,3,2,,,,4.0,,,,,1,1,844.1400000000001,1,1,1,850.047794885199,가족,홍콩,0.00355391285805672,6.738318357617177,2024
5,3,1,1.0,,,,,,,,1,1,552.7603158933861,1,1,1,772.236662861003,혼자,홍콩,0.0054273071234343575,6.314924482418922,2024
4,5,2,,2.0,,4.0,,,,,1,1,1045.75,2,1,1,1765.57252730457,가족,미국,0.0038250059765718384,6.952489610322308,2024
6,3,1,1.0,,,,,,,,1,2,655.1999999999999,1,1,1,288.955660094437,혼자,태국,0.004578754578754579,6.484940532538859,2024
6,6,1,1.0,,,,,,,,1,2,600.5999999999999,1,1,1,310.694762835655,혼자,태국,0.004995004995004996,6.39792915554923,2024
1,7,2,,2.0,,,,,,,1,1,3917.1594202898546,1,1,1,1512.7499948805103,가족,중국,0.0007658610942564119,8.27312203242656,2024
4,8,2,,,,,5.0,,,,1,1,850.0,1,1,4,1765.57252730457,가족,미국,0.007058823529411765,6.745236349484363,2024
10,7,2,,2.0,,4.0,,,,,1,1,1184.5879818594105,3,1,1,719.816025775574,가족,싱가포르,0.004220876858932552,7.077150298476029,2024
5,7,1,1.0,,,,,,,,1,1,2055.975401069519,4,1,1,364.934694371308,혼자,홍콩,0.002918322853901266,7.62850566204313,2024
10,4,1,1.0,,,,,,,,1,2,853.6820338983053,1,1,1,273.96993107477505,혼자,싱가포르,0.003514188984744845,6.749558798812155,2024
6,4,2,,,,,,6.0,,,1,1,1856.4,1,1,1,341.365304351946,친구,태국,0.0016160310277957336,7.526394407367021,2024
5,5,2,,2.0,,,,,,,1,1,856.7846590909091,1,1,1,431.63744668816395,가족,홍콩,0.003501463253535781,6.753186614084016,2024
6,4,2,,,,,,6.0,,,1,1,1037.4000000000003,1,1,1,341.365304351946,친구,태국,0.002891844997108154,6.9444728619173,2024
5,8,2,,2.0,,,,,,,1,1,873.6026785714287,1,1,1,965.934844159949,가족,홍콩,0.003434055404804611,6.772625671116239,2024
6,11,1,1.0,,,,,,,,1,2,1283.1,1,1,1,288.955660094437,혼자,태국,0.0023380874444704236,7.157034303900972,2024
4,11,1,1.0,,,,,,,,1,2,2969.6969696969695,3,3,1,1902.46502736939,혼자,미국,0.002357142857142857,7.9962151961862284,2024
2,3,2,,,,,,,7.0,,3,1,924.1600000000001,1,1,1,1001.5401433810399,직장동료,일본,0.003246191135734072,6.828885216824352,2024
1,5,1,1.0,,,,,,,,1,1,1799.8636363636365,1,1,4,1919.30366620771,혼자,중국,0.0033335858777180085,7.495466183438748,2024
1,2,1,1.0,,,,,,,,1,1,210.90588235294118,1,3,1,1961.8067700996098,혼자,중국,0.02370725720979528,5.3514119787645225,2024
4,5,2,,2.0,,,,,,,1,1,1513.8067061143984,1,1,1,1765.57252730457,가족,미국,0.001981758957654723,7.322382754852306,2024
1,6,1,1.0,,,,,,,,1,1,3525.443478260869,1,1,4,1571.14832834922,혼자,중국,0.0017019135427920264,8.167761516768733,2024
4,14,2,,,,,5.0,,,,1,1,1887.704918032787,2,1,1,680.5417675985141,가족,미국,0.0021189752496743376,7.54311704107552,2024
4,15,2,,,,,5.0,,,,1,2,1690.566037735849,2,1,1,2150.44757026876,가족,미국,0.0023660714285714288,7.4328186854109,2024
2,3,2,,,,,,,7.0,,3,1,1472.0,1,1,1,1937.35661819387,직장동료,일본,0.0020380434782608695,7.294377299288821,2024
5,9,1,1.0,,,,,,,,1,1,1442.015336463224,1,1,1,884.951645804331,혼자,홍콩,0.0020804217015874364,7.273796953338423,2024
4,22,2,,,,,5.0,,,,1,2,763.6363636363635,1,1,1,2150.44757026876,가족,미국,0.003928571428571429,6.6380917120330345,2024
2,3,2,,,,,,6.0,,,1,1,768.0000000000001,1,1,4,1001.5401433810399,친구,일본,0.007812499999999999,6.643789733147672,2024
4,12,2,,2.0,3.0,,,,,,1,2,1358.5253456221199,1,1,1,1134.4889294003399,가족,미국,0.0022082767978290367,7.214155085756859,2024
1,8,2,,,,,,6.0,,,1,1,1494.7871071716356,1,3,1,1564.03404468352,친구,중국,0.0033449579381646926,7.309739072454809,2024
2,3,2,,,,,,,7.0,,3,1,1120.0,1,1,1,2011.49858767912,직장동료,일본,0.0026785714285714286,7.02108396428914,2024
6,4,2,,,,,,6.0,,,1,1,2143.05,1,1,1,310.694762835655,친구,태국,0.0013998740113389794,7.669985326979277,2024
6,5,2,,,,,,6.0,,,1,1,1283.1000000000001,1,1,1,356.72783074546095,친구,태국,0.002338087444470423,7.157034303900973,2024
1,4,2,,2.0,,4.0,,,,,1,1,1283.6849227974567,1,2,1,1564.03404468352,가족,중국,0.0031160294313366576,7.157490066908139,2024
4,7,2,,2.0,,,,,,,1,1,1185.981308411215,1,1,1,1216.66908787309,가족,미국,0.002529550827423168,7.078325819240573,2024
6,5,2,,,,,,6.0,,,1,1,874.5254237288135,1,4,1,310.694762835655,친구,태국,0.006860864003721147,6.773681366338883,2024
1,5,2,,,,,,6.0,,,3,1,1103.2,1,1,1,1865.68904349995,친구,중국,0.0027193618564176937,7.005970326479092,2024
6,5,2,,,,,,6.0,,,1,1,1501.5,1,1,1,284.305446198566,친구,태국,0.001998001998001998,7.314219887423385,2024
3,8,2,,,,4.0,,,,,1,1,6179.656284760846,1,2,1,1001.95086886979,가족,대만,0.0006472851912272336,8.72901793155242,2024
4,6,1,1.0,,,,,,,,1,1,2159.06432748538,3,1,1,1020.0828570362702,혼자,미국,0.002315817984832069,7.677430225108174,2024
3,4,2,,2.0,,,,,,,1,1,726.1500000000001,1,1,1,992.102279667606,가족,대만,0.004131377814501135,6.587756605053813,2024
3,5,2,,,,,5.0,,,,1,1,463.49999999999994,2,1,1,1277.1575981563699,가족,대만,0.008629989212513485,6.13880638500591,2024
3,5,2,,,,,,6.0,,,1,1,1329.4977624784856,2,1,1,992.102279667606,친구,대만,0.00300865493187675,7.192556527701956,2024
3,4,1,1.0,,,,,,,,1,1,5702.164948453608,1,1,1,992.102279667606,혼자,대만,0.0005261159624667788,8.648601197229164,2024
10,12,2,,,,,5.0,,,,1,1,1699.1557377049178,3,1,1,352.412511108507,가족,싱가포르,0.00294263785775964,7.437886781805868,2024
3,81,1,1.0,,,,,,,,1,2,1062.1875,1,1,1,1001.95086886979,혼자,대만,0.002824360105913504,6.9680857398904354,2024
3,6,1,1.0,,,,,,,,1,1,3560.522727272727,1,1,1,1277.1575981563699,혼자,대만,0.0008425729112809024,8.177662646570667,2024
4,6,2,,2.0,,,,,,,1,1,1000.0,1,1,1,1134.4889294003399,가족,미국,0.003,6.907755278982137,2024
5,6,2,,2.0,,,,,,,1,1,1026.2165094339623,1,1,1,772.236662861003,가족,홍콩,0.0029233597125179088,6.9336340263086464,2024
5,10,2,,2.0,,,,,,,1,2,1151.1,1,1,1,850.047794885199,가족,홍콩,0.0026062027625749287,7.048473285921016,2024
4,4,2,,2.0,,4.0,,,,,1,1,820.46553808948,1,1,1,1134.4889294003399,가족,미국,0.003656460705206146,6.709871908538361,2024
5,7,2,,,,,,6.0,,,1,1,1635.4393166885675,1,4,1,965.934844159949,친구,홍콩,0.003668738998001333,7.399666742461623,2024
5,7,2,,2.0,,,,,,,1,1,863.9602649006624,1,1,1,431.63744668816395,가족,홍콩,0.003472381916018948,6.761526778048189,2024
5,3,2,,,,,,6.0,,,1,1,933.6699999999998,1,1,1,431.63744668816395,친구,홍콩,0.0032131266935855286,6.839123056739142,2024
4,9,2,,2.0,,,,,,,1,1,2551.8879415347137,1,1,1,1216.66908787309,가족,미국,0.0011756002100138418,7.8445887334436755,2024
3,5,2,,,3.0,,5.0,,,,3,1,865.2,1,1,1,1174.56673369169,가족,대만,0.003467406380027739,6.762960694078903,2024
3,5,2,,,3.0,,,,,,3,1,896.1000000000003,1,1,1,1314.12037430842,가족,대만,0.0033478406427854025,6.798052013890174,2024
3,5,2,,,,4.0,,,,,3,1,1452.3,1,1,1,1001.95086886979,가족,대만,0.002065688907250568,7.280903785613758,2024
3,6,1,1.0,,,,,,,,1,1,1264.657258064516,3,1,1,992.102279667606,혼자,대만,0.003953640378146572,7.142556422208651,2024
5,10,2,,,,,,6.0,,,1,1,1396.7492063492066,3,1,1,965.934844159949,친구,홍콩,0.0035797407131298066,7.241902820126608,2024
1,5,2,,,,,,6.0,,,1,1,482.65000000000003,1,1,1,1571.14832834922,친구,중국,0.006215684243240443,6.179291753294624,2024
3,6,2,,,,,,6.0,,,1,1,1269.9,1,1,1,1277.1575981563699,친구,대만,0.0023623907394283014,7.146693436194988,2024
3,5,2,,,,,5.0,,,,3,1,1297.8,1,1,1,1277.1575981563699,가족,대만,0.002311604253351826,7.168425802187068,2024
3,5,2,,2.0,,,,,,,3,1,927.0,1,1,1,1264.48452843874,가족,대만,0.003236245954692557,6.831953565565855,2024
3,5,2,,2.0,,,,,,,3,1,8185.6,1,1,1,1001.95086886979,가족,대만,0.0003664972634870993,9.010131791944469,2024
3,5,2,,,3.0,,,,,,1,1,216.3,1,1,1,1314.12037430842,가족,대만,0.013869625520110956,5.376666332959013,2024
5,6,2,,,,,,6.0,,,1,1,1796.5343101343105,1,1,1,850.047794885199,친구,홍콩,0.0016698818291846133,7.493614704692556,2024
1,6,2,,,,,,6.0,,,1,1,979.09,1,1,2,1919.30366620771,친구,중국,0.0040854262631627326,6.886623568846526,2024
5,7,2,,2.0,,4.0,,,,,1,1,381.11616161616166,1,1,1,824.1747408807911,가족,홍콩,0.007871615801539868,5.943104214790027,2024
1,5,2,,,,,5.0,,,,1,1,730.87,1,1,1,1919.30366620771,가족,중국,0.004104697141762557,6.5942356053573326,2024
5,5,2,,,,,,6.0,,,1,1,765.7911949685534,2,2,1,965.934844159949,친구,홍콩,0.006529194946156727,6.6409095411559305,2024
1,3,2,,,,,,6.0,,,1,1,2758.0,1,1,1,1865.68904349995,친구,중국,0.0010877447425670776,7.922261058353247,2024
5,7,2,,,,,,6.0,,,1,1,3460.2078559738134,1,1,1,592.997382906005,친구,홍콩,0.0008669999389836377,8.149083940228271,2024
5,6,2,,,,,,6.0,,,1,1,1538.5990099009905,1,1,1,884.951645804331,친구,홍콩,0.00194982577051902,7.338627547518187,2024
5,8,1,1.0,,,,,,,,1,1,2937.221011673152,1,2,1,884.951645804331,혼자,홍콩,0.0013618314672621278,7.9852191791924625,2024
5,6,2,,,,4.0,5.0,,,,1,1,776.6457831325301,1,1,1,850.047794885199,가족,홍콩,0.0038627648088164117,6.654984368859568,2024
5,4,2,,,,,,6.0,,,1,1,1077.355855855856,1,1,1,592.997382906005,친구,홍콩,0.002784595251136207,6.98226503656115,2024
3,5,2,,2.0,,4.0,,,,,3,1,618.0,1,1,1,1174.56673369169,가족,대만,0.0048543689320388345,6.42648845745769,2024
3,6,2,,,,,,6.0,,,1,1,618.0,1,1,1,1264.48452843874,친구,대만,0.0048543689320388345,6.42648845745769,2024
3,5,2,,,,,,6.0,,,3,1,247.20000000000002,1,1,1,1030.51864361761,친구,대만,0.012135922330097087,5.510197725583536,2024
3,5,2,,2.0,,,,6.0,,,3,1,309.0,1,1,1,992.102279667606,가족,대만,0.009708737864077669,5.733341276897746,2024
1,6,2,,,,,,6.0,,,1,1,469.7390438247012,1,1,1,1564.03404468352,친구,중국,0.0063865246873529005,6.1521773146042324,2024
1,5,1,1.0,,,,,,,,1,1,482.6499999999999,1,1,1,1246.5325233487902,혼자,중국,0.006215684243240444,6.179291753294624,2024
1,4,2,,,,,,6.0,,,1,1,756.0020710059172,1,1,1,1919.30366620771,친구,중국,0.003968243097546381,6.628044115601597,2024
1,6,2,,2.0,,,,,,,1,1,1099.881550802139,1,1,1,1961.8067700996098,가족,중국,0.002727566434596628,7.002957771899473,2024
1,7,2,,,,,,,7.0,,1,1,3447.5,1,1,1,1084.78596043846,직장동료,중국,0.0008701957940536621,8.145404609667457,2024
1,8,1,1.0,,,,,,,,1,1,1823.7915119363392,1,1,1,1919.30366620771,혼자,중국,0.001644924861403082,7.508672861434748,2024
1,6,2,,,,,,6.0,,,1,1,1381.2793388429752,1,1,1,1961.8067700996098,친구,중국,0.0021718995684920197,7.230765405831775,2024
1,5,2,,,,4.0,,6.0,,,1,1,4137.0,1,1,1,1084.78596043846,가족,중국,0.0007251631617113851,8.327726166461412,2024
1,6,2,,2.0,,,,,,,1,1,824.4487964027318,1,1,2,1564.03404468352,가족,중국,0.004851726410970531,6.714715037466879,2024
1,3,1,1.0,,,,,,,,1,1,689.5,1,1,4,1571.14832834922,혼자,중국,0.00870195794053662,6.5359666972333565,2024
1,6,2,,,,4.0,,,,,1,1,2512.237623762376,1,1,4,1512.7499948805103,가족,중국,0.002388309108679888,7.828929118561028,2024
1,5,2,,,,,,6.0,,,1,1,2482.2,1,1,1,1512.7499948805103,친구,중국,0.0012086052695189752,7.816900542695421,2024
3,5,2,,2.0,,4.0,5.0,,,,1,1,922.2346893444183,2,1,1,902.43642855771,가족,대만,0.004337290763637885,6.826799734923331,2024
3,6,2,,2.0,3.0,4.0,5.0,,,,1,1,919.0769230769232,3,1,1,902.43642855771,가족,대만,0.0054402410445262795,6.823369821874464,2024
3,5,2,,,3.0,,,6.0,,,1,1,779.9621295279914,1,1,1,1314.12037430842,가족,대만,0.0038463405932484263,6.659245366617766,2024
3,6,2,,2.0,,,,,,,1,1,1375.7857142857142,3,1,1,1314.12037430842,가족,대만,0.003634286900991641,7.226780275468964,2024
3,5,2,,,,,5.0,,,,3,1,2162.9999999999995,1,1,1,1314.12037430842,가족,대만,0.001386962552011096,7.679251425953058,2024
3,6,2,,,3.0,,5.0,,,,1,1,1545.0,1,1,1,992.102279667606,가족,대만,0.001941747572815534,7.3427791893318455,2024
3,5,2,,,3.0,,5.0,,,,1,1,824.0000000000002,3,1,1,1314.12037430842,가족,대만,0.006067961165048542,6.714170529909472,2024
3,6,2,,2.0,3.0,4.0,5.0,,,,1,1,1498.6500000000003,1,3,1,1314.12037430842,가족,대만,0.0033363360357655217,7.312319981847137,2024
2,3,2,,,,,,6.0,,,1,1,382.71999999999997,1,1,1,1001.5401433810399,친구,일본,0.007838628762541806,5.947303651322212,2024
2,4,2,,,,,,6.0,,,2,1,1062.4,1,1,4,2011.49858767912,친구,일본,0.005647590361445782,6.968285778722169,2024
2,2,1,1.0,,,,,,,,1,1,262.4,1,1,1,1820.01143783401,혼자,일본,0.011432926829268294,5.5698700570699335,2024
2,4,2,,,,,,6.0,,,1,1,646.1140215716487,3,1,1,1001.5401433810399,친구,일본,0.007738572191697192,6.470975992188487,2024
4,8,1,1.0,,,,,,,,1,2,139.8,1,1,1,1020.0828570362702,혼자,미국,0.02145922746781116,4.94021282979971,2024
4,9,2,,,,,,6.0,,,1,1,570.0,1,2,1,2150.44757026876,친구,미국,0.007017543859649123,6.345636360828596,2024
4,6,2,,,,,5.0,,,,1,1,620.0,2,2,1,1216.66908787309,가족,미국,0.008064516129032258,6.429719478039138,2024
16,4,2,,2.0,,4.0,,,,,1,1,414.06066666666663,1,1,1,255.490446452175,가족,영국,0.0072453150987536455,6.026012500931883,2024
16,12,1,1.0,,,,,,,,1,1,2228.244,1,1,1,154.75768498781403,혼자,영국,0.0013463516562818075,7.7089691103111395,2024
5,5,2,,,,,,6.0,,,1,1,1154.2710743801651,3,1,1,965.934844159949,친구,홍콩,0.004331738108125912,7.051224319292906,2024
16,6,2,,,,,,6.0,,,1,2,435.40399999999994,3,3,1,154.75768498781403,친구,영국,0.01607702271912982,6.076274335712772,2024
5,4,2,,2.0,,,,,,,1,1,832.5416149068325,1,1,1,824.1747408807911,가족,홍콩,0.0036034234761174334,6.724483208481321,2024
4,7,2,,2.0,,4.0,5.0,,,,1,2,396.22641509433964,2,1,1,1134.4889294003399,가족,미국,0.010095238095238095,5.981985803153438,2024
16,7,1,1.0,,,,,,,,1,1,729.942,1,1,1,264.342775464599,혼자,영국,0.0041099155823339385,6.592965078931161,2024
1,4,2,,,,,,6.0,,,3,1,965.3000000000001,1,1,1,1865.68904349995,친구,중국,0.0031078421216202217,6.8724389338545695,2024
5,4,2,,,,,,6.0,,,1,1,933.67,1,1,1,592.997382906005,친구,홍콩,0.003213126693585528,6.839123056739142,2024
4,8,2,,2.0,,4.0,,,,,1,1,962.6546681664793,1,3,3,1216.66908787309,가족,미국,0.007271558775414816,6.869694747450949,2024
16,5,1,1.0,,,,,,,,1,1,1703.1979999999999,1,1,1,330.20496430246004,혼자,영국,0.001761392392428831,7.440262939318364,2024
16,11,1,1.0,,,,,,,,1,2,589.0760000000001,1,1,3,435.184634373464,혼자,영국,0.008487869137428786,6.3785552075857055,2024
4,19,1,1.0,,,,,,,,1,1,1893.167701863354,3,3,3,1902.46502736939,혼자,미국,0.004753937007874015,7.546006737810165,2024
1,5,2,,,,,,6.0,,,1,1,856.2879945799457,1,1,1,1246.5325233487902,친구,중국,0.0035034941736765304,6.752606761824025,2024
16,8,2,,2.0,,,,,,,1,1,1487.4888268156424,2,1,1,330.20496430246004,가족,영국,0.002689095829084675,7.3048446260071325,2024
16,6,2,,,,,,6.0,,,1,1,1543.1230000000003,2,1,1,264.342775464599,친구,영국,0.002592145927447131,7.341563564027321,2024
1,6,1,1.0,,,,,,,,1,1,606.76,1,1,1,1919.30366620771,혼자,중국,0.004944294284395807,6.408133325723472,2024
1,6,1,1.0,,,,,,,,1,1,831.4558823529412,1,1,1,1919.30366620771,혼자,중국,0.0036081289021737207,6.723178239321503,2024
1,5,2,,,,,5.0,6.0,,,3,1,3171.7000000000003,1,1,1,1571.14832834922,가족,중국,0.0009458649935365891,8.062023000728406,2024
1,5,1,1.0,,,,,,,,3,1,1792.6999999999998,1,1,1,1564.03404468352,혼자,중국,0.0016734534501031966,7.491478142260792,2024
1,3,2,,,,,,6.0,,,1,1,448.8121149897331,4,1,1,1919.30366620771,친구,중국,0.013368623082149318,6.106604348028047,2024
5,7,2,,,,,,6.0,,,1,1,1227.0999258160236,3,1,1,965.934844159949,친구,홍콩,0.004074647789319188,7.112408880527789,2024
5,5,2,,,,,,6.0,,,1,1,1542.3235294117649,1,1,1,364.934694371308,친구,홍콩,0.0019451171837754342,7.341045343666989,2024
5,5,2,,,3.0,,5.0,,,,3,1,2144.8830000000003,1,1,1,772.236662861003,가족,홍콩,0.0013986776901117682,7.670840284419914,2024
5,13,2,,2.0,,,,6.0,,,1,1,1957.8265927977843,4,1,1,364.934694371308,가족,홍콩,0.0030646227924741006,7.579590255735278,2024
2,5,2,,,,,,6.0,,,2,1,998.4000000000001,1,1,1,1558.5755835549999,친구,일본,0.003004807692307692,6.906153997615164,2024
5,5,2,,2.0,,,5.0,,,,3,1,1151.1,1,1,1,850.047794885199,가족,홍콩,0.0026062027625749287,7.048473285921016,2024
2,4,2,,,,,5.0,,,,1,1,509.52486187845307,1,1,1,1001.5401433810399,가족,일본,0.0058878383067314365,6.233478648093368,2024
2,3,2,,,,,,6.0,,,1,1,1484.8000000000002,1,1,1,2011.49858767912,친구,일본,0.002020474137931034,7.303035362031936,2024
2,6,2,,,,,,6.0,,,2,1,1088.0000000000002,1,1,3,2011.49858767912,친구,일본,0.004595588235294117,6.9920964274158885,2024
2,3,2,,,3.0,,,6.0,,,2,1,1036.8,1,1,4,1001.5401433810399,가족,일본,0.005787037037037038,6.94389432559801,2024
2,2,2,,,,,,6.0,,,1,1,185.3793103448276,1,1,1,1820.01143783401,친구,일본,0.016183035714285716,5.222404052216511,2024
2,4,1,1.0,,,,,,,,1,2,800.0,1,1,1,1429.67875598371,혼자,일본,0.00375,6.684611727667927,2024
4,17,2,,,,,,6.0,,,1,1,1897.4326059050065,3,1,1,2150.44757026876,친구,미국,0.0026351397063798117,7.548256991329416,2024
2,5,2,,,,,,6.0,,,1,1,934.4000000000001,1,1,4,1937.35661819387,친구,일본,0.006421232876712328,6.839904612073963,2024
5,5,2,,2.0,,,,,,,1,1,631.9764705882353,1,1,1,431.63744668816395,가족,홍콩,0.004747012174690048,6.448852163371894,2024
10,8,2,,2.0,,4.0,,,,,1,1,1864.265769358591,2,1,4,719.816025775574,가족,싱가포르,0.003754829442804382,7.530622565209955,2024
10,8,2,,2.0,,4.0,,,,,1,1,1475.78375,2,1,1,652.1513302752101,가족,싱가포르,0.0027104242067985907,7.296944483586548,2024
5,2,1,1.0,,,,,,,,1,1,319.75000000000006,1,1,1,850.047794885199,혼자,홍콩,0.009382329945269741,5.767539440458952,2024
10,7,2,,,3.0,,5.0,,,,1,1,1037.3805803571433,2,1,1,789.434419622437,가족,싱가포르,0.00385586550947667,6.94445414220974,2024
4,23,2,,2.0,,,,,,,1,1,460.6811145510836,1,1,1,1902.46502736939,가족,미국,0.006512096774193548,6.132706078158472,2024
1,5,2,,,,,,6.0,,,1,1,1375.5088607594935,1,1,1,1571.14832834922,친구,중국,0.0021810110320507397,7.226579022190114,2024
1,4,2,,,3.0,,5.0,,,,1,1,1105.930693069307,1,1,1,1919.30366620771,가족,중국,0.0027126473826981443,7.008442515624481,2024
1,5,2,,,,4.0,,,,,1,1,750.8938356164383,1,1,1,1512.7499948805103,가족,중국,0.003995238551315556,6.621264277745252,2024
16,4,2,,2.0,,,,6.0,,,1,1,624.2836676217765,1,1,1,264.342775464599,가족,영국,0.004805507745266781,6.436604860619895,2024
1,6,2,,,,,,6.0,,,1,1,3452.514545454545,1,1,1,1865.68904349995,친구,중국,0.0008689318931182175,8.14685809829544,2024
16,15,2,,,,,,6.0,,,1,1,2965.81954397394,1,1,1,154.75768498781403,친구,영국,0.0010115247929010074,7.994908679300745,2024
1,6,2,,,,4.0,,,,,1,1,755.4521739130435,1,1,1,1512.7499948805103,가족,중국,0.003971131599848061,6.627316475821584,2024
2,4,1,1.0,,,,,,,,1,1,480.53668763102723,4,1,1,1558.5755835549999,혼자,일본,0.012486039368979478,6.174903578525837,2024
1,5,2,,,,,,6.0,,,1,1,837.3686746987952,3,1,1,1919.30366620771,친구,중국,0.005971085557742555,6.7302644450740265,2024
2,4,2,,,,,,6.0,,,1,1,416.00000000000006,1,1,1,2011.49858767912,친구,일본,0.00721153846153846,6.030685260261263,2024
2,3,2,,,,,5.0,,,,1,1,441.6,1,1,1,1001.5401433810399,가족,일본,0.006793478260869565,6.090404494962885,2024
1,3,1,1.0,,,,,,,,1,1,374.68787564766836,4,1,1,1919.30366620771,혼자,중국,0.01601332839934752,5.926093347783915,2024
2,3,2,,,,,,6.0,,,2,1,768.0,1,1,1,1001.5401433810399,친구,일본,0.00390625,6.643789733147672,2024
2,4,2,,,3.0,,,,,,1,1,268.8,1,1,1,1001.5401433810399,가족,일본,0.011160714285714286,5.5939676086489944,2024
10,6,2,,,,,,6.0,,,1,1,1927.7837837837837,1,1,1,352.412511108507,친구,싱가포르,0.0015561911170928668,7.564126323541371,2024
1,4,2,,,,,,6.0,,,1,1,4758.122991689751,1,1,1,1865.68904349995,친구,중국,0.0006305007258617775,8.46760853998021,2024
10,8,2,,,3.0,,5.0,,,,3,1,2275.4375,1,1,1,394.031099660814,가족,싱가포르,0.0013184277748784575,7.7299276205886045,2024
10,10,2,,,3.0,,,6.0,,,1,1,2622.7900000000004,3,1,4,352.412511108507,가족,싱가포르,0.003050187014591332,7.871993915662965,2024
2,3,2,,,,,,6.0,,,2,1,1151.9999999999998,1,1,4,1937.35661819387,친구,일본,0.005208333333333335,7.049254841255836,2024
1,5,2,,2.0,,,,,,,3,1,7170.799999999999,1,1,1,1084.78596043846,가족,중국,0.00041836336252579914,8.877772503380683,2024
16,6,2,,,,,5.0,,,,1,1,300.54897959183666,1,1,1,154.75768498781403,가족,영국,0.009981734105616256,5.70561073434328,2024
10,5,2,,,,,5.0,,,,1,1,1225.95,1,1,4,394.031099660814,가족,싱가포르,0.004894163709776092,7.1114713326302486,2024
10,9,2,,,,,,6.0,,,1,1,1071.7775,2,2,1,789.434419622437,친구,싱가포르,0.004665147383668719,6.977073764117876,2024
10,13,2,,,,,,6.0,,,1,1,2674.8,1,1,1,612.4527749206769,친구,싱가포르,0.0011215791834903544,7.891629890179823,2024
10,12,2,,2.0,3.0,,5.0,,,,1,1,1124.7886941279578,3,3,1,521.047854698805,가족,싱가포르,0.006223391145860565,7.0253504695549225,2024
1,5,2,,2.0,,,,,,,3,1,4343.849999999999,1,1,1,1512.7499948805103,가족,중국,0.0006906315825822715,8.376516330630844,2024
10,11,2,,2.0,,,,,,,1,1,1409.1290657439447,2,1,1,612.4527749206769,가족,싱가포르,0.002838632810322605,7.250727108657398,2024
2,4,1,1.0,,,,,,,,1,2,408.5502645502645,1,1,1,1001.5401433810399,혼자,일본,0.007343037712391215,6.012614953365116,2024
1,5,1,1.0,,,,,,,,1,1,829.1130434782608,2,1,1,1084.78596043846,혼자,중국,0.004824432604774091,6.7203565070913704,2024
