F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63
10,4,3,,,,364,365,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,9315.71815718157,9315.71815718157,6,,,5,5,13,,,,,,,,,,,,2,10,4,2,2,50,3,4,
10,4,3,,,,364,365,,13,,6,5,,,,,,,,,,,,,,,,,,,5,,,,12004.8979983833,,98,,,5,,,,,,,,,,,,,,8,6,2,9,2,20,3,4,
10,4,3,,,,364,365,,13,,9,10,,,,,,,,,,,,,,,,,,,,6,,,8904,8904,6,,,3,3,13,,,,,,,,,,,,2,10,4,2,1,40,3,4,
10,4,3,,,,40,41,41,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2630.23787213756,2630.23787213756,5,64.1521432228674,1,4,3,13,,,,,,,,,,,,1,8,3,1,1,40,3,4,1
10,4,3,,,,40,41,41,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5668.8,5668.8,6,138.263414634146,2,4,4,13,2,,,,,,,,,,,1,9,3,1,2,30,3,4,1
10,4,3,,,,40,41,41,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,4000,4000,6,97.5609756097561,1,4,5,12,,,,,,,,,,,,8,8,3,9,1,50,3,4,1
10,4,3,,,,40,41,41,11,1,3,1,,,,,,,,,,,,,,,1,,3,,,,,,5196.4,5196.4,6,126.741463414634,2,3,4,2,1,3,,,,,,,,,,1,9,3,1,1,30,3,4,1
10,4,3,,,,45,46,46,11,1,7,,,,,,,,,,,,,,,,,,,,5,,,,5940.84,5940.84,6,129.148695652174,2,5,5,13,2,1,,,,,,,,,,1,12,4,1,1,40,3,4,1
10,4,3,,,,50,51,51,11,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,7162.5,7162.5,6,140.441176470588,2,3,3,13,2,,,,,,,,,,,1,11,4,1,1,30,3,4,1
10,4,3,,,,53,54,54,11,1,10,12,,,,,,,,,,,,,,,,,,,,6,,,3041.21253965906,3041.21253965906,6,56.318750734427,1,4,3,13,,,,,,,,,,,,1,8,3,1,1,40,3,4,1
10,4,3,,,,59,60,60,11,,1,3,13,,,,,,,,,,,,,,1,,3,,,6,,,2808,2808,5,46.8,1,4,,,,,,,,,,,,,,1,5,2,1,2,20,3,4,
10,4,3,,,,60,61,,12,,5,,,,,,,,,,,,,,,,,,,,5,,,,2613.18351081205,2613.18351081205,5,,,5,,,,,,,,,,,,,,7,7,3,6,1,30,3,4,
10,4,3,,,,60,61,,12,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,2732.67,2732.67,5,,,4,4,13,,,,,,,,,,,,1,8,3,1,1,30,3,4,1
10,4,3,,,,60,61,,12,1,11,,,,,,,,,,,,,,,,,,,,,6,,,6000,6000,6,,,4,5,13,,,,,,,,,,,,8,11,4,9,1,40,3,4,1
10,4,3,,,,60,61,,12,1,14,,,,,,,,,,,,,,,,,,,,,,7,,4297.5,4297.5,6,,,3,3,13,,,,,,,,,,,,1,11,4,1,1,50,3,4,1
10,4,3,,,,60,61,,12,1,6,,,,,,,,,,,,,,,,,,,,5,,,,3769.2,3769.2,6,,,5,1,13,2,,,,,,,,,,,1,8,3,1,1,30,3,4,1
10,4,3,,,,60,61,,12,1,9,,,,,,,,,,,,,,,,,,,,,6,,,6899.04,6899.04,6,,,4,3,13,2,,,,,,,,,,,1,12,4,1,1,40,3,4,1
10,4,3,,,,62,63,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,574.92,574.92,2,,,4,2,13,1,,,,,,,,,,,1,12,4,1,1,40,3,4,1
10,4,3,,,,62,63,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,6206.27898110631,6206.27898110631,6,,,3,4,1,13,,,,,,,,,,,1,12,4,1,1,50,3,4,1
10,4,3,,,,7,8,8,8,2,13,,,,,,,,,,,,,,,,,,,,,6,,,1659.15897231693,1659.15897231693,4,207.394871539617,3,5,5,13,,,,,,,,,,,,39,9,3,19,1,30,3,4,2
10,4,3,,,,7,8,8,8,2,3,,,,,,,,,,,,,,,,,,3,,,,,,5000,5000,6,625,6,5,4,2,1,13,,,,,,,,,,2,12,4,2,1,30,3,4,2
10,4,3,,,,7,8,8,8,2,6,,,,,,,,,,,,,,,,,,,,5,,,,13976.4,,98,,,5,5,13,,,,,,,,,,,,11,11,4,12,1,50,3,4,2
10,4,3,,,,70,71,,12,1,5,,,,,,,,,,,,,,,,,,,,5,,,,3786.4,3786.4,6,,,3,3,13,,,,,,,,,,,,1,10,4,1,1,30,3,4,1
10,4,3,,,,73,74,,12,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,7092.8902641215,7092.8902641215,6,,,4,4,13,2,1,,,,,,,,,,5,12,4,5,1,30,3,4,1
10,4,3,,,,79,80,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,8866.11283015188,8866.11283015188,6,,,5,4,2,1,13,,,,,,,,,,2,12,4,2,1,40,3,4,1
10,4,3,,,,80,81,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,3207.85282371245,3207.85282371245,6,,,4,,,,,,,,,,,,,,5,5,2,5,2,30,3,4,
10,4,3,,,,80,81,,12,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,7488,7488,6,,,4,,,,,,,,,,,,,,1,5,2,1,1,40,3,4,
10,4,3,,,,80,81,,12,,3,1,,,,,,,,,,,,,,,1,,3,,,,,,3000,3000,5,,,4,,,,,,,,,,,,,,8,7,3,9,1,60,3,4,
10,4,3,,,,80,81,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5730,5730,6,,,4,4,13,1,2,,,,,,,,,,1,11,4,1,1,40,3,4,1
10,4,3,,,,80,81,,12,1,1,5,,,,,,,,,,,,,,,1,,,,5,,,,3968.16,3968.16,6,,,4,3,13,,,,,,,,,,,,1,9,3,1,1,40,3,4,1
10,4,3,,,,80,81,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,14172,,98,,,3,3,2,13,10,,,,,,,,,,1,9,3,1,1,40,3,4,1
10,4,3,,,,90,91,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,5148,5148,6,,,4,,,,,,,,,,,,,,1,5,2,1,1,30,3,4,
10,4,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2395.5,2395.5,5,,,4,4,13,,,,,,,,,,,,1,12,4,1,1,50,3,4,1
10,4,3,,,,90,91,,13,1,2,,,,,,,,,,,,,,,,,2,,,,,,,2874.6,2874.6,5,,,4,4,13,,,,,,,,,,,,1,12,4,1,1,50,3,4,1
10,4,3,,,,90,91,,13,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,3306.8,3306.8,6,,,3,2,13,,,,,,,,,,,,1,9,3,1,1,40,3,4,1
10,4,3,,,,90,91,,13,1,3,,,,,,,,,,,,,,,,,,3,,,,,,8000,8000,6,,,4,4,1,2,13,,,,,,,,,,8,9,3,9,1,40,3,4,1
10,4,3,,,,92,93,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,7488,7488,6,,,5,,,,,,,,,,,,,,1,5,2,1,1,50,3,4,
10,4,4,,,,10,11,11,11,2,3,,,,,,,,,,,,,,,,,,3,,,,,,2362,2362,5,214.727272727273,3,4,4,13,,,,,,,,,,,,1,9,3,1,1,40,4,4,2
10,4,4,,,,120,121,,13,,17,1,,,,,,,,,,,,,,,1,,,,,,,8,2800,2800,5,,,4,,,,,,,,,,,,,,2,6,2,2,2,20,4,4,
10,4,4,,,,120,121,,13,,4,1,,,,,,,,,,,,,,,1,,,4,,,,,4642,4642,6,,,5,,,,,,,,,,,,,,1,6,2,1,2,30,4,4,
10,4,4,,,,120,121,,13,1,7,,,,,,,,,,,,,,,,,,,,5,,,,2216.52820753797,2216.52820753797,5,,,3,3,1,2,14,,,,,,,,,,1,12,4,1,1,20,4,4,1
10,4,4,,,,150,151,,13,1,13,,,,,,,,,,,,,,,,,,,,,6,,,3046,3046,6,,,3,2,14,,,,,,,,,,,,2,12,4,2,2,20,4,4,1
10,4,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9863.39202051586,9863.39202051586,6,,,4,3,1,2,7,8,11,,,,,,,,2,8,3,2,2,20,4,4,
10,4,4,,,,180,181,,13,,1,17,5,13,,,,,,,,,,,,,1,,,,5,6,,8,5807.05640310926,5807.05640310926,6,,,5,5,1,2,4,10,14,,,,,,,,2,9,3,2,1,20,4,4,
10,4,4,,,,180,181,,13,1,7,,,,,,,,,,,,,,,,,,,,5,,,,5178.2,5178.2,6,,,4,4,1,2,3,5,6,14,,,,,,,2,12,4,2,1,20,4,4,1
10,4,4,,,,20,21,21,11,,13,16,3,,,,,,,,,,,,,,,,3,,,6,7,,1700,1700,4,80.9523809523809,1,5,,,,,,,,,,,,,,36,7,3,97,1,30,4,4,
10,4,4,,,,21,22,22,11,,13,,,,,,,,,,,,,,,,,,,,,6,,,232.525,232.525,1,10.5693181818182,1,5,,,,,,,,,,,,,,1,7,3,1,1,50,4,4,
10,4,4,,,,210,211,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,74662.153754262,,98,,,5,5,1,3,2,11,14,,,,,,,,2,9,3,2,1,20,4,4,
10,4,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4711.5,4711.5,6,,,5,1,1,2,14,,,,,,,,,,1,8,3,1,2,20,4,4,
10,4,4,,,,270,271,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,16937.6693766938,,98,,,5,4,1,14,2,,,,,,,,,,2,10,4,2,1,20,4,4,
10,4,4,,,,29,30,30,11,1,13,,,,,,,,,,,,,,,,,,,,,6,,,16591.5897231693,,98,,,4,4,2,14,,,,,,,,,,,2,9,3,2,2,20,4,4,1
10,4,4,,,,30,31,31,11,,6,7,,,,,,,,,,,,,,,,,,,5,,,,1518,1518,4,48.9677419354839,1,4,,,,,,,,,,,,,,65,6,2,16,1,40,4,4,
10,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,6351.62601626016,6351.62601626016,6,,,4,4,14,,,,,,,,,,,,2,10,4,2,2,20,4,4,
10,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,880.359186548112,880.359186548112,2,,,4,,,,,,,,,,,,,,5,6,2,5,2,20,4,4,
10,4,4,,,,300,301,,13,,1,17,,,,,,,,,,,,,,,1,,,,,,,8,22845,,98,,,5,4,1,2,3,5,14,,,,,,,,2,12,4,2,2,20,4,4,
10,4,4,,,,300,301,,13,,10,,,,,,,,,,,,,,,,,,,,,6,,,9582,9582,6,,,5,5,14,2,1,3,,,,,,,,,1,12,4,1,1,20,4,4,
10,4,4,,,,300,301,,13,,11,17,13,8,,,,,,,,,,,,,,,,,5,6,,8,9138,9138,6,,,4,4,3,1,2,4,5,14,,,,,,,2,12,4,2,2,20,4,4,
10,4,4,,,,300,301,,13,,14,,,,,,,,,,,,,,,,,,,,,,7,,5195.43494449544,5195.43494449544,6,,,5,5,1,2,14,,,,,,,,,,2,11,4,2,2,20,4,4,
10,4,4,,,,360,361,,13,,1,13,16,7,,,,,,,,,,,,,1,,,,5,6,7,,9284,9284,6,,,5,,,,,,,,,,,,,,1,6,2,1,2,20,4,4,
10,4,4,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,20785.6,,98,,,5,3,1,2,8,10,11,13,,,,,,,1,9,3,1,1,30,4,4,
10,4,4,,,,364,365,,13,,1,10,13,14,15,,,,,,,,,,,,1,,,,,6,7,,8019.63205928112,8019.63205928112,6,,,5,,,,,,,,,,,,,,1,5,2,1,2,20,4,4,
10,4,4,,,,364,365,,13,,13,1,,,,,,,,,,,,,,,1,,,,,6,,,5653.8,5653.8,6,,,4,5,1,2,3,4,6,7,10,,,,,,1,8,3,1,2,20,4,4,
10,4,4,,,,40,41,41,11,,2,,,,,,,,,,,,,,,,,2,,,,,,,6510.7,6510.7,6,158.79756097561,2,4,,,,,,,,,,,,,,1,7,3,1,1,40,4,4,
10,4,4,,,,40,41,41,11,,4,1,,,,,,,,,,,,,,,1,,,4,,,,,4500,4500,6,109.756097560976,2,5,,,,,,,,,,,,,,8,6,2,9,1,40,4,4,
10,4,4,,,,5,6,6,6,,16,,,,,,,,,,,,,,,,,,,,,,7,,1395.15,1395.15,3,232.525,3,5,,,,,,,,,,,,,,1,7,3,1,1,30,4,4,
10,4,4,,,,60,61,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,3527.92,3527.92,6,,,4,,,,,,,,,,,,,,1,6,2,1,1,40,4,4,
10,4,4,,,,60,61,,12,,4,1,,,,,,,,,,,,,,,1,,,4,,,,,1114.08,1114.08,3,,,4,,,,,,,,,,,,,,1,6,2,1,1,40,4,4,
10,4,4,,,,90,91,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,3713.6,3713.6,6,,,5,,,,,,,,,,,,,,1,6,2,1,2,30,4,4,
10,4,4,,,,90,91,,13,,1,4,17,3,,,,,,,,,,,,,1,,3,4,,,,8,5202.12246596611,5202.12246596611,6,,,5,,,,,,,,,,,,,,1,6,2,1,2,20,4,4,
10,4,4,,,,90,91,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2000,2000,4,,,5,,,,,,,,,,,,,,130,6,2,15,1,40,4,4,
10,4,4,,,,90,91,,13,1,7,,,,,,,,,,,,,,,,,,,,5,,,,2741.4,2741.4,5,,,4,4,1,2,5,14,,,,,,,,,2,12,4,2,1,20,4,4,1
10,4,4,,,,90,91,,13,1,7,,,,,,,,,,,,,,,,,,,,5,,,,3046,3046,6,,,4,4,1,2,14,,,,,,,,,,2,12,4,2,2,20,4,4,1
100,4,3,,,,35,36,36,11,1,2,3,10,,,,,,,,,,,,,,,2,3,,,6,,,5986,5986,6,166.277777777778,2,2,4,13,,,,,,,,,,,,68,12,4,97,1,60,3,4,1
11,4,1,12,11,10,340,341,,13,,1,2,3,4,,,,,,,,,,,,,1,2,3,4,,,,,3387.53387533875,3387.53387533875,6,,,4,4,2,3,4,13,10,,,,,,,,78,10,4,15,1,20,1,4,
11,4,2,13,,,60,61,,12,1,1,17,,,,,,,,,,,,,,,1,,,,,,,8,7000,7000,6,,,5,5,1,2,3,,,,,,,,,,8,10,4,9,1,30,2,4,1
11,4,3,,,,45,46,46,11,1,9,,,,,,,,,,,,,,,,,,,,,6,,,15034,,98,,,4,4,13,,,,,,,,,,,,9,11,4,10,1,40,3,4,1
11,4,3,,,,60,61,,12,2,12,13,10,,,,,,,,,,,,,,,,,,,6,,,3000,3000,5,,,4,5,3,13,,,,,,,,,,,16,10,4,97,2,30,3,4,2
11,4,4,,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,64026.1226580445,,98,,,5,,,,,,,,,,,,,,12,6,2,13,2,20,4,4,
12,4,2,13,,,182,183,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4977.4769169508,4977.4769169508,6,,,3,5,2,,,,,,,,,,,,2,9,3,2,2,30,2,4,
12,4,2,13,,,21,22,22,11,1,3,1,9,13,,,,,,,,,,,,,1,,3,,,6,,,2260.2,2260.2,5,102.736363636364,2,4,5,3,4,16,,,,,,,,,,9,10,4,10,1,30,2,4,1
12,4,3,,,,120,121,,13,1,1,7,13,,,,,,,,,,,,,,1,,,,5,6,,,4500,4500,6,,,4,5,2,3,4,13,,,,,,,,,8,11,4,9,2,30,3,4,1
12,4,3,,,,13,14,14,11,2,9,,,,,,,,,,,,,,,,,,,,,6,,,3494.1,3494.1,6,249.578571428571,3,4,4,13,,,,,,,,,,,,11,11,4,12,1,50,3,4,2
12,4,3,,,,31,32,32,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,2465.84800512896,2465.84800512896,5,77.0577501602801,1,5,5,13,,,,,,,,,,,,8,8,3,9,1,50,3,4,1
12,4,3,,,,35,36,36,11,1,1,13,,,,,,,,,,,,,,,1,,,,,6,,,7000,7000,6,194.444444444444,2,4,3,13,,,,,,,,,,,,8,11,4,9,1,50,3,4,1
12,4,3,,,,35,36,36,11,1,2,14,10,15,,,,,,,,,,,,,,2,,,,6,7,,3000,3000,5,83.3333333333333,1,5,5,13,,,,,,,,,,,,8,11,4,9,1,60,3,4,1
12,4,3,,,,59,60,60,11,1,4,12,,,,,,,,,,,,,,,,,,4,,6,,,1916.4,1916.4,4,31.94,1,3,2,13,,,,,,,,,,,,1,12,4,1,1,30,3,4,1
12,4,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5000,5000,6,,,5,5,2,13,,,,,,,,,,,30,10,4,7,2,40,3,4,1
12,4,4,,,,330,331,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,33875.3387533875,,98,,,4,4,14,,,,,,,,,,,,2,10,4,2,1,20,4,4,
13,4,2,13,,,180,181,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,3000,3000,5,,,4,,,,,,,,,,,,,,8,6,2,9,1,60,2,4,
13,4,2,13,,,90,91,,13,1,11,,,,,,,,,,,,,,,,,,,,,6,,,6000,6000,6,,,5,5,2,3,,,,,,,,,,,8,9,3,9,2,50,2,4,1
14,4,2,13,,,30,31,31,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,3000,3000,5,96.7741935483871,1,5,5,2,3,5,13,,,,,,,,,8,11,4,9,1,30,2,4,1
14,4,2,13,,,46,47,47,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,5,63.8297872340426,1,3,,,,,,,,,,,,,,8,7,3,9,2,30,2,4,
14,4,3,,,,89,90,,12,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,2620.8,2620.8,5,,,4,,,,,,,,,,,,,,1,5,2,1,1,30,3,4,
15,4,2,1,2,3,330,331,,13,,1,4,,,,,,,,,,,,,,,1,,,4,,,,,10390.8698889909,,98,,,5,5,1,3,,,,,,,,,,,2,11,4,2,2,50,2,4,
15,4,2,13,,,21,22,22,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,10000,10000,6,454.545454545455,5,4,,,,,,,,,,,,,,9,7,3,10,2,30,2,4,
15,4,2,13,,,290,291,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,21172.0867208672,,98,,,5,5,1,2,,,,,,,,,,,6,10,4,8,1,30,2,4,
15,4,2,13,,,30,31,31,11,,1,4,,,,,,,,,,,,,,,1,,,4,,,,,3266.47938851506,3266.47938851506,6,105.370302855324,2,4,,,,,,,,,,,,,,1,7,3,1,2,30,2,4,
15,4,2,13,,,301,302,,13,,1,13,2,,,,,,,,,,,,,,1,2,,,,6,,,1780.8,1780.8,4,,,5,5,1,2,3,4,,,,,,,,,2,10,4,2,2,40,2,4,
15,4,2,13,,,50,51,51,11,,13,,,,,,,,,,,,,,,,,,,,,6,,,4000,4000,6,78.4313725490196,1,5,,,,,,,,,,,,,,8,7,3,9,2,40,2,4,
15,4,2,13,,,62,63,,12,1,10,,,,,,,,,,,,,,,,,,,,,6,,,1800,1800,4,,,4,5,16,,,,,,,,,,,,9,8,3,10,1,20,2,4,1
15,4,2,13,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3906.6,3906.6,6,,,5,5,2,6,,,,,,,,,,,10,8,3,11,1,20,2,4,1
15,4,2,2,11,10,179,180,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,8003.26533225556,8003.26533225556,6,,,5,,,,,,,,,,,,,,2,6,2,2,1,40,2,4,
15,4,2,5,3,1,300,301,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,3463.62329633029,3463.62329633029,6,,,5,4,1,3,,,,,,,,,,,2,11,4,2,1,50,2,4,
15,4,3,,,,10,11,11,11,2,1,,,,,,,,,,,,,,,,1,,,,,,,,3261.16,3261.16,6,296.469090909091,3,5,5,13,,,,,,,,,,,,64,11,4,97,1,30,3,4,2
15,4,3,,,,100,101,,13,,4,,,,,,,,,,,,,,,,,,,4,,,,,17000,,98,,,5,,,,,,,,,,,,,,4,7,3,4,1,40,3,4,
15,4,3,,,,132,133,,13,1,10,,,,,,,,,,,,,,,,,,,,,6,,,4779.58,4779.58,6,,,5,5,6,13,,,,,,,,,,,9,12,4,10,1,60,3,4,1
15,4,3,,,,14,15,15,11,2,7,,,,,,,,,,,,,,,,,,,,5,,,,5986,5986,6,399.066666666667,4,5,5,13,,,,,,,,,,,,10,12,4,11,1,50,3,4,2
15,4,3,,,,21,22,22,11,2,3,,,,,,,,,,,,,,,,,,3,,,,,,3525.3,3525.3,6,160.240909090909,2,4,4,1,13,,,,,,,,,,,11,10,4,12,1,40,3,4,2
15,4,3,,,,279,280,,13,,7,13,,,,,,,,,,,,,,,,,,,5,6,,,25000,,98,,,5,5,1,2,13,3,10,,,,,,,,100,11,4,15,1,30,3,4,
15,4,3,,,,29,30,30,11,2,7,2,,,,,,,,,,,,,,,,2,,,5,,,,9138,9138,6,304.6,4,3,2,13,1,,,,,,,,,,,2,12,4,2,1,30,3,4,2
15,4,3,,,,300,301,,13,,1,2,3,13,,,,,,,,,,,,,1,2,3,,,6,,,8866.11283015188,8866.11283015188,6,,,3,4,1,13,3,,,,,,,,,,2,12,4,2,1,40,3,4,
15,4,3,,,,300,301,,13,,1,2,3,4,5,,,,,,,,,,,,1,2,3,4,5,,,,5000,5000,6,,,5,5,2,13,10,,,,,,,,,,58,12,4,15,1,40,3,4,
15,4,3,,,,330,331,,13,,1,2,11,9,,,,,,,,,,,,,1,2,,,,6,,,5000,5000,6,,,5,5,1,2,3,4,9,,,,,,,,9,11,4,10,1,30,3,4,
15,4,3,,,,45,46,46,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,4791,4791,6,104.152173913043,2,5,4,13,2,,,,,,,,,,,1,12,4,1,1,50,3,4,1
15,4,3,,,,45,46,46,11,1,3,13,,,,,,,,,,,,,,,,,3,,,6,,,6000,6000,6,130.434782608696,2,4,4,13,,,,,,,,,,,,8,9,3,9,1,50,3,4,1
15,4,3,,,,59,60,60,11,1,9,,,,,,,,,,,,,,,,,,,,,6,,,15000,,98,,,5,5,13,,,,,,,,,,,,9,11,4,10,1,50,3,4,1
15,4,3,,,,79,80,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,3162.06,3162.06,6,,,5,5,13,1,,,,,,,,,,,1,12,4,1,1,30,3,4,1
15,4,3,,,,88,89,,12,,13,,,,,,,,,,,,,,,,,,,,,6,,,7000,7000,6,,,5,,,,,,,,,,,,,,83,5,2,97,1,60,3,4,
15,4,4,,,,50,51,51,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2117.20867208672,2117.20867208672,5,41.5138955311122,1,4,4,14,,,,,,,,,,,,2,10,4,2,1,20,4,4,1
15,4,4,,,,64,65,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,700,700,2,,,5,,,,,,,,,,,,,,3,6,2,3,1,30,4,4,
18,4,3,,,,50,51,51,11,2,1,2,,,,,,,,,,,,,,,1,2,,,,,,,7781.8,7781.8,6,152.58431372549,2,4,4,13,,,,,,,,,,,,11,12,4,12,1,40,3,4,2
19,4,3,,,,77,78,,12,2,1,10,12,,,,,,,,,,,,,,1,,,,,6,,,6000,6000,6,,,5,5,13,15,,,,,,,,,,,22,8,3,97,1,60,3,4,2
2,2,1,1,2,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,4591.86,4591.86,6,,,4,,,,,,,,,,,,,,12,5,2,13,2,20,1,2,
2,2,1,1,2,5,89,90,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1700,1700,4,,,4,4,1,2,7,,,,,,,,,,5,8,3,5,2,20,1,2,1
2,2,1,10,2,,360,361,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,16937.6693766938,,98,,,5,2,1,2,3,10,,,,,,,,,2,10,4,2,1,50,1,2,
2,2,1,10,7,13,89,90,,12,,2,1,3,,,,,,,,,,,,,,1,2,3,,,,,,5716.33892990135,5716.33892990135,6,,,5,,,,,,,,,,,,,,8,7,3,9,1,20,1,2,
2,2,1,11,,,60,61,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,4522,4522,6,,,5,5,2,11,,,,,,,,,,,10,11,4,11,2,20,1,2,1
2,2,1,11,12,4,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2613.18351081205,2613.18351081205,5,,,4,,,,,,,,,,,,,,2,7,3,2,1,30,1,2,
2,2,1,13,,,79,80,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,8000,8000,6,,,5,5,1,3,4,5,6,12,,,,,,,8,11,4,9,1,60,1,2,1
2,2,1,13,10,,270,271,,13,,12,13,,,,,,,,,,,,,,,,,,,,6,,,4000,4000,6,,,5,5,3,4,12,,,,,,,,,,8,11,4,9,2,20,1,2,
2,2,1,2,1,,270,271,,13,,8,3,1,,,,,,,,,,,,,,1,,3,,5,,,,10737.15,,98,,,5,4,1,2,3,5,10,,,,,,,,2,12,4,2,1,30,1,2,
2,2,1,2,1,5,210,211,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5807.05640310926,5807.05640310926,6,,,4,4,2,1,3,4,,,,,,,,,2,9,3,2,2,50,1,2,
2,2,1,2,3,6,180,181,,13,,7,12,2,1,,,,,,,,,,,,,1,2,,,5,6,,,9822.2,9822.2,6,,,4,5,2,3,6,10,,,,,,,,,2,9,3,2,1,30,1,2,
2,2,1,3,1,11,87,88,,12,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,4000,4000,6,,,4,,,,,,,,,,,,,,8,4,2,9,1,30,1,2,
2,2,1,3,1,4,120,121,,13,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,5600,5600,6,,,5,5,3,4,5,,,,,,,,,,8,10,4,9,2,20,1,2,1
2,2,1,3,2,1,120,121,,13,,1,2,4,13,16,17,,,,,,,,,,,1,2,,4,,6,7,8,7200,7200,6,,,5,,,,,,,,,,,,,,8,6,2,9,1,20,1,2,
2,2,1,3,4,6,32,33,33,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,3829.7,3829.7,6,116.051515151515,2,5,,,,,,,,,,,,,,11,4,2,12,2,20,1,2,
2,2,1,4,3,1,159,160,,13,,1,3,13,,,,,,,,,,,,,,1,,3,,,6,,,16800,,98,,,5,,,,,,,,,,,,,,2,6,2,2,2,20,1,2,
2,2,1,4,3,1,364,365,,13,,1,2,3,8,,,,,,,,,,,,,1,2,3,,5,,,,11227.4848829936,,98,,,5,,,,,,,,,,,,,,9,5,2,10,1,20,1,2,
2,2,1,4,9,7,122,123,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,8166.19847128765,8166.19847128765,6,,,4,,,,,,,,,,,,,,8,7,3,9,1,20,1,2,
2,2,1,8,,,21,22,22,11,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,10000,10000,6,454.545454545455,5,5,,,,,,,,,,,,,,8,7,3,9,1,20,1,2,
2,2,2,1,,,150,151,,13,,1,3,,,,,,,,,,,,,,,1,,3,,,,,,67680,,98,,,5,,,,,,,,,,,,,,13,7,3,14,2,20,2,2,
2,2,2,1,2,3,210,211,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,2488.7384584754,2488.7384584754,5,,,5,5,1,2,3,12,,,,,,,,,2,9,3,2,1,30,2,2,
2,2,2,1,2,3,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7092.8902641215,7092.8902641215,6,,,5,5,1,2,3,,,,,,,,,,2,12,4,2,2,50,2,2,
