기준년월,행정동명,방문자 구분,방문자 수,시설이름,시도,시군,지정년도
202407,중1동,외국인방문객,161613,클럽디오아시스,부산광역시,해운대구,2024
202406,중1동,외국인방문객,163822,클럽디오아시스,부산광역시,해운대구,2024
202405,중1동,외국인방문객,169328,클럽디오아시스,부산광역시,해운대구,2024
202408,중1동,외국인방문객,177704,클럽디오아시스,부산광역시,해운대구,2024
202410,중1동,외국인방문객,225952,클럽디오아시스,부산광역시,해운대구,2024
202409,중1동,외국인방문객,166285,클럽디오아시스,부산광역시,해운대구,2024
202412,중1동,외국인방문객,141067,클럽디오아시스,부산광역시,해운대구,2024
202501,중1동,외국인방문객,101387,클럽디오아시스,부산광역시,해운대구,2024
202502,중1동,외국인방문객,88382,클럽디오아시스,부산광역시,해운대구,2024
202503,중1동,외국인방문객,156200,클럽디오아시스,부산광역시,해운대구,2024
202304,중1동,외국인방문객,115836,클럽디오아시스,부산광역시,해운대구,2024
202306,중1동,외국인방문객,115001,클럽디오아시스,부산광역시,해운대구,2024
202305,중1동,외국인방문객,103229,클럽디오아시스,부산광역시,해운대구,2024
202307,중1동,외국인방문객,100352,클럽디오아시스,부산광역시,해운대구,2024
202308,중1동,외국인방문객,104036,클럽디오아시스,부산광역시,해운대구,2024
202309,중1동,외국인방문객,130929,클럽디오아시스,부산광역시,해운대구,2024
202310,중1동,외국인방문객,169281,클럽디오아시스,부산광역시,해운대구,2024
202311,중1동,외국인방문객,123460,클럽디오아시스,부산광역시,해운대구,2024
202401,중1동,외국인방문객,71790,클럽디오아시스,부산광역시,해운대구,2024
202402,중1동,외국인방문객,90994,클럽디오아시스,부산광역시,해운대구,2024
202403,중1동,외국인방문객,138651,클럽디오아시스,부산광역시,해운대구,2024
202312,중1동,외국인방문객,91981,클럽디오아시스,부산광역시,해운대구,2024
202304,중1동,외지인방문자(b),1116714,클럽디오아시스,부산광역시,해운대구,2024
202304,중1동,전체방문자(a+b),2350156,클럽디오아시스,부산광역시,해운대구,2024
202304,중1동,현지인방문자(a),1233442,클럽디오아시스,부산광역시,해운대구,2024
202305,중1동,외지인방문자(b),1228650,클럽디오아시스,부산광역시,해운대구,2024
202305,중1동,전체방문자(a+b),2525436,클럽디오아시스,부산광역시,해운대구,2024
202305,중1동,현지인방문자(a),1296785,클럽디오아시스,부산광역시,해운대구,2024
202306,중1동,외지인방문자(b),1208630,클럽디오아시스,부산광역시,해운대구,2024
202306,중1동,전체방문자(a+b),2469436,클럽디오아시스,부산광역시,해운대구,2024
202306,중1동,현지인방문자(a),1260805,클럽디오아시스,부산광역시,해운대구,2024
202307,중1동,외지인방문자(b),1351301,클럽디오아시스,부산광역시,해운대구,2024
202307,중1동,전체방문자(a+b),2659713,클럽디오아시스,부산광역시,해운대구,2024
202307,중1동,현지인방문자(a),1308412,클럽디오아시스,부산광역시,해운대구,2024
202308,중1동,외지인방문자(b),1479569,클럽디오아시스,부산광역시,해운대구,2024
202308,중1동,전체방문자(a+b),2788527,클럽디오아시스,부산광역시,해운대구,2024
202308,중1동,현지인방문자(a),1308958,클럽디오아시스,부산광역시,해운대구,2024
202309,중1동,외지인방문자(b),1074602,클럽디오아시스,부산광역시,해운대구,2024
202309,중1동,전체방문자(a+b),2323366,클럽디오아시스,부산광역시,해운대구,2024
202309,중1동,현지인방문자(a),1248765,클럽디오아시스,부산광역시,해운대구,2024
202310,중1동,외지인방문자(b),1165118,클럽디오아시스,부산광역시,해운대구,2024
202310,중1동,전체방문자(a+b),2478707,클럽디오아시스,부산광역시,해운대구,2024
202310,중1동,현지인방문자(a),1313588,클럽디오아시스,부산광역시,해운대구,2024
202311,중1동,외지인방문자(b),1022616,클럽디오아시스,부산광역시,해운대구,2024
202311,중1동,전체방문자(a+b),2274598,클럽디오아시스,부산광역시,해운대구,2024
202311,중1동,현지인방문자(a),1251982,클럽디오아시스,부산광역시,해운대구,2024
202312,중1동,외지인방문자(b),1237299,클럽디오아시스,부산광역시,해운대구,2024
202312,중1동,전체방문자(a+b),2501520,클럽디오아시스,부산광역시,해운대구,2024
202312,중1동,현지인방문자(a),1264221,클럽디오아시스,부산광역시,해운대구,2024
202401,중1동,외지인방문자(b),1169665,클럽디오아시스,부산광역시,해운대구,2024
202401,중1동,전체방문자(a+b),2478018,클럽디오아시스,부산광역시,해운대구,2024
202401,중1동,현지인방문자(a),1308352,클럽디오아시스,부산광역시,해운대구,2024
202402,중1동,외지인방문자(b),1098363,클럽디오아시스,부산광역시,해운대구,2024
202402,중1동,전체방문자(a+b),2280957,클럽디오아시스,부산광역시,해운대구,2024
202402,중1동,현지인방문자(a),1182594,클럽디오아시스,부산광역시,해운대구,2024
202403,중1동,외지인방문자(b),1024184,클럽디오아시스,부산광역시,해운대구,2024
202403,중1동,전체방문자(a+b),2290340,클럽디오아시스,부산광역시,해운대구,2024
202403,중1동,현지인방문자(a),1266156,클럽디오아시스,부산광역시,해운대구,2024
202304,길상면,외지인방문자(b),484183,금풍양조장,인천광역시,강화군,2024
202304,길상면,전체방문자(a+b),759308,금풍양조장,인천광역시,강화군,2024
202304,길상면,현지인방문자(a),275124,금풍양조장,인천광역시,강화군,2024
202305,길상면,외지인방문자(b),520464,금풍양조장,인천광역시,강화군,2024
202305,길상면,전체방문자(a+b),817943,금풍양조장,인천광역시,강화군,2024
202305,길상면,현지인방문자(a),297479,금풍양조장,인천광역시,강화군,2024
202306,길상면,외지인방문자(b),465258,금풍양조장,인천광역시,강화군,2024
202306,길상면,전체방문자(a+b),757246,금풍양조장,인천광역시,강화군,2024
202306,길상면,현지인방문자(a),291988,금풍양조장,인천광역시,강화군,2024
202307,길상면,외지인방문자(b),427340,금풍양조장,인천광역시,강화군,2024
202307,길상면,전체방문자(a+b),720996,금풍양조장,인천광역시,강화군,2024
202307,길상면,현지인방문자(a),293657,금풍양조장,인천광역시,강화군,2024
202308,길상면,외지인방문자(b),469836,금풍양조장,인천광역시,강화군,2024
202308,길상면,전체방문자(a+b),785148,금풍양조장,인천광역시,강화군,2024
202308,길상면,현지인방문자(a),315312,금풍양조장,인천광역시,강화군,2024
202309,길상면,외지인방문자(b),506482,금풍양조장,인천광역시,강화군,2024
202309,길상면,전체방문자(a+b),785617,금풍양조장,인천광역시,강화군,2024
202309,길상면,현지인방문자(a),279136,금풍양조장,인천광역시,강화군,2024
202310,길상면,외지인방문자(b),620896,금풍양조장,인천광역시,강화군,2024
202310,길상면,전체방문자(a+b),912786,금풍양조장,인천광역시,강화군,2024
202310,길상면,현지인방문자(a),291890,금풍양조장,인천광역시,강화군,2024
202311,길상면,외지인방문자(b),394006,금풍양조장,인천광역시,강화군,2024
202311,길상면,전체방문자(a+b),667706,금풍양조장,인천광역시,강화군,2024
202311,길상면,현지인방문자(a),273700,금풍양조장,인천광역시,강화군,2024
202312,길상면,외지인방문자(b),332472,금풍양조장,인천광역시,강화군,2024
202312,길상면,전체방문자(a+b),616150,금풍양조장,인천광역시,강화군,2024
202312,길상면,현지인방문자(a),283678,금풍양조장,인천광역시,강화군,2024
202401,길상면,외지인방문자(b),325556,금풍양조장,인천광역시,강화군,2024
202401,길상면,전체방문자(a+b),600824,금풍양조장,인천광역시,강화군,2024
202401,길상면,현지인방문자(a),275268,금풍양조장,인천광역시,강화군,2024
202402,길상면,외지인방문자(b),368067,금풍양조장,인천광역시,강화군,2024
202402,길상면,전체방문자(a+b),618863,금풍양조장,인천광역시,강화군,2024
202402,길상면,현지인방문자(a),250796,금풍양조장,인천광역시,강화군,2024
202403,길상면,외지인방문자(b),413791,금풍양조장,인천광역시,강화군,2024
202403,길상면,전체방문자(a+b),695040,금풍양조장,인천광역시,강화군,2024
202403,길상면,현지인방문자(a),281250,금풍양조장,인천광역시,강화군,2024
202304,길상면,외국인방문객,4438,금풍양조장,인천광역시,강화군,2024
202306,길상면,외국인방문객,4231,금풍양조장,인천광역시,강화군,2024
202305,길상면,외국인방문객,3953,금풍양조장,인천광역시,강화군,2024
202307,길상면,외국인방문객,5585,금풍양조장,인천광역시,강화군,2024
202308,길상면,외국인방문객,7556,금풍양조장,인천광역시,강화군,2024
202309,길상면,외국인방문객,5778,금풍양조장,인천광역시,강화군,2024
202310,길상면,외국인방문객,5682,금풍양조장,인천광역시,강화군,2024
202311,길상면,외국인방문객,5187,금풍양조장,인천광역시,강화군,2024
202401,길상면,외국인방문객,3849,금풍양조장,인천광역시,강화군,2024
202402,길상면,외국인방문객,4825,금풍양조장,인천광역시,강화군,2024
202403,길상면,외국인방문객,6763,금풍양조장,인천광역시,강화군,2024
202312,길상면,외국인방문객,4660,금풍양조장,인천광역시,강화군,2024
202404,길상면,외국인방문객,8044,금풍양조장,인천광역시,강화군,2024
202411,길상면,외국인방문객,7090,금풍양조장,인천광역시,강화군,2024
202407,길상면,외국인방문객,7378,금풍양조장,인천광역시,강화군,2024
202406,길상면,외국인방문객,6760,금풍양조장,인천광역시,강화군,2024
202405,길상면,외국인방문객,6411,금풍양조장,인천광역시,강화군,2024
202408,길상면,외국인방문객,9414,금풍양조장,인천광역시,강화군,2024
202410,길상면,외국인방문객,7200,금풍양조장,인천광역시,강화군,2024
202409,길상면,외국인방문객,6044,금풍양조장,인천광역시,강화군,2024
202412,길상면,외국인방문객,5569,금풍양조장,인천광역시,강화군,2024
202501,길상면,외국인방문객,4509,금풍양조장,인천광역시,강화군,2024
202502,길상면,외국인방문객,4351,금풍양조장,인천광역시,강화군,2024
202503,길상면,외국인방문객,4628,금풍양조장,인천광역시,강화군,2024
202404,길상면,외지인방문자(b),461864,금풍양조장,인천광역시,강화군,2024
202404,길상면,전체방문자(a+b),748626,금풍양조장,인천광역시,강화군,2024
202404,길상면,현지인방문자(a),286762,금풍양조장,인천광역시,강화군,2024
202405,길상면,외지인방문자(b),500636,금풍양조장,인천광역시,강화군,2024
202405,길상면,전체방문자(a+b),802308,금풍양조장,인천광역시,강화군,2024
202405,길상면,현지인방문자(a),301672,금풍양조장,인천광역시,강화군,2024
202406,길상면,외지인방문자(b),457992,금풍양조장,인천광역시,강화군,2024
202406,길상면,전체방문자(a+b),738266,금풍양조장,인천광역시,강화군,2024
202406,길상면,현지인방문자(a),280273,금풍양조장,인천광역시,강화군,2024
202407,길상면,외지인방문자(b),358620,금풍양조장,인천광역시,강화군,2024
202407,길상면,전체방문자(a+b),637024,금풍양조장,인천광역시,강화군,2024
202407,길상면,현지인방문자(a),278404,금풍양조장,인천광역시,강화군,2024
202408,길상면,외지인방문자(b),447440,금풍양조장,인천광역시,강화군,2024
202408,길상면,전체방문자(a+b),713198,금풍양조장,인천광역시,강화군,2024
202408,길상면,현지인방문자(a),265758,금풍양조장,인천광역시,강화군,2024
202409,길상면,외지인방문자(b),497672,금풍양조장,인천광역시,강화군,2024
202409,길상면,전체방문자(a+b),750698,금풍양조장,인천광역시,강화군,2024
202409,길상면,현지인방문자(a),253026,금풍양조장,인천광역시,강화군,2024
202410,길상면,외지인방문자(b),547575,금풍양조장,인천광역시,강화군,2024
202410,길상면,전체방문자(a+b),811181,금풍양조장,인천광역시,강화군,2024
202410,길상면,현지인방문자(a),263606,금풍양조장,인천광역시,강화군,2024
202411,길상면,외지인방문자(b),395356,금풍양조장,인천광역시,강화군,2024
202411,길상면,전체방문자(a+b),636444,금풍양조장,인천광역시,강화군,2024
202411,길상면,현지인방문자(a),241087,금풍양조장,인천광역시,강화군,2024
202412,길상면,외지인방문자(b),283059,금풍양조장,인천광역시,강화군,2024
202412,길상면,전체방문자(a+b),518710,금풍양조장,인천광역시,강화군,2024
202412,길상면,현지인방문자(a),235652,금풍양조장,인천광역시,강화군,2024
202501,길상면,외지인방문자(b),321783,금풍양조장,인천광역시,강화군,2024
202501,길상면,전체방문자(a+b),533788,금풍양조장,인천광역시,강화군,2024
202501,길상면,현지인방문자(a),212006,금풍양조장,인천광역시,강화군,2024
202502,길상면,외지인방문자(b),268776,금풍양조장,인천광역시,강화군,2024
202502,길상면,전체방문자(a+b),476886,금풍양조장,인천광역시,강화군,2024
202502,길상면,현지인방문자(a),208110,금풍양조장,인천광역시,강화군,2024
202503,길상면,외지인방문자(b),418218,금풍양조장,인천광역시,강화군,2024
202503,길상면,전체방문자(a+b),675462,금풍양조장,인천광역시,강화군,2024
202503,길상면,현지인방문자(a),257243,금풍양조장,인천광역시,강화군,2024
202404,송도2동,외지인방문자(b),308542,경원재,인천광역시,연수구,2024
202404,송도2동,전체방문자(a+b),1067213,경원재,인천광역시,연수구,2024
202404,송도2동,현지인방문자(a),758670,경원재,인천광역시,연수구,2024
202405,송도2동,외지인방문자(b),334005,경원재,인천광역시,연수구,2024
202405,송도2동,전체방문자(a+b),1151860,경원재,인천광역시,연수구,2024
202405,송도2동,현지인방문자(a),817856,경원재,인천광역시,연수구,2024
202406,송도2동,외지인방문자(b),332430,경원재,인천광역시,연수구,2024
202406,송도2동,전체방문자(a+b),1165752,경원재,인천광역시,연수구,2024
202406,송도2동,현지인방문자(a),833322,경원재,인천광역시,연수구,2024
202407,송도2동,외지인방문자(b),314632,경원재,인천광역시,연수구,2024
202407,송도2동,전체방문자(a+b),1072782,경원재,인천광역시,연수구,2024
202407,송도2동,현지인방문자(a),758149,경원재,인천광역시,연수구,2024
202408,송도2동,외지인방문자(b),455392,경원재,인천광역시,연수구,2024
202408,송도2동,전체방문자(a+b),1229907,경원재,인천광역시,연수구,2024
202408,송도2동,현지인방문자(a),774515,경원재,인천광역시,연수구,2024
202409,송도2동,외지인방문자(b),332398,경원재,인천광역시,연수구,2024
202409,송도2동,전체방문자(a+b),1062610,경원재,인천광역시,연수구,2024
202409,송도2동,현지인방문자(a),730212,경원재,인천광역시,연수구,2024
202410,송도2동,외지인방문자(b),294438,경원재,인천광역시,연수구,2024
202410,송도2동,전체방문자(a+b),1029504,경원재,인천광역시,연수구,2024
202410,송도2동,현지인방문자(a),735066,경원재,인천광역시,연수구,2024
202411,송도2동,외지인방문자(b),251552,경원재,인천광역시,연수구,2024
202411,송도2동,전체방문자(a+b),967351,경원재,인천광역시,연수구,2024
202411,송도2동,현지인방문자(a),715799,경원재,인천광역시,연수구,2024
202412,송도2동,외지인방문자(b),262073,경원재,인천광역시,연수구,2024
202412,송도2동,전체방문자(a+b),957366,경원재,인천광역시,연수구,2024
202412,송도2동,현지인방문자(a),695292,경원재,인천광역시,연수구,2024
202501,송도2동,외지인방문자(b),265892,경원재,인천광역시,연수구,2024
202501,송도2동,전체방문자(a+b),947194,경원재,인천광역시,연수구,2024
202501,송도2동,현지인방문자(a),681303,경원재,인천광역시,연수구,2024
202502,송도2동,외지인방문자(b),246022,경원재,인천광역시,연수구,2024
202502,송도2동,전체방문자(a+b),902080,경원재,인천광역시,연수구,2024
202502,송도2동,현지인방문자(a),656058,경원재,인천광역시,연수구,2024
202503,송도2동,외지인방문자(b),294056,경원재,인천광역시,연수구,2024
202503,송도2동,전체방문자(a+b),1048131,경원재,인천광역시,연수구,2024
202503,송도2동,현지인방문자(a),754075,경원재,인천광역시,연수구,2024
202404,송도2동,외국인방문객,19112,경원재,인천광역시,연수구,2024
202411,송도2동,외국인방문객,21178,경원재,인천광역시,연수구,2024
202407,송도2동,외국인방문객,20326,경원재,인천광역시,연수구,2024
202406,송도2동,외국인방문객,18188,경원재,인천광역시,연수구,2024
202405,송도2동,외국인방문객,21651,경원재,인천광역시,연수구,2024
202408,송도2동,외국인방문객,20662,경원재,인천광역시,연수구,2024
202410,송도2동,외국인방문객,29666,경원재,인천광역시,연수구,2024
202409,송도2동,외국인방문객,27667,경원재,인천광역시,연수구,2024
202412,송도2동,외국인방문객,15912,경원재,인천광역시,연수구,2024
202501,송도2동,외국인방문객,15285,경원재,인천광역시,연수구,2024
202502,송도2동,외국인방문객,13610,경원재,인천광역시,연수구,2024
202503,송도2동,외국인방문객,21158,경원재,인천광역시,연수구,2024
202304,송도2동,외국인방문객,18369,경원재,인천광역시,연수구,2024
202306,송도2동,외국인방문객,17292,경원재,인천광역시,연수구,2024
202305,송도2동,외국인방문객,19314,경원재,인천광역시,연수구,2024
202307,송도2동,외국인방문객,20284,경원재,인천광역시,연수구,2024
202308,송도2동,외국인방문객,21699,경원재,인천광역시,연수구,2024
202309,송도2동,외국인방문객,17816,경원재,인천광역시,연수구,2024
202310,송도2동,외국인방문객,21367,경원재,인천광역시,연수구,2024
202311,송도2동,외국인방문객,15770,경원재,인천광역시,연수구,2024
202401,송도2동,외국인방문객,11976,경원재,인천광역시,연수구,2024
202402,송도2동,외국인방문객,14528,경원재,인천광역시,연수구,2024
202403,송도2동,외국인방문객,18103,경원재,인천광역시,연수구,2024
202312,송도2동,외국인방문객,12339,경원재,인천광역시,연수구,2024
202304,송도2동,외지인방문자(b),401166,경원재,인천광역시,연수구,2024
202304,송도2동,전체방문자(a+b),1052026,경원재,인천광역시,연수구,2024
202304,송도2동,현지인방문자(a),650860,경원재,인천광역시,연수구,2024
202305,송도2동,외지인방문자(b),433738,경원재,인천광역시,연수구,2024
202305,송도2동,전체방문자(a+b),1138627,경원재,인천광역시,연수구,2024
202305,송도2동,현지인방문자(a),704890,경원재,인천광역시,연수구,2024
202306,송도2동,외지인방문자(b),378098,경원재,인천광역시,연수구,2024
202306,송도2동,전체방문자(a+b),1064448,경원재,인천광역시,연수구,2024
202306,송도2동,현지인방문자(a),686350,경원재,인천광역시,연수구,2024
202307,송도2동,외지인방문자(b),366779,경원재,인천광역시,연수구,2024
202307,송도2동,전체방문자(a+b),1091272,경원재,인천광역시,연수구,2024
202307,송도2동,현지인방문자(a),724493,경원재,인천광역시,연수구,2024
202308,송도2동,외지인방문자(b),437871,경원재,인천광역시,연수구,2024
202308,송도2동,전체방문자(a+b),1163883,경원재,인천광역시,연수구,2024
202308,송도2동,현지인방문자(a),726012,경원재,인천광역시,연수구,2024
202309,송도2동,외지인방문자(b),384898,경원재,인천광역시,연수구,2024
202309,송도2동,전체방문자(a+b),1093736,경원재,인천광역시,연수구,2024
202309,송도2동,현지인방문자(a),708838,경원재,인천광역시,연수구,2024
202310,송도2동,외지인방문자(b),350676,경원재,인천광역시,연수구,2024
202310,송도2동,전체방문자(a+b),1101426,경원재,인천광역시,연수구,2024
202310,송도2동,현지인방문자(a),750750,경원재,인천광역시,연수구,2024
202311,송도2동,외지인방문자(b),278362,경원재,인천광역시,연수구,2024
202311,송도2동,전체방문자(a+b),979934,경원재,인천광역시,연수구,2024
202311,송도2동,현지인방문자(a),701572,경원재,인천광역시,연수구,2024
202312,송도2동,외지인방문자(b),289212,경원재,인천광역시,연수구,2024
202312,송도2동,전체방문자(a+b),956557,경원재,인천광역시,연수구,2024
202312,송도2동,현지인방문자(a),667345,경원재,인천광역시,연수구,2024
202401,송도2동,외지인방문자(b),274911,경원재,인천광역시,연수구,2024
202401,송도2동,전체방문자(a+b),943358,경원재,인천광역시,연수구,2024
202401,송도2동,현지인방문자(a),668448,경원재,인천광역시,연수구,2024
202402,송도2동,외지인방문자(b),276944,경원재,인천광역시,연수구,2024
202402,송도2동,전체방문자(a+b),900515,경원재,인천광역시,연수구,2024
202402,송도2동,현지인방문자(a),623570,경원재,인천광역시,연수구,2024
202403,송도2동,외지인방문자(b),311174,경원재,인천광역시,연수구,2024
202403,송도2동,전체방문자(a+b),1011062,경원재,인천광역시,연수구,2024
202403,송도2동,현지인방문자(a),699888,경원재,인천광역시,연수구,2024
202304,신지면,외지인방문자(b),56606,완도해양치유센터,전라남도,완도군,2024
202304,신지면,전체방문자(a+b),118552,완도해양치유센터,전라남도,완도군,2024
202304,신지면,현지인방문자(a),61946,완도해양치유센터,전라남도,완도군,2024
202305,신지면,외지인방문자(b),71852,완도해양치유센터,전라남도,완도군,2024
202305,신지면,전체방문자(a+b),144882,완도해양치유센터,전라남도,완도군,2024
202305,신지면,현지인방문자(a),73031,완도해양치유센터,전라남도,완도군,2024
202306,신지면,외지인방문자(b),59490,완도해양치유센터,전라남도,완도군,2024
202306,신지면,전체방문자(a+b),127078,완도해양치유센터,전라남도,완도군,2024
202306,신지면,현지인방문자(a),67588,완도해양치유센터,전라남도,완도군,2024
202307,신지면,외지인방문자(b),87969,완도해양치유센터,전라남도,완도군,2024
202307,신지면,전체방문자(a+b),160552,완도해양치유센터,전라남도,완도군,2024
202307,신지면,현지인방문자(a),72583,완도해양치유센터,전라남도,완도군,2024
202308,신지면,외지인방문자(b),120295,완도해양치유센터,전라남도,완도군,2024
202308,신지면,전체방문자(a+b),197256,완도해양치유센터,전라남도,완도군,2024
202308,신지면,현지인방문자(a),76962,완도해양치유센터,전라남도,완도군,2024
202309,신지면,외지인방문자(b),109410,완도해양치유센터,전라남도,완도군,2024
202309,신지면,전체방문자(a+b),204306,완도해양치유센터,전라남도,완도군,2024
202309,신지면,현지인방문자(a),94896,완도해양치유센터,전라남도,완도군,2024
202310,신지면,외지인방문자(b),124366,완도해양치유센터,전라남도,완도군,2024
202310,신지면,전체방문자(a+b),230346,완도해양치유센터,전라남도,완도군,2024
202310,신지면,현지인방문자(a),105980,완도해양치유센터,전라남도,완도군,2024
202311,신지면,외지인방문자(b),79468,완도해양치유센터,전라남도,완도군,2024
202311,신지면,전체방문자(a+b),176358,완도해양치유센터,전라남도,완도군,2024
202311,신지면,현지인방문자(a),96890,완도해양치유센터,전라남도,완도군,2024
202312,신지면,외지인방문자(b),80640,완도해양치유센터,전라남도,완도군,2024
202312,신지면,전체방문자(a+b),181710,완도해양치유센터,전라남도,완도군,2024
202312,신지면,현지인방문자(a),101070,완도해양치유센터,전라남도,완도군,2024
202401,신지면,외지인방문자(b),81417,완도해양치유센터,전라남도,완도군,2024
202401,신지면,전체방문자(a+b),182763,완도해양치유센터,전라남도,완도군,2024
202401,신지면,현지인방문자(a),101346,완도해양치유센터,전라남도,완도군,2024
202402,신지면,외지인방문자(b),83349,완도해양치유센터,전라남도,완도군,2024
202402,신지면,전체방문자(a+b),178241,완도해양치유센터,전라남도,완도군,2024
202402,신지면,현지인방문자(a),94892,완도해양치유센터,전라남도,완도군,2024
202403,신지면,외지인방문자(b),99340,완도해양치유센터,전라남도,완도군,2024
202403,신지면,전체방문자(a+b),230178,완도해양치유센터,전라남도,완도군,2024
202403,신지면,현지인방문자(a),130837,완도해양치유센터,전라남도,완도군,2024
202304,신지면,외국인방문객,2273,완도해양치유센터,전라남도,완도군,2024
202306,신지면,외국인방문객,2992,완도해양치유센터,전라남도,완도군,2024
202305,신지면,외국인방문객,2894,완도해양치유센터,전라남도,완도군,2024
202307,신지면,외국인방문객,2324,완도해양치유센터,전라남도,완도군,2024
202308,신지면,외국인방문객,2367,완도해양치유센터,전라남도,완도군,2024
202309,신지면,외국인방문객,2243,완도해양치유센터,전라남도,완도군,2024
202310,신지면,외국인방문객,2372,완도해양치유센터,전라남도,완도군,2024
202311,신지면,외국인방문객,2857,완도해양치유센터,전라남도,완도군,2024
202401,신지면,외국인방문객,2757,완도해양치유센터,전라남도,완도군,2024
202402,신지면,외국인방문객,2640,완도해양치유센터,전라남도,완도군,2024
202403,신지면,외국인방문객,3117,완도해양치유센터,전라남도,완도군,2024
202312,신지면,외국인방문객,2667,완도해양치유센터,전라남도,완도군,2024
202404,신지면,외국인방문객,3274,완도해양치유센터,전라남도,완도군,2024
202411,신지면,외국인방문객,3533,완도해양치유센터,전라남도,완도군,2024
202407,신지면,외국인방문객,4089,완도해양치유센터,전라남도,완도군,2024
202406,신지면,외국인방문객,5421,완도해양치유센터,전라남도,완도군,2024
202405,신지면,외국인방문객,4797,완도해양치유센터,전라남도,완도군,2024
202408,신지면,외국인방문객,3880,완도해양치유센터,전라남도,완도군,2024
202410,신지면,외국인방문객,3221,완도해양치유센터,전라남도,완도군,2024
202409,신지면,외국인방문객,3058,완도해양치유센터,전라남도,완도군,2024
202412,신지면,외국인방문객,2879,완도해양치유센터,전라남도,완도군,2024
202501,신지면,외국인방문객,2585,완도해양치유센터,전라남도,완도군,2024
202502,신지면,외국인방문객,2031,완도해양치유센터,전라남도,완도군,2024
202503,신지면,외국인방문객,3350,완도해양치유센터,전라남도,완도군,2024
202404,신지면,외지인방문자(b),136370,완도해양치유센터,전라남도,완도군,2024
202404,신지면,전체방문자(a+b),262630,완도해양치유센터,전라남도,완도군,2024
202404,신지면,현지인방문자(a),126259,완도해양치유센터,전라남도,완도군,2024
202405,신지면,외지인방문자(b),119304,완도해양치유센터,전라남도,완도군,2024
202405,신지면,전체방문자(a+b),255398,완도해양치유센터,전라남도,완도군,2024
202405,신지면,현지인방문자(a),136094,완도해양치유센터,전라남도,완도군,2024
202406,신지면,외지인방문자(b),102396,완도해양치유센터,전라남도,완도군,2024
202406,신지면,전체방문자(a+b),226884,완도해양치유센터,전라남도,완도군,2024
202406,신지면,현지인방문자(a),124488,완도해양치유센터,전라남도,완도군,2024
202407,신지면,외지인방문자(b),127190,완도해양치유센터,전라남도,완도군,2024
202407,신지면,전체방문자(a+b),263207,완도해양치유센터,전라남도,완도군,2024
202407,신지면,현지인방문자(a),136017,완도해양치유센터,전라남도,완도군,2024
202408,신지면,외지인방문자(b),178272,완도해양치유센터,전라남도,완도군,2024
202408,신지면,전체방문자(a+b),313922,완도해양치유센터,전라남도,완도군,2024
202408,신지면,현지인방문자(a),135650,완도해양치유센터,전라남도,완도군,2024
202409,신지면,외지인방문자(b),123487,완도해양치유센터,전라남도,완도군,2024
202409,신지면,전체방문자(a+b),251167,완도해양치유센터,전라남도,완도군,2024
202409,신지면,현지인방문자(a),127680,완도해양치유센터,전라남도,완도군,2024
202410,신지면,외지인방문자(b),107230,완도해양치유센터,전라남도,완도군,2024
202410,신지면,전체방문자(a+b),239998,완도해양치유센터,전라남도,완도군,2024
202410,신지면,현지인방문자(a),132769,완도해양치유센터,전라남도,완도군,2024
202411,신지면,외지인방문자(b),92648,완도해양치유센터,전라남도,완도군,2024
202411,신지면,전체방문자(a+b),212639,완도해양치유센터,전라남도,완도군,2024
202411,신지면,현지인방문자(a),119990,완도해양치유센터,전라남도,완도군,2024
202412,신지면,외지인방문자(b),84528,완도해양치유센터,전라남도,완도군,2024
202412,신지면,전체방문자(a+b),203242,완도해양치유센터,전라남도,완도군,2024
202412,신지면,현지인방문자(a),118713,완도해양치유센터,전라남도,완도군,2024
202501,신지면,외지인방문자(b),115864,완도해양치유센터,전라남도,완도군,2024
202501,신지면,전체방문자(a+b),230486,완도해양치유센터,전라남도,완도군,2024
202501,신지면,현지인방문자(a),114622,완도해양치유센터,전라남도,완도군,2024
202502,신지면,외지인방문자(b),64617,완도해양치유센터,전라남도,완도군,2024
202502,신지면,전체방문자(a+b),164416,완도해양치유센터,전라남도,완도군,2024
202502,신지면,현지인방문자(a),99799,완도해양치유센터,전라남도,완도군,2024
202503,신지면,외지인방문자(b),90534,완도해양치유센터,전라남도,완도군,2024
202503,신지면,전체방문자(a+b),205936,완도해양치유센터,전라남도,완도군,2024
202503,신지면,현지인방문자(a),115402,완도해양치유센터,전라남도,완도군,2024
202404,인계면,외지인방문자(b),16460,쉴랜드,전북특별자치도,순창군,2024
202404,인계면,전체방문자(a+b),39774,쉴랜드,전북특별자치도,순창군,2024
202404,인계면,현지인방문자(a),23314,쉴랜드,전북특별자치도,순창군,2024
202405,인계면,외지인방문자(b),18246,쉴랜드,전북특별자치도,순창군,2024
202405,인계면,전체방문자(a+b),42312,쉴랜드,전북특별자치도,순창군,2024
202405,인계면,현지인방문자(a),24066,쉴랜드,전북특별자치도,순창군,2024
202406,인계면,외지인방문자(b),15446,쉴랜드,전북특별자치도,순창군,2024
202406,인계면,전체방문자(a+b),37446,쉴랜드,전북특별자치도,순창군,2024
202406,인계면,현지인방문자(a),22001,쉴랜드,전북특별자치도,순창군,2024
202407,인계면,외지인방문자(b),14458,쉴랜드,전북특별자치도,순창군,2024
