기준년월,행정동명,방문자 구분,방문자 수,시설이름,시도,시군,지정년도
202502,성산읍,전체방문자(a+b),894064,취다선리조트,제주특별자치도,서귀포시,2024
202502,성산읍,현지인방문자(a),388213,취다선리조트,제주특별자치도,서귀포시,2024
202503,성산읍,외지인방문자(b),652732,취다선리조트,제주특별자치도,서귀포시,2024
202503,성산읍,전체방문자(a+b),1097901,취다선리조트,제주특별자치도,서귀포시,2024
202503,성산읍,현지인방문자(a),445168,취다선리조트,제주특별자치도,서귀포시,2024
202304,대륜동,외지인방문자(b),483917,메리어트제주,제주특별자치도,서귀포시,2024
202304,대륜동,전체방문자(a+b),1172885,메리어트제주,제주특별자치도,서귀포시,2024
202304,대륜동,현지인방문자(a),688968,메리어트제주,제주특별자치도,서귀포시,2024
202305,대륜동,외지인방문자(b),501357,메리어트제주,제주특별자치도,서귀포시,2024
202305,대륜동,전체방문자(a+b),1234261,메리어트제주,제주특별자치도,서귀포시,2024
202305,대륜동,현지인방문자(a),732903,메리어트제주,제주특별자치도,서귀포시,2024
202306,대륜동,외지인방문자(b),439775,메리어트제주,제주특별자치도,서귀포시,2024
202306,대륜동,전체방문자(a+b),1147332,메리어트제주,제주특별자치도,서귀포시,2024
202306,대륜동,현지인방문자(a),707557,메리어트제주,제주특별자치도,서귀포시,2024
202307,대륜동,외지인방문자(b),456554,메리어트제주,제주특별자치도,서귀포시,2024
202307,대륜동,전체방문자(a+b),1177649,메리어트제주,제주특별자치도,서귀포시,2024
202307,대륜동,현지인방문자(a),721095,메리어트제주,제주특별자치도,서귀포시,2024
202308,대륜동,외지인방문자(b),496979,메리어트제주,제주특별자치도,서귀포시,2024
202308,대륜동,전체방문자(a+b),1223201,메리어트제주,제주특별자치도,서귀포시,2024
202308,대륜동,현지인방문자(a),726222,메리어트제주,제주특별자치도,서귀포시,2024
202309,대륜동,외지인방문자(b),395388,메리어트제주,제주특별자치도,서귀포시,2024
202309,대륜동,전체방문자(a+b),1068074,메리어트제주,제주특별자치도,서귀포시,2024
202309,대륜동,현지인방문자(a),672686,메리어트제주,제주특별자치도,서귀포시,2024
202310,대륜동,외지인방문자(b),499695,메리어트제주,제주특별자치도,서귀포시,2024
202310,대륜동,전체방문자(a+b),1236308,메리어트제주,제주특별자치도,서귀포시,2024
202310,대륜동,현지인방문자(a),736614,메리어트제주,제주특별자치도,서귀포시,2024
202311,대륜동,외지인방문자(b),406294,메리어트제주,제주특별자치도,서귀포시,2024
202311,대륜동,전체방문자(a+b),1119528,메리어트제주,제주특별자치도,서귀포시,2024
202311,대륜동,현지인방문자(a),713234,메리어트제주,제주특별자치도,서귀포시,2024
202312,대륜동,외지인방문자(b),379040,메리어트제주,제주특별자치도,서귀포시,2024
202312,대륜동,전체방문자(a+b),1109448,메리어트제주,제주특별자치도,서귀포시,2024
202312,대륜동,현지인방문자(a),730408,메리어트제주,제주특별자치도,서귀포시,2024
202401,대륜동,외지인방문자(b),432404,메리어트제주,제주특별자치도,서귀포시,2024
202401,대륜동,전체방문자(a+b),1111565,메리어트제주,제주특별자치도,서귀포시,2024
202401,대륜동,현지인방문자(a),679161,메리어트제주,제주특별자치도,서귀포시,2024
202402,대륜동,외지인방문자(b),297714,메리어트제주,제주특별자치도,서귀포시,2024
202402,대륜동,전체방문자(a+b),821068,메리어트제주,제주특별자치도,서귀포시,2024
202402,대륜동,현지인방문자(a),523355,메리어트제주,제주특별자치도,서귀포시,2024
202403,대륜동,외지인방문자(b),354112,메리어트제주,제주특별자치도,서귀포시,2024
202403,대륜동,전체방문자(a+b),953768,메리어트제주,제주특별자치도,서귀포시,2024
202403,대륜동,현지인방문자(a),599655,메리어트제주,제주특별자치도,서귀포시,2024
202304,대륜동,외국인방문객,16539,메리어트제주,제주특별자치도,서귀포시,2024
202306,대륜동,외국인방문객,20881,메리어트제주,제주특별자치도,서귀포시,2024
202305,대륜동,외국인방문객,18956,메리어트제주,제주특별자치도,서귀포시,2024
202307,대륜동,외국인방문객,26720,메리어트제주,제주특별자치도,서귀포시,2024
202308,대륜동,외국인방문객,23078,메리어트제주,제주특별자치도,서귀포시,2024
202309,대륜동,외국인방문객,23828,메리어트제주,제주특별자치도,서귀포시,2024
202310,대륜동,외국인방문객,36579,메리어트제주,제주특별자치도,서귀포시,2024
202311,대륜동,외국인방문객,27054,메리어트제주,제주특별자치도,서귀포시,2024
202401,대륜동,외국인방문객,33557,메리어트제주,제주특별자치도,서귀포시,2024
202402,대륜동,외국인방문객,34916,메리어트제주,제주특별자치도,서귀포시,2024
202403,대륜동,외국인방문객,54387,메리어트제주,제주특별자치도,서귀포시,2024
202312,대륜동,외국인방문객,27677,메리어트제주,제주특별자치도,서귀포시,2024
202404,대륜동,외국인방문객,67747,메리어트제주,제주특별자치도,서귀포시,2024
202411,대륜동,외국인방문객,36210,메리어트제주,제주특별자치도,서귀포시,2024
202407,대륜동,외국인방문객,47639,메리어트제주,제주특별자치도,서귀포시,2024
202406,대륜동,외국인방문객,66139,메리어트제주,제주특별자치도,서귀포시,2024
202405,대륜동,외국인방문객,66017,메리어트제주,제주특별자치도,서귀포시,2024
202408,대륜동,외국인방문객,59980,메리어트제주,제주특별자치도,서귀포시,2024
202410,대륜동,외국인방문객,55755,메리어트제주,제주특별자치도,서귀포시,2024
202409,대륜동,외국인방문객,63087,메리어트제주,제주특별자치도,서귀포시,2024
202412,대륜동,외국인방문객,26949,메리어트제주,제주특별자치도,서귀포시,2024
202501,대륜동,외국인방문객,30538,메리어트제주,제주특별자치도,서귀포시,2024
202502,대륜동,외국인방문객,35368,메리어트제주,제주특별자치도,서귀포시,2024
202503,대륜동,외국인방문객,40186,메리어트제주,제주특별자치도,서귀포시,2024
202404,대륜동,외지인방문자(b),361274,메리어트제주,제주특별자치도,서귀포시,2024
202404,대륜동,전체방문자(a+b),948563,메리어트제주,제주특별자치도,서귀포시,2024
202404,대륜동,현지인방문자(a),587290,메리어트제주,제주특별자치도,서귀포시,2024
202405,대륜동,외지인방문자(b),375522,메리어트제주,제주특별자치도,서귀포시,2024
202405,대륜동,전체방문자(a+b),1006159,메리어트제주,제주특별자치도,서귀포시,2024
202405,대륜동,현지인방문자(a),630637,메리어트제주,제주특별자치도,서귀포시,2024
202406,대륜동,외지인방문자(b),332584,메리어트제주,제주특별자치도,서귀포시,2024
202406,대륜동,전체방문자(a+b),936530,메리어트제주,제주특별자치도,서귀포시,2024
202406,대륜동,현지인방문자(a),603946,메리어트제주,제주특별자치도,서귀포시,2024
202407,대륜동,외지인방문자(b),378735,메리어트제주,제주특별자치도,서귀포시,2024
202407,대륜동,전체방문자(a+b),1022896,메리어트제주,제주특별자치도,서귀포시,2024
202407,대륜동,현지인방문자(a),644161,메리어트제주,제주특별자치도,서귀포시,2024
202408,대륜동,외지인방문자(b),422740,메리어트제주,제주특별자치도,서귀포시,2024
202408,대륜동,전체방문자(a+b),1056482,메리어트제주,제주특별자치도,서귀포시,2024
202408,대륜동,현지인방문자(a),633742,메리어트제주,제주특별자치도,서귀포시,2024
202409,대륜동,외지인방문자(b),342150,메리어트제주,제주특별자치도,서귀포시,2024
202409,대륜동,전체방문자(a+b),948644,메리어트제주,제주특별자치도,서귀포시,2024
202409,대륜동,현지인방문자(a),606494,메리어트제주,제주특별자치도,서귀포시,2024
202410,대륜동,외지인방문자(b),389232,메리어트제주,제주특별자치도,서귀포시,2024
202410,대륜동,전체방문자(a+b),1031152,메리어트제주,제주특별자치도,서귀포시,2024
202410,대륜동,현지인방문자(a),641921,메리어트제주,제주특별자치도,서귀포시,2024
202411,대륜동,외지인방문자(b),330288,메리어트제주,제주특별자치도,서귀포시,2024
202411,대륜동,전체방문자(a+b),930804,메리어트제주,제주특별자치도,서귀포시,2024
202411,대륜동,현지인방문자(a),600516,메리어트제주,제주특별자치도,서귀포시,2024
202412,대륜동,외지인방문자(b),310254,메리어트제주,제주특별자치도,서귀포시,2024
202412,대륜동,전체방문자(a+b),926779,메리어트제주,제주특별자치도,서귀포시,2024
202412,대륜동,현지인방문자(a),616525,메리어트제주,제주특별자치도,서귀포시,2024
202501,대륜동,외지인방문자(b),350018,메리어트제주,제주특별자치도,서귀포시,2024
202501,대륜동,전체방문자(a+b),930766,메리어트제주,제주특별자치도,서귀포시,2024
202501,대륜동,현지인방문자(a),580748,메리어트제주,제주특별자치도,서귀포시,2024
202502,대륜동,외지인방문자(b),278324,메리어트제주,제주특별자치도,서귀포시,2024
202502,대륜동,전체방문자(a+b),812770,메리어트제주,제주특별자치도,서귀포시,2024
202502,대륜동,현지인방문자(a),534446,메리어트제주,제주특별자치도,서귀포시,2024
202503,대륜동,외지인방문자(b),316830,메리어트제주,제주특별자치도,서귀포시,2024
202503,대륜동,전체방문자(a+b),930888,메리어트제주,제주특별자치도,서귀포시,2024
202503,대륜동,현지인방문자(a),614058,메리어트제주,제주특별자치도,서귀포시,2024
202304,영동읍,외지인방문자(b),247530,레인보우힐링센터,충청북도,영동군,2024
202304,영동읍,전체방문자(a+b),951678,레인보우힐링센터,충청북도,영동군,2024
202304,영동읍,현지인방문자(a),704148,레인보우힐링센터,충청북도,영동군,2024
202305,영동읍,외지인방문자(b),260264,레인보우힐링센터,충청북도,영동군,2024
202305,영동읍,전체방문자(a+b),1007538,레인보우힐링센터,충청북도,영동군,2024
202305,영동읍,현지인방문자(a),747274,레인보우힐링센터,충청북도,영동군,2024
202306,영동읍,외지인방문자(b),234804,레인보우힐링센터,충청북도,영동군,2024
202306,영동읍,전체방문자(a+b),945056,레인보우힐링센터,충청북도,영동군,2024
202306,영동읍,현지인방문자(a),710252,레인보우힐링센터,충청북도,영동군,2024
202307,영동읍,외지인방문자(b),241150,레인보우힐링센터,충청북도,영동군,2024
202307,영동읍,전체방문자(a+b),938612,레인보우힐링센터,충청북도,영동군,2024
202307,영동읍,현지인방문자(a),697462,레인보우힐링센터,충청북도,영동군,2024
202308,영동읍,외지인방문자(b),291746,레인보우힐링센터,충청북도,영동군,2024
202308,영동읍,전체방문자(a+b),986122,레인보우힐링센터,충청북도,영동군,2024
202308,영동읍,현지인방문자(a),694376,레인보우힐링센터,충청북도,영동군,2024
202309,영동읍,외지인방문자(b),269087,레인보우힐링센터,충청북도,영동군,2024
202309,영동읍,전체방문자(a+b),930741,레인보우힐링센터,충청북도,영동군,2024
202309,영동읍,현지인방문자(a),661654,레인보우힐링센터,충청북도,영동군,2024
202310,영동읍,외지인방문자(b),257852,레인보우힐링센터,충청북도,영동군,2024
202310,영동읍,전체방문자(a+b),1002001,레인보우힐링센터,충청북도,영동군,2024
202310,영동읍,현지인방문자(a),744149,레인보우힐링센터,충청북도,영동군,2024
202311,영동읍,외지인방문자(b),211575,레인보우힐링센터,충청북도,영동군,2024
202311,영동읍,전체방문자(a+b),938098,레인보우힐링센터,충청북도,영동군,2024
202311,영동읍,현지인방문자(a),726523,레인보우힐링센터,충청북도,영동군,2024
202312,영동읍,외지인방문자(b),203189,레인보우힐링센터,충청북도,영동군,2024
202312,영동읍,전체방문자(a+b),916440,레인보우힐링센터,충청북도,영동군,2024
202312,영동읍,현지인방문자(a),713251,레인보우힐링센터,충청북도,영동군,2024
202401,영동읍,외지인방문자(b),217774,레인보우힐링센터,충청북도,영동군,2024
202401,영동읍,전체방문자(a+b),903882,레인보우힐링센터,충청북도,영동군,2024
202401,영동읍,현지인방문자(a),686108,레인보우힐링센터,충청북도,영동군,2024
202402,영동읍,외지인방문자(b),224777,레인보우힐링센터,충청북도,영동군,2024
202402,영동읍,전체방문자(a+b),853727,레인보우힐링센터,충청북도,영동군,2024
202402,영동읍,현지인방문자(a),628950,레인보우힐링센터,충청북도,영동군,2024
202403,영동읍,외지인방문자(b),235084,레인보우힐링센터,충청북도,영동군,2024
202403,영동읍,전체방문자(a+b),938049,레인보우힐링센터,충청북도,영동군,2024
202403,영동읍,현지인방문자(a),702964,레인보우힐링센터,충청북도,영동군,2024
202304,영동읍,외국인방문객,1201,레인보우힐링센터,충청북도,영동군,2024
202306,영동읍,외국인방문객,1437,레인보우힐링센터,충청북도,영동군,2024
202305,영동읍,외국인방문객,1855,레인보우힐링센터,충청북도,영동군,2024
202307,영동읍,외국인방문객,1491,레인보우힐링센터,충청북도,영동군,2024
202308,영동읍,외국인방문객,1438,레인보우힐링센터,충청북도,영동군,2024
202309,영동읍,외국인방문객,1262,레인보우힐링센터,충청북도,영동군,2024
202310,영동읍,외국인방문객,2202,레인보우힐링센터,충청북도,영동군,2024
202311,영동읍,외국인방문객,1391,레인보우힐링센터,충청북도,영동군,2024
202401,영동읍,외국인방문객,1154,레인보우힐링센터,충청북도,영동군,2024
202402,영동읍,외국인방문객,1110,레인보우힐링센터,충청북도,영동군,2024
202403,영동읍,외국인방문객,1719,레인보우힐링센터,충청북도,영동군,2024
202312,영동읍,외국인방문객,1253,레인보우힐링센터,충청북도,영동군,2024
202404,영동읍,외국인방문객,1786,레인보우힐링센터,충청북도,영동군,2024
202411,영동읍,외국인방문객,1651,레인보우힐링센터,충청북도,영동군,2024
202407,영동읍,외국인방문객,2429,레인보우힐링센터,충청북도,영동군,2024
202406,영동읍,외국인방문객,1592,레인보우힐링센터,충청북도,영동군,2024
202405,영동읍,외국인방문객,2340,레인보우힐링센터,충청북도,영동군,2024
202408,영동읍,외국인방문객,1562,레인보우힐링센터,충청북도,영동군,2024
202410,영동읍,외국인방문객,3498,레인보우힐링센터,충청북도,영동군,2024
202409,영동읍,외국인방문객,1646,레인보우힐링센터,충청북도,영동군,2024
202412,영동읍,외국인방문객,1515,레인보우힐링센터,충청북도,영동군,2024
202501,영동읍,외국인방문객,1238,레인보우힐링센터,충청북도,영동군,2024
202502,영동읍,외국인방문객,859,레인보우힐링센터,충청북도,영동군,2024
202503,영동읍,외국인방문객,1414,레인보우힐링센터,충청북도,영동군,2024
202404,영동읍,외지인방문자(b),216906,레인보우힐링센터,충청북도,영동군,2024
202404,영동읍,전체방문자(a+b),907736,레인보우힐링센터,충청북도,영동군,2024
202404,영동읍,현지인방문자(a),690830,레인보우힐링센터,충청북도,영동군,2024
202405,영동읍,외지인방문자(b),259486,레인보우힐링센터,충청북도,영동군,2024
202405,영동읍,전체방문자(a+b),994704,레인보우힐링센터,충청북도,영동군,2024
202405,영동읍,현지인방문자(a),735217,레인보우힐링센터,충청북도,영동군,2024
202406,영동읍,외지인방문자(b),221518,레인보우힐링센터,충청북도,영동군,2024
202406,영동읍,전체방문자(a+b),917224,레인보우힐링센터,충청북도,영동군,2024
202406,영동읍,현지인방문자(a),695706,레인보우힐링센터,충청북도,영동군,2024
202407,영동읍,외지인방문자(b),226398,레인보우힐링센터,충청북도,영동군,2024
202407,영동읍,전체방문자(a+b),940023,레인보우힐링센터,충청북도,영동군,2024
202407,영동읍,현지인방문자(a),713626,레인보우힐링센터,충청북도,영동군,2024
202408,영동읍,외지인방문자(b),273990,레인보우힐링센터,충청북도,영동군,2024
202408,영동읍,전체방문자(a+b),969272,레인보우힐링센터,충청북도,영동군,2024
202408,영동읍,현지인방문자(a),695282,레인보우힐링센터,충청북도,영동군,2024
202409,영동읍,외지인방문자(b),283742,레인보우힐링센터,충청북도,영동군,2024
202409,영동읍,전체방문자(a+b),974914,레인보우힐링센터,충청북도,영동군,2024
202409,영동읍,현지인방문자(a),691173,레인보우힐링센터,충청북도,영동군,2024
202410,영동읍,외지인방문자(b),240768,레인보우힐링센터,충청북도,영동군,2024
202410,영동읍,전체방문자(a+b),976672,레인보우힐링센터,충청북도,영동군,2024
202410,영동읍,현지인방문자(a),735903,레인보우힐링센터,충청북도,영동군,2024
202411,영동읍,외지인방문자(b),228652,레인보우힐링센터,충청북도,영동군,2024
202411,영동읍,전체방문자(a+b),950246,레인보우힐링센터,충청북도,영동군,2024
202411,영동읍,현지인방문자(a),721595,레인보우힐링센터,충청북도,영동군,2024
202412,영동읍,외지인방문자(b),198912,레인보우힐링센터,충청북도,영동군,2024
202412,영동읍,전체방문자(a+b),916160,레인보우힐링센터,충청북도,영동군,2024
202412,영동읍,현지인방문자(a),717248,레인보우힐링센터,충청북도,영동군,2024
202501,영동읍,외지인방문자(b),246064,레인보우힐링센터,충청북도,영동군,2024
202501,영동읍,전체방문자(a+b),901926,레인보우힐링센터,충청북도,영동군,2024
202501,영동읍,현지인방문자(a),655862,레인보우힐링센터,충청북도,영동군,2024
202502,영동읍,외지인방문자(b),169642,레인보우힐링센터,충청북도,영동군,2024
202502,영동읍,전체방문자(a+b),783380,레인보우힐링센터,충청북도,영동군,2024
202502,영동읍,현지인방문자(a),613739,레인보우힐링센터,충청북도,영동군,2024
202503,영동읍,외지인방문자(b),232074,레인보우힐링센터,충청북도,영동군,2024
202503,영동읍,전체방문자(a+b),908974,레인보우힐링센터,충청북도,영동군,2024
202503,영동읍,현지인방문자(a),676900,레인보우힐링센터,충청북도,영동군,2024
202204,미로면,외지인방문자(b),24164,삼척활기치유의숲,강원도,삼척시,2023
202204,미로면,전체방문자(a+b),60994,삼척활기치유의숲,강원도,삼척시,2023
202204,미로면,현지인방문자(a),36830,삼척활기치유의숲,강원도,삼척시,2023
202205,미로면,외지인방문자(b),27902,삼척활기치유의숲,강원도,삼척시,2023
202205,미로면,전체방문자(a+b),70833,삼척활기치유의숲,강원도,삼척시,2023
202205,미로면,현지인방문자(a),42931,삼척활기치유의숲,강원도,삼척시,2023
202206,미로면,외지인방문자(b),23226,삼척활기치유의숲,강원도,삼척시,2023
202206,미로면,전체방문자(a+b),62346,삼척활기치유의숲,강원도,삼척시,2023
202206,미로면,현지인방문자(a),39120,삼척활기치유의숲,강원도,삼척시,2023
202207,미로면,외지인방문자(b),30538,삼척활기치유의숲,강원도,삼척시,2023
202207,미로면,전체방문자(a+b),75618,삼척활기치유의숲,강원도,삼척시,2023
202207,미로면,현지인방문자(a),45080,삼척활기치유의숲,강원도,삼척시,2023
202208,미로면,외지인방문자(b),33492,삼척활기치유의숲,강원도,삼척시,2023
202208,미로면,전체방문자(a+b),73500,삼척활기치유의숲,강원도,삼척시,2023
202208,미로면,현지인방문자(a),40008,삼척활기치유의숲,강원도,삼척시,2023
202209,미로면,외지인방문자(b),29284,삼척활기치유의숲,강원도,삼척시,2023
202209,미로면,전체방문자(a+b),70500,삼척활기치유의숲,강원도,삼척시,2023
202209,미로면,현지인방문자(a),41216,삼척활기치유의숲,강원도,삼척시,2023
202210,미로면,외지인방문자(b),26646,삼척활기치유의숲,강원도,삼척시,2023
202210,미로면,전체방문자(a+b),65954,삼척활기치유의숲,강원도,삼척시,2023
202210,미로면,현지인방문자(a),39308,삼척활기치유의숲,강원도,삼척시,2023
202211,미로면,외지인방문자(b),23062,삼척활기치유의숲,강원도,삼척시,2023
202211,미로면,전체방문자(a+b),60718,삼척활기치유의숲,강원도,삼척시,2023
202211,미로면,현지인방문자(a),37656,삼척활기치유의숲,강원도,삼척시,2023
202212,미로면,외지인방문자(b),15932,삼척활기치유의숲,강원도,삼척시,2023
202212,미로면,전체방문자(a+b),47761,삼척활기치유의숲,강원도,삼척시,2023
202212,미로면,현지인방문자(a),31829,삼척활기치유의숲,강원도,삼척시,2023
202301,미로면,외지인방문자(b),23544,삼척활기치유의숲,강원도,삼척시,2023
202301,미로면,전체방문자(a+b),55951,삼척활기치유의숲,강원도,삼척시,2023
202301,미로면,현지인방문자(a),32406,삼척활기치유의숲,강원도,삼척시,2023
202302,미로면,외지인방문자(b),14416,삼척활기치유의숲,강원도,삼척시,2023
202302,미로면,전체방문자(a+b),43390,삼척활기치유의숲,강원도,삼척시,2023
202302,미로면,현지인방문자(a),28973,삼척활기치유의숲,강원도,삼척시,2023
202303,미로면,외지인방문자(b),22435,삼척활기치유의숲,강원도,삼척시,2023
202303,미로면,전체방문자(a+b),62223,삼척활기치유의숲,강원도,삼척시,2023
202303,미로면,현지인방문자(a),39788,삼척활기치유의숲,강원도,삼척시,2023
202205,미로면,외국인방문객,40,삼척활기치유의숲,강원도,삼척시,2023
202302,미로면,외국인방문객,40,삼척활기치유의숲,강원도,삼척시,2023
202303,미로면,외국인방문객,46,삼척활기치유의숲,강원도,삼척시,2023
202204,미로면,외국인방문객,17,삼척활기치유의숲,강원도,삼척시,2023
202207,미로면,외국인방문객,60,삼척활기치유의숲,강원도,삼척시,2023
202208,미로면,외국인방문객,95,삼척활기치유의숲,강원도,삼척시,2023
202209,미로면,외국인방문객,60,삼척활기치유의숲,강원도,삼척시,2023
202301,미로면,외국인방문객,53,삼척활기치유의숲,강원도,삼척시,2023
202210,미로면,외국인방문객,76,삼척활기치유의숲,강원도,삼척시,2023
202211,미로면,외국인방문객,65,삼척활기치유의숲,강원도,삼척시,2023
202206,미로면,외국인방문객,45,삼척활기치유의숲,강원도,삼척시,2023
202212,미로면,외국인방문객,62,삼척활기치유의숲,강원도,삼척시,2023
202304,미로면,외국인방문객,174,삼척활기치유의숲,강원도,삼척시,2023
202306,미로면,외국인방문객,258,삼척활기치유의숲,강원도,삼척시,2023
202305,미로면,외국인방문객,175,삼척활기치유의숲,강원도,삼척시,2023
202307,미로면,외국인방문객,256,삼척활기치유의숲,강원도,삼척시,2023
202308,미로면,외국인방문객,334,삼척활기치유의숲,강원도,삼척시,2023
202309,미로면,외국인방문객,208,삼척활기치유의숲,강원도,삼척시,2023
202310,미로면,외국인방문객,280,삼척활기치유의숲,강원도,삼척시,2023
202311,미로면,외국인방문객,154,삼척활기치유의숲,강원도,삼척시,2023
202401,미로면,외국인방문객,156,삼척활기치유의숲,강원도,삼척시,2023
202402,미로면,외국인방문객,210,삼척활기치유의숲,강원도,삼척시,2023
202403,미로면,외국인방문객,267,삼척활기치유의숲,강원도,삼척시,2023
202312,미로면,외국인방문객,180,삼척활기치유의숲,강원도,삼척시,2023
202304,미로면,외지인방문자(b),26114,삼척활기치유의숲,강원도,삼척시,2023
202304,미로면,전체방문자(a+b),66048,삼척활기치유의숲,강원도,삼척시,2023
202304,미로면,현지인방문자(a),39935,삼척활기치유의숲,강원도,삼척시,2023
202305,미로면,외지인방문자(b),28430,삼척활기치유의숲,강원도,삼척시,2023
202305,미로면,전체방문자(a+b),74064,삼척활기치유의숲,강원도,삼척시,2023
202305,미로면,현지인방문자(a),45633,삼척활기치유의숲,강원도,삼척시,2023
202306,미로면,외지인방문자(b),27248,삼척활기치유의숲,강원도,삼척시,2023
202306,미로면,전체방문자(a+b),73521,삼척활기치유의숲,강원도,삼척시,2023
202306,미로면,현지인방문자(a),46274,삼척활기치유의숲,강원도,삼척시,2023
202307,미로면,외지인방문자(b),29844,삼척활기치유의숲,강원도,삼척시,2023
202307,미로면,전체방문자(a+b),76150,삼척활기치유의숲,강원도,삼척시,2023
202307,미로면,현지인방문자(a),46305,삼척활기치유의숲,강원도,삼척시,2023
202308,미로면,외지인방문자(b),31420,삼척활기치유의숲,강원도,삼척시,2023
202308,미로면,전체방문자(a+b),74879,삼척활기치유의숲,강원도,삼척시,2023
202308,미로면,현지인방문자(a),43460,삼척활기치유의숲,강원도,삼척시,2023
202309,미로면,외지인방문자(b),34216,삼척활기치유의숲,강원도,삼척시,2023
202309,미로면,전체방문자(a+b),79670,삼척활기치유의숲,강원도,삼척시,2023
202309,미로면,현지인방문자(a),45454,삼척활기치유의숲,강원도,삼척시,2023
202310,미로면,외지인방문자(b),26796,삼척활기치유의숲,강원도,삼척시,2023
202310,미로면,전체방문자(a+b),74274,삼척활기치유의숲,강원도,삼척시,2023
202310,미로면,현지인방문자(a),47478,삼척활기치유의숲,강원도,삼척시,2023
202311,미로면,외지인방문자(b),21654,삼척활기치유의숲,강원도,삼척시,2023
202311,미로면,전체방문자(a+b),64477,삼척활기치유의숲,강원도,삼척시,2023
202311,미로면,현지인방문자(a),42822,삼척활기치유의숲,강원도,삼척시,2023
202312,미로면,외지인방문자(b),16824,삼척활기치유의숲,강원도,삼척시,2023
202312,미로면,전체방문자(a+b),52542,삼척활기치유의숲,강원도,삼척시,2023
202312,미로면,현지인방문자(a),35718,삼척활기치유의숲,강원도,삼척시,2023
202401,미로면,외지인방문자(b),14906,삼척활기치유의숲,강원도,삼척시,2023
202401,미로면,전체방문자(a+b),47890,삼척활기치유의숲,강원도,삼척시,2023
202401,미로면,현지인방문자(a),32984,삼척활기치유의숲,강원도,삼척시,2023
202402,미로면,외지인방문자(b),21774,삼척활기치유의숲,강원도,삼척시,2023
202402,미로면,전체방문자(a+b),52580,삼척활기치유의숲,강원도,삼척시,2023
202402,미로면,현지인방문자(a),30807,삼척활기치유의숲,강원도,삼척시,2023
202403,미로면,외지인방문자(b),22816,삼척활기치유의숲,강원도,삼척시,2023
202403,미로면,전체방문자(a+b),64890,삼척활기치유의숲,강원도,삼척시,2023
202403,미로면,현지인방문자(a),42074,삼척활기치유의숲,강원도,삼척시,2023
202304,상동읍,외지인방문자(b),34776,하이힐링원,강원도,영월군,2023
202304,상동읍,전체방문자(a+b),49280,하이힐링원,강원도,영월군,2023
202304,상동읍,현지인방문자(a),14504,하이힐링원,강원도,영월군,2023
202305,상동읍,외지인방문자(b),41472,하이힐링원,강원도,영월군,2023
202305,상동읍,전체방문자(a+b),57186,하이힐링원,강원도,영월군,2023
202305,상동읍,현지인방문자(a),15715,하이힐링원,강원도,영월군,2023
202306,상동읍,외지인방문자(b),47618,하이힐링원,강원도,영월군,2023
202306,상동읍,전체방문자(a+b),62706,하이힐링원,강원도,영월군,2023
202306,상동읍,현지인방문자(a),15088,하이힐링원,강원도,영월군,2023
202307,상동읍,외지인방문자(b),44222,하이힐링원,강원도,영월군,2023
202307,상동읍,전체방문자(a+b),59140,하이힐링원,강원도,영월군,2023
202307,상동읍,현지인방문자(a),14917,하이힐링원,강원도,영월군,2023
202308,상동읍,외지인방문자(b),59062,하이힐링원,강원도,영월군,2023
202308,상동읍,전체방문자(a+b),74634,하이힐링원,강원도,영월군,2023
202308,상동읍,현지인방문자(a),15572,하이힐링원,강원도,영월군,2023
202309,상동읍,외지인방문자(b),43186,하이힐링원,강원도,영월군,2023
202309,상동읍,전체방문자(a+b),57684,하이힐링원,강원도,영월군,2023
202309,상동읍,현지인방문자(a),14497,하이힐링원,강원도,영월군,2023
202310,상동읍,외지인방문자(b),46053,하이힐링원,강원도,영월군,2023
202310,상동읍,전체방문자(a+b),60910,하이힐링원,강원도,영월군,2023
202310,상동읍,현지인방문자(a),14858,하이힐링원,강원도,영월군,2023
202311,상동읍,외지인방문자(b),31910,하이힐링원,강원도,영월군,2023
202311,상동읍,전체방문자(a+b),45843,하이힐링원,강원도,영월군,2023
202311,상동읍,현지인방문자(a),13934,하이힐링원,강원도,영월군,2023
202312,상동읍,외지인방문자(b),27478,하이힐링원,강원도,영월군,2023
202312,상동읍,전체방문자(a+b),45524,하이힐링원,강원도,영월군,2023
202312,상동읍,현지인방문자(a),18046,하이힐링원,강원도,영월군,2023
202401,상동읍,외지인방문자(b),33268,하이힐링원,강원도,영월군,2023
202401,상동읍,전체방문자(a+b),46536,하이힐링원,강원도,영월군,2023
202401,상동읍,현지인방문자(a),13268,하이힐링원,강원도,영월군,2023
202402,상동읍,외지인방문자(b),29362,하이힐링원,강원도,영월군,2023
202402,상동읍,전체방문자(a+b),40943,하이힐링원,강원도,영월군,2023
202402,상동읍,현지인방문자(a),11582,하이힐링원,강원도,영월군,2023
202403,상동읍,외지인방문자(b),26722,하이힐링원,강원도,영월군,2023
202403,상동읍,전체방문자(a+b),40394,하이힐링원,강원도,영월군,2023
202403,상동읍,현지인방문자(a),13671,하이힐링원,강원도,영월군,2023
202304,상동읍,외국인방문객,218,하이힐링원,강원도,영월군,2023
202306,상동읍,외국인방문객,192,하이힐링원,강원도,영월군,2023
202305,상동읍,외국인방문객,290,하이힐링원,강원도,영월군,2023
202307,상동읍,외국인방문객,379,하이힐링원,강원도,영월군,2023
