D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,Q8a03,Q8a12,Q8_1a1,Q8_1a2,Q8_1a3,동행자유형,국가명,웰니스참여,웰니스만족,log_총액,year
2,6,1,1.0,,,,,,,,1,2,345.69,3.0,,10,2.0,4.0,혼자,일본,1,0,5.845542419694032,2023
2,3,2,,,,,,6.0,,,2,1,702.42,,,1,2.0,,친구,일본,0,0,6.554531515719636,2023
16,4,2,,2.0,,4.0,,,,,1,1,339.48,3.0,,4,6.0,3.0,가족,영국,1,1,5.827415035101477,2023
2,3,2,,,3.0,,5.0,,,,1,1,362.25,3.0,,4,3.0,5.0,가족,일본,1,1,5.8923345812007915,2023
7,6,2,,,,,5.0,,,,3,1,1195.15,3.0,,10,2.0,1.0,가족,베트남,1,0,7.086026979500809,2023
1,4,2,,,,,,6.0,,,1,1,1428.3,3.0,,2,3.0,4.0,친구,중국,1,1,7.264240204868583,2023
7,7,2,,2.0,,,5.0,,,,3,1,2272.2,3.0,,4,1.0,3.0,가족,베트남,1,1,7.728503804135804,2023
1,3,2,,,,,,6.0,,,1,1,330.72,3.0,,2,3.0,,친구,중국,1,1,5.8012720959334585,2023
16,7,2,,,,,5.0,6.0,,,1,1,1195.42,,12.0,2,1.0,8.0,가족,영국,1,0,7.086252867051601,2023
10,7,2,,2.0,,,,,,,3,1,1961.53,3.0,12.0,1,4.0,6.0,가족,싱가포르,1,0,7.581480059950186,2023
1,6,1,1.0,,,,,,,,1,2,1391.78,3.0,,19,3.0,2.0,혼자,중국,1,1,7.238338782426772,2023
2,5,2,,,3.0,,,,,,2,1,505.42,,,7,2.0,1.0,가족,일본,0,0,6.2253897667868685,2023
6,16,1,1.0,,,,,,,,1,1,1425.0,3.0,12.0,2,3.0,12.0,혼자,태국,1,1,7.261927092702751,2023
2,3,2,,2.0,,,,,,,1,1,565.8,,12.0,12,2.0,1.0,가족,일본,1,1,6.338240658867467,2023
2,3,1,1.0,,,,,,,,1,2,706.91,,,4,2.0,1.0,혼자,일본,0,0,6.560903359349308,2023
3,5,2,,2.0,,,5.0,,,,3,1,1078.7,3.0,,3,1.0,2.0,가족,대만,1,1,6.983511891381384,2023
6,21,1,1.0,,,,,,,,1,2,1425.0,3.0,,2,3.0,4.0,혼자,태국,1,1,7.261927092702751,2023
6,10,1,1.0,,,,,,,,1,2,1425.0,3.0,,3,4.0,6.0,혼자,태국,1,1,7.261927092702751,2023
3,5,2,,2.0,,4.0,,,,,3,1,1336.3,,12.0,1,2.0,4.0,가족,대만,1,0,7.1976598797870155,2023
12,8,2,,2.0,,4.0,,,,,1,1,2615.79,3.0,12.0,3,2.0,4.0,가족,중동,1,1,7.869321434125503,2023
6,3,2,,,,,,6.0,,,1,1,855.0,,12.0,12,2.0,1.0,친구,태국,1,1,6.75110146893676,2023
3,5,2,,2.0,,4.0,,,,,3,1,1014.3,3.0,,1,4.0,2.0,가족,대만,1,0,6.92195399838195,2023
6,8,2,,,,4.0,,,,,1,2,498.75,3.0,,2,3.0,4.0,가족,태국,1,1,6.212104968204073,2023
3,5,2,,,,,,,7.0,,3,1,2286.2,3.0,,2,1.0,3.0,직장동료,대만,1,1,7.734646329591678,2023
10,6,2,,,3.0,,,,,,1,1,874.67,3.0,,7,4.0,11.0,가족,싱가포르,1,0,6.773846672364218,2023
6,73,1,1.0,,,,,,,,1,2,1425.0,,,2,4.0,1.0,혼자,태국,0,0,7.261927092702751,2023
6,81,1,1.0,,,,,,,,1,2,1425.0,3.0,,2,3.0,4.0,혼자,태국,1,1,7.261927092702751,2023
6,4,2,,,,,,,7.0,,1,1,940.5,,,2,4.0,1.0,직장동료,태국,0,0,6.846411648741085,2023
6,5,2,,,,,,6.0,,,1,1,1140.0,,,5,2.0,1.0,친구,태국,0,0,7.038783541388542,2023
5,7,2,,,3.0,4.0,,,,,1,1,422.68,3.0,,3,1.0,2.0,가족,홍콩,1,1,6.04661539157283,2023
5,12,2,,2.0,,,,,,,1,1,1996.94,3.0,,2,1.0,3.0,가족,홍콩,1,1,7.599371287896852,2023
2,9,2,,2.0,,,,,,,1,1,1718.1,3.0,,4,1.0,3.0,가족,일본,1,1,7.448974308067921,2023
2,3,2,,2.0,,,,,,,1,1,379.5,,,4,2.0,1.0,가족,일본,0,0,5.938854596835685,2023
2,3,1,1.0,,,,,,,,2,1,1193.7,,,1,2.0,,혼자,일본,0,0,7.084813006100993,2023
2,3,2,,,3.0,,,,,,1,1,730.71,,,2,1.0,7.0,가족,일본,0,0,6.594016664210574,2023
2,4,2,,,,,,6.0,,,2,1,529.23,,,7,1.0,2.0,친구,일본,0,0,6.271423119976424,2023
2,4,2,,,,,,6.0,,,1,1,600.3,,12.0,12,2.0,1.0,친구,일본,1,1,6.3974295302577975,2023
2,6,1,1.0,,,,,,,,1,1,1207.5,,,15,1.0,2.0,혼자,일본,0,0,7.096307385526727,2023
2,4,2,,,,,,6.0,,,1,1,365.7,,,1,2.0,,친구,일본,0,0,5.901813325155335,2023
2,4,2,,,,,,6.0,,,2,1,324.3,,,1,2.0,,친구,일본,0,0,5.781669013313272,2023
2,5,2,,2.0,,4.0,,,,,2,1,590.64,3.0,,1,11.0,6.0,가족,일본,1,0,6.38120669475091,2023
2,5,2,,,,,,6.0,,,2,1,1745.7,,12.0,12,1.0,2.0,친구,일본,1,1,7.464910900330734,2023
2,2,2,,,,,,6.0,,,1,1,234.6,,,2,1.0,,친구,일본,0,0,5.457881936219375,2023
2,3,2,,,,,,6.0,,,1,2,489.9,,12.0,1,2.0,12.0,친구,일본,1,1,6.194201288644529,2023
2,4,2,,,,,,6.0,,,2,1,755.55,,12.0,2,1.0,12.0,친구,일본,1,1,6.627445960859769,2023
2,4,2,,,3.0,,,,,,1,1,667.58,,,1,2.0,,가족,일본,0,0,6.503659233280211,2023
2,3,2,,,3.0,,,,,,2,1,893.55,,12.0,12,2.0,4.0,가족,일본,1,1,6.795202292742806,2023
10,5,2,,,,,,6.0,,,1,1,1756.95,3.0,,2,1.0,3.0,친구,싱가포르,1,1,7.471334630183994,2023
10,5,2,,,,,,6.0,,,1,1,1110.3,3.0,,3,1.0,2.0,친구,싱가포르,1,1,7.01238552806022,2023
10,6,2,,,,,5.0,,,,1,1,814.22,3.0,,3,1.0,6.0,가족,싱가포르,1,1,6.702230599756381,2023
10,6,2,,,3.0,,,,,,1,1,592.16,3.0,,3,1.0,2.0,가족,싱가포르,1,1,6.383776868637846,2023
10,6,2,,2.0,,4.0,,,,,1,1,468.79,3.0,,3,2.0,1.0,가족,싱가포르,1,1,6.1501549069772725,2023
10,6,2,,,,,,,7.0,,1,1,1036.28,3.0,,3,4.0,2.0,직장동료,싱가포르,1,1,6.943392656573269,2023
10,6,2,,,,,5.0,,,,1,1,246.73,3.0,,11,3.0,2.0,가족,싱가포르,1,1,5.508294621330488,2023
3,7,2,,2.0,3.0,4.0,,,,,1,1,257.6,3.0,,4,3.0,2.0,가족,대만,1,1,5.551407994230199,2023
3,6,2,,2.0,,4.0,,,,,1,1,402.5,3.0,,3,1.0,2.0,가족,대만,1,1,5.997695096858618,2023
3,4,2,,,,,5.0,,,,1,2,483.0,3.0,,1,3.0,,가족,대만,1,1,6.180016653652572,2023
3,5,2,,,,,,6.0,,,1,1,869.4,,,1,2.0,11.0,친구,대만,0,0,6.767803318554692,2023
3,8,2,,2.0,,4.0,,,,,1,1,764.75,,,11,1.0,2.0,가족,대만,0,0,6.639548983031013,2023
3,4,2,,,3.0,,5.0,,,,1,1,1449.0,3.0,,11,6.0,3.0,가족,대만,1,1,7.278628942320682,2023
6,5,1,1.0,,,,,,,,1,1,855.0,,,5,4.0,2.0,혼자,태국,0,0,6.75110146893676,2023
6,11,2,,2.0,,,,,,,1,2,1425.0,,,2,1.0,10.0,가족,태국,0,0,7.261927092702751,2023
3,4,2,,2.0,,,,,,,3,1,1073.33,3.0,,3,1.0,6.0,가족,대만,1,1,6.97852124427546,2023
6,3,2,,,,,,6.0,,,1,1,1147.79,3.0,,13,2.0,3.0,친구,태국,1,1,7.0455936333170905,2023
6,4,1,1.0,,,,,,,,1,1,1425.0,,12.0,1,12.0,2.0,혼자,태국,1,1,7.261927092702751,2023
3,4,2,,2.0,,,,,,,3,1,1127.0,3.0,,3,1.0,,가족,대만,1,1,7.027314514039777,2023
6,5,1,1.0,,,,,,,,1,2,1140.0,,,2,5.0,6.0,혼자,태국,0,0,7.038783541388542,2023
6,5,2,,,,4.0,,,,,1,2,855.0,3.0,,3,2.0,5.0,가족,태국,1,1,6.75110146893676,2023
6,7,2,,,,4.0,,,,,1,1,1425.0,,,2,6.0,1.0,가족,태국,0,0,7.261927092702751,2023
16,5,2,,,,,,6.0,,,2,1,4289.56,,,14,4.0,1.0,친구,영국,0,0,8.363939442559442,2023
1,6,2,,2.0,,,,,,,1,1,502.97,3.0,,1,10.0,3.0,가족,중국,1,1,6.220530526173959,2023
6,6,2,,,,,,6.0,,,1,1,1425.0,3.0,12.0,12,2.0,3.0,친구,태국,1,1,7.261927092702751,2023
1,11,2,,2.0,3.0,,,,,,1,1,1185.08,3.0,12.0,3,1.0,12.0,가족,중국,1,1,7.0775655618390205,2023
1,8,2,,,,,,6.0,,,1,1,1619.15,3.0,,3,7.0,1.0,친구,중국,1,1,7.389656599169726,2023
1,4,2,,,,,,6.0,,,1,1,1378.0,3.0,,3,10.0,6.0,친구,중국,1,1,7.228388451573604,2023
6,8,1,1.0,,,,,,,,1,2,570.0,3.0,,2,3.0,4.0,혼자,태국,1,1,6.345636360828596,2023
6,5,1,1.0,,,,,,,,1,1,1339.5,,,6,15.0,4.0,혼자,태국,0,0,7.200051688984663,2023
1,6,2,,,,4.0,,,,,1,1,689.0,3.0,,3,1.0,4.0,가족,중국,1,1,6.535241271013659,2023
16,5,2,,,,,,,7.0,,1,1,2030.56,,,5,4.0,6.0,직장동료,영국,0,0,7.616066896061854,2023
6,6,2,,,,,,6.0,,,1,1,855.0,3.0,,5,3.0,2.0,친구,태국,1,1,6.75110146893676,2023
1,8,2,,,,,,6.0,,,1,1,1515.8,3.0,,7,3.0,,친구,중국,1,1,7.323698631377929,2023
6,51,1,1.0,,,,,,,,1,2,570.0,,,2,1.0,4.0,혼자,태국,0,0,6.345636360828596,2023
1,5,2,,2.0,,4.0,,,,,1,1,675.22,3.0,,3,6.0,1.0,가족,중국,1,1,6.515038563696139,2023
6,4,2,,,,,5.0,,,,1,1,1453.5,3.0,,1,2.0,3.0,가족,태국,1,1,7.281729719998931,2023
6,6,2,,2.0,,,,,,,2,1,712.5,3.0,,2,3.0,4.0,가족,태국,1,1,6.568779912142806,2023
1,5,2,,2.0,,4.0,,,,,1,1,643.07,3.0,,3,1.0,4.0,가족,중국,1,1,6.466253583009022,2023
1,5,2,,,,,,6.0,,,1,1,964.6,3.0,,1,3.0,2.0,친구,중국,1,1,6.871713507634872,2023
