D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,C문화서1인대체,C오락및1인대체,C미용서1인대체,weight,동행자유형,국가명,여가체험비율,log_총액,year
7,5,1,1.0,,,,,,,,1,2,3440.0,1,1,1,727.142912,혼자,베트남,0.0008720930232558139,8.143226750367445,2023
10,8,1,1.0,,,,,,,,1,1,574.43,3,1,1,70.27764718,혼자,싱가포르,0.008704280765280365,6.353378244782415,2023
10,8,2,,,,,5.0,,,,1,1,897.2,1,3,1,111.3281849,가족,싱가포르,0.0055728934462773065,6.799278802646053,2023
10,10,2,,2.0,,,,,,,1,1,842.49,1,1,1,153.8222933,가족,싱가포르,0.0035608731260905174,6.7363617927198725,2023
10,9,2,,2.0,,,,,,,1,1,382.95,1,1,1,70.27764718,가족,싱가포르,0.007833920877399139,5.947904432355602,2023
10,16,1,1.0,,,,,,,,1,1,995.67,1,1,1,73.60351215,혼자,싱가포르,0.003013046491307361,6.903415877383039,2023
10,4,2,,2.0,,4.0,,,,,1,1,765.9,1,1,1,126.8063125,가족,싱가포르,0.0039169604386995694,6.641051612915548,2023
10,8,2,,,,,,6.0,,,1,1,1761.57,1,1,1,61.18344265,친구,싱가포르,0.001703026277695465,7.4739607358506515,2023
10,6,2,,2.0,,,,,,,1,1,957.37,1,1,1,173.4169577,가족,싱가포르,0.0031335847164628097,6.864189941602201,2023
1,5,2,,2.0,,,,,,,1,1,2084.6,1,1,1,303.0053629,가족,중국,0.0014391250119927086,7.642332269305222,2023
5,7,2,,,,,,6.0,,,1,1,2435.25,1,1,4,200.7434363,친구,홍콩,0.0024638127502309825,7.797804699651065,2023
1,7,2,,,,,,6.0,,,1,1,1459.22,1,1,1,269.0137718,친구,중국,0.0020558928742752977,7.28565732536649,2023
18,6,2,,,,,,6.0,,,1,1,461.87,1,1,1,148.6720824,친구,독일,0.006495334184943816,6.135283466204087,2023
3,5,2,,,,,,,7.0,,3,1,6217.65,1,1,1,538.1706025,직장동료,대만,0.0004824974065764397,8.735147300838898,2023
7,6,2,,,,,,,7.0,,3,1,1525.0,1,1,1,727.142912,직장동료,베트남,0.0019672131147540984,7.329749689041512,2023
4,14,2,,,,,5.0,,,,1,1,1375.0,3,1,1,156.0213444,가족,미국,0.0036363636363636364,7.226209010100671,2023
7,6,2,,2.0,,4.0,,,,,3,1,7000.0,1,1,1,260.5438602,가족,베트남,0.00042857142857142855,8.85366542803745,2023
7,4,2,,,3.0,,,,,,3,1,5800.0,1,1,1,727.142912,가족,베트남,0.0005172413793103448,8.66561319653451,2023
7,5,2,,,,,5.0,,,,3,1,1000.0,1,1,1,410.161104,가족,베트남,0.003,6.907755278982137,2023
16,10,1,1.0,,,,,,,,1,2,1981.76,1,1,1,131.8685344,혼자,영국,0.0015138059098982722,7.591740617749696,2023
1,61,1,1.0,,,,,,,,1,2,3126.9,1,1,1,880.5515825,혼자,중국,0.0009594166746618056,8.047797377413387,2023
5,5,2,,,,,,,,8.0,1,1,5280.37,1,1,1,200.7434363,기타,홍콩,0.0005681420052003932,8.571751450002692,2023
16,7,2,,2.0,,,,,,,1,1,1845.51,3,1,1,131.8685344,가족,영국,0.002709278194103527,7.520510941041122,2023
3,5,2,,,,,5.0,,,,3,1,1432.25,1,1,1,366.4374685,가족,대만,0.0020946063885494853,7.267001913288687,2023
7,8,1,1.0,,,,,,,,1,2,601.23,1,1,1,260.5438602,혼자,베트남,0.004989770969512499,6.398977556833446,2023
7,8,1,1.0,,,,,,,,1,1,559.0,1,1,3,410.161104,혼자,베트남,0.008944543828264758,6.326149473155099,2023
1,33,1,1.0,,,,,,,,1,2,4615.9,1,1,1,688.6723295,혼자,중국,0.0006499274247709006,8.43726214417511,2023
2,3,2,,,,,5.0,,,,1,2,376.77,1,1,1,417.703975,가족,일본,0.00796241738991958,5.931634921698145,2023
7,81,1,1.0,,,,,,,,1,2,2004.09,3,1,4,260.5438602,혼자,베트남,0.00399183669396085,7.602945371375964,2023
16,14,2,,,3.0,,5.0,,,,1,1,541.89,1,1,1,97.0943473,가족,영국,0.005536178929302995,6.295063028812576,2023
1,25,1,1.0,,,,,,,,1,1,3052.45,1,1,1,269.0137718,혼자,중국,0.0009828170813608742,8.023699825834326,2023
2,4,2,,,,,,6.0,,,1,1,2581.8,1,1,1,855.8154387,친구,일본,0.0011619800139437602,7.856242109072609,2023
2,4,2,,,,,,6.0,,,1,2,663.0,1,1,1,484.213222,친구,일본,0.004524886877828055,6.4967749901858625,2023
18,12,2,,,,,5.0,,,,1,1,940.24,1,1,1,148.6720824,가족,독일,0.0031906747213477408,6.8461351618245985,2023
10,5,2,,,3.0,,,,,,1,1,1462.87,1,2,1,73.60351215,가족,싱가포르,0.002734350967618449,7.288155538562062,2023
2,35,1,1.0,,,,,,,,1,2,702.0,1,1,1,449.157892,혼자,일본,0.004273504273504274,6.553933404025811,2023
7,35,2,,,,,5.0,,,,3,1,935.24,1,1,1,888.3356329,가족,베트남,0.003207732774475001,6.840803180842838,2023
1,61,1,1.0,,,,,,,,1,2,521.15,1,1,1,688.6723295,혼자,중국,0.005756500047970834,6.2560379081853315,2023
10,9,2,,,,,5.0,,,,1,1,949.72,2,1,1,70.27764718,가족,싱가포르,0.004211767678894832,6.856167204309042,2023
1,34,1,1.0,,,,,,,,1,2,1500.91,1,1,2,880.5515825,혼자,중국,0.0026650498697456874,7.313826869809139,2023
2,3,2,,,,,,6.0,,,1,1,748.8,1,1,4,484.213222,친구,일본,0.008012820512820514,6.618471925163382,2023
18,5,2,,,,,,6.0,,,1,1,2100.43,4,4,1,80.38529795,친구,독일,0.00428483691434611,7.649897364655419,2023
18,10,1,1.0,,,,,,,,1,2,648.82,3,1,1,148.6720824,혼자,독일,0.007706297586387596,6.475155328466655,2023
10,7,2,,,,,5.0,,,,1,1,1761.57,1,3,1,126.8063125,가족,싱가포르,0.0028383771294924415,7.4739607358506515,2023
10,15,2,,2.0,,,,,,,1,1,1964.53,4,4,1,73.60351215,가족,싱가포르,0.004581248441102961,7.583008309943252,2023
10,7,2,,,,,5.0,,,,1,1,555.28,1,1,1,91.75009506,가족,싱가포르,0.005402679729145657,6.319472491031328,2023
10,8,2,,,,,5.0,,,,1,1,2236.43,1,4,1,153.8222933,가족,싱가포르,0.0026828472163224425,7.712636123478544,2023
2,4,2,,,,,,6.0,,,1,1,539.76,3,1,1,484.213222,친구,일본,0.009263376315399438,6.29112459631917,2023
1,41,1,1.0,,,,,,,,1,2,1489.0,1,1,1,688.6723295,혼자,중국,0.0020147750167897917,7.305860032684009,2023
2,4,2,,,,,,6.0,,,1,1,1216.8,1,1,1,449.157892,친구,일본,0.002465483234714004,7.103979740945083,2023
10,3,2,,2.0,,4.0,,,,,1,1,373.38,1,1,1,126.8063125,가족,싱가포르,0.008034709946970914,5.922596667809182,2023
4,6,2,,,,,,6.0,,,1,1,1350.0,1,1,1,249.6266351,친구,미국,0.0022222222222222222,7.2078598714324755,2023
1,51,1,1.0,,,,,,,,1,2,480.98,1,1,1,649.3609904,혼자,중국,0.006237265582768514,6.175825689199708,2023
10,5,2,,,,,5.0,,,,1,1,561.66,1,1,1,70.27764718,가족,싱가포르,0.005341309689135776,6.330896684611708,2023
4,7,1,1.0,,,,,,,,1,1,1700.0,1,1,1,220.0484871,혼자,미국,0.0017647058823529412,7.438383530044307,2023
10,4,2,,,3.0,,5.0,,,,1,1,842.49,1,1,1,70.27764718,가족,싱가포르,0.0035608731260905174,6.7363617927198725,2023
10,5,2,,,,,,6.0,,,1,1,869.3,1,1,1,70.27764718,친구,싱가포르,0.0034510525710341657,6.767688290085019,2023
2,3,2,,2.0,,,,6.0,,,1,1,565.5,1,1,1,544.1253583,가족,일본,0.005305039787798408,6.3377102955561755,2023
7,7,2,,,,,,6.0,,,1,2,1002.04,1,1,1,888.3356329,친구,베트남,0.002993892459382859,6.909793201007703,2023
10,16,2,,,,,,6.0,,,1,1,3645.68,4,4,1,70.27764718,친구,싱가포르,0.002468675253999254,8.201298183970476,2023
10,12,2,,,,,,6.0,,,1,1,3752.91,4,4,1,153.8222933,친구,싱가포르,0.002398139044101777,8.230286818032129,2023
2,5,1,1.0,,,,,,,,1,1,1251.9,1,1,4,855.8154387,혼자,일본,0.004792715073088904,7.132417676265617,2023
2,3,1,1.0,,,,,,,,1,2,448.5,1,1,1,855.8154387,혼자,일본,0.006688963210702341,6.105908681498851,2023
4,4,2,,,,4.0,,,,,1,1,482.5,2,1,1,362.845586,가족,미국,0.008290155440414507,6.178980920779041,2023
5,7,1,1.0,,,,,,,,1,1,828.75,1,1,1,145.1091035,혼자,홍콩,0.0036199095022624436,6.719918541500072,2023
1,61,1,1.0,,,,,,,,1,2,3916.07,1,1,1,269.0137718,혼자,중국,0.0007660741508706433,8.272843878873681,2023
2,4,2,,,,,,6.0,,,1,1,1037.4,1,1,1,855.8154387,친구,일본,0.002891844997108155,6.9444728619172995,2023
10,8,2,,,,,,6.0,,,1,1,1799.87,1,1,1,70.27764718,친구,싱가포르,0.0016667870457310807,7.495469719053884,2023
5,8,2,,,,,,6.0,,,1,1,1721.25,1,1,1,145.1091035,친구,홍콩,0.0017429193899782135,7.450806050042865,2023
4,7,2,,,,,,6.0,,,1,1,1110.0,1,1,1,249.6266351,친구,미국,0.002702702702702703,7.01211529430638,2023
5,5,2,,2.0,,4.0,,,,,1,1,643.88,1,1,1,578.977315,가족,홍콩,0.004659253277008138,6.467512373338029,2023
5,6,2,,2.0,,,,,,,1,1,760.0,1,1,1,361.3023514,가족,홍콩,0.003947368421052632,6.633318433280377,2023
4,2,2,,,,,,6.0,,,1,1,200.0,2,1,1,156.0213444,친구,미국,0.02,5.298317366548036,2023
5,3,1,1.0,,,,,,,,1,1,1581.0,1,1,1,145.1091035,혼자,홍콩,0.0018975332068311196,7.365812837209472,2023
10,14,2,,,,,,6.0,,,1,1,2234.9,3,1,1,111.3281849,친구,싱가포르,0.0022372365653944245,7.711951763317377,2023
10,6,2,,,,4.0,,,,,1,2,390.99,2,1,1,70.27764718,가족,싱가포르,0.010230440676232128,5.968681984210738,2023
5,5,2,,,,,,6.0,,,1,1,975.38,1,1,1,205.5116139,친구,홍콩,0.0030757243330804406,6.882827138657286,2023
7,4,2,,,,,,6.0,,,3,1,841.72,1,1,1,417.3128119,친구,베트남,0.003564130589744808,6.735447417370422,2023
5,6,2,,,,,,6.0,,,1,1,701.25,1,1,1,200.7434363,친구,홍콩,0.0042780748663101605,6.552864456836906,2023
4,2,2,,,,,,6.0,,,1,1,265.0,1,1,1,220.0484871,친구,미국,0.011320754716981131,5.579729825986222,2023
5,9,2,,2.0,,,,,,,1,1,1045.5,1,4,1,205.5116139,가족,홍콩,0.005738880918220947,6.952250518868688,2023
2,3,2,,,,,,6.0,,,1,1,953.16,2,1,1,417.703975,친구,일본,0.004196567208023837,6.859782780433041,2023
5,6,2,,,,,,6.0,,,2,1,1987.73,1,3,1,200.7434363,친구,홍콩,0.0025154321764022276,7.594748563103506,2023
10,7,2,,2.0,,,,,,,1,1,1254.54,2,1,1,173.4169577,가족,싱가포르,0.0031884196597956223,7.134524250511387,2023
7,4,2,,2.0,,,,,,,3,1,1122.29,1,1,1,417.3128119,가족,베트남,0.0026731058817239754,7.023126519708968,2023
4,6,2,,,,4.0,,,,,1,1,2500.0,3,1,1,415.1428608,가족,미국,0.002,7.824046010856292,2023
6,8,1,1.0,,,,,,,,1,1,1525.0,1,1,1,252.9832572,혼자,태국,0.0019672131147540984,7.329749689041512,2023
4,4,2,,,3.0,,,,,,1,1,1660.0,1,1,1,220.0484871,가족,미국,0.0018072289156626507,7.414572881350589,2023
4,18,1,1.0,,,,,,,,1,1,1830.0,1,1,1,156.0213444,혼자,미국,0.001639344262295082,7.512071245835466,2023
7,4,2,,2.0,,4.0,,,,,3,1,1603.27,1,1,1,727.142912,가족,베트남,0.0018711757844904477,7.37980057261201,2023
1,71,1,1.0,,,,,,,,1,2,744.5,1,1,1,880.5515825,혼자,중국,0.004029550033579583,6.612712852124064,2023
2,4,2,,,,,,6.0,,,1,1,413.4,1,1,1,855.8154387,친구,일본,0.00725689404934688,6.024415647247668,2023
4,7,2,,,,,5.0,,,,1,1,1825.0,1,1,1,220.0484871,가족,미국,0.0016438356164383563,7.509335266016592,2023
5,4,2,,,,4.0,,,,,1,1,484.5,1,1,1,448.7676717,가족,홍콩,0.006191950464396285,6.183117431330821,2023
10,5,2,,2.0,,,,,,,1,1,718.41,2,1,1,70.27764718,가족,싱가포르,0.005567851227015214,6.577040436712936,2023
2,4,2,,,,,,6.0,,,1,1,986.7,1,1,1,855.8154387,친구,일본,0.0030404378230465185,6.894366041863121,2023
2,4,1,1.0,,,,,,,,1,1,1029.6,1,1,1,468.6052086,혼자,일본,0.002913752913752914,6.936925656281916,2023
5,5,2,,,,,,6.0,,,1,1,1124.55,1,1,1,361.3023514,친구,홍콩,0.002667733760170735,7.025138234617181,2023
4,16,2,,,,,5.0,,,,1,2,1000.0,1,1,1,362.845586,가족,미국,0.003,6.907755278982137,2023
4,60,2,,,,,5.0,,,,1,2,1750.0,3,3,1,362.845586,가족,미국,0.004,7.4673710669175595,2023
7,5,2,,2.0,,,5.0,,,,3,1,961.96,1,1,1,260.5438602,가족,베트남,0.003118632791384257,6.868972869759652,2023
2,3,2,,,,,,6.0,,,1,1,399.36,1,1,1,635.7023894,친구,일본,0.00751201923076923,5.9898632657410085,2023
5,6,2,,,,,,6.0,,,1,1,2017.69,2,1,1,297.4280043,친구,홍콩,0.0019824650962238996,7.609708571670174,2023
10,6,2,,2.0,,,,,,,1,1,1459.04,1,1,1,91.75009506,가족,싱가포르,0.0020561465072924663,7.285533964185356,2023
2,4,1,1.0,,,,,,,,1,1,1220.7,1,1,1,855.8154387,혼자,일본,0.002457606291472106,7.107179743675754,2023
2,3,1,1.0,,,,,,,,1,2,202.8,1,1,1,635.7023894,혼자,일본,0.014792899408284023,5.312220271717028,2023
7,5,2,,,,,5.0,,,,1,1,621.27,3,1,1,888.3356329,가족,베트남,0.008048030646900704,6.431765770051603,2023
4,7,1,1.0,,,,,,,,1,2,1700.0,1,1,1,251.116698,혼자,미국,0.0017647058823529412,7.438383530044307,2023
6,4,2,,,,,,6.0,,,1,1,457.73,1,1,1,318.7495073,친구,태국,0.006554082100801783,6.126279490628498,2023
6,7,1,1.0,,,,,,,,1,2,640.5,3,1,1,267.4433438,혼자,태국,0.0078064012490242,6.4622491213367885,2023
4,15,1,1.0,,,,,,,,1,1,1470.0,2,1,1,220.0484871,혼자,미국,0.0027210884353741495,7.293017679772782,2023
1,15,2,,,,,,6.0,,,1,2,3275.8,1,1,1,269.0137718,친구,중국,0.0009158068258135417,8.094317393048279,2023
4,10,2,,2.0,,,,,,,1,1,700.0,3,1,1,251.116698,가족,미국,0.007142857142857143,6.551080335043404,2023
4,15,1,1.0,,,,,,,,1,2,700.0,1,1,1,156.0213444,혼자,미국,0.004285714285714286,6.551080335043404,2023
4,8,2,,,,,,6.0,,,1,1,2300.0,1,1,4,362.845586,친구,미국,0.0026086956521739132,7.7406644019172415,2023
4,9,2,,,,,,6.0,,,1,1,1500.0,3,3,1,220.0484871,친구,미국,0.004666666666666667,7.313220387090301,2023
4,6,1,1.0,,,,,,,,1,1,7600.0,1,1,1,326.0331197,혼자,미국,0.00039473684210526315,8.935903526274423,2023
10,7,2,,,3.0,,5.0,,,,1,1,236.15,1,1,1,70.27764718,가족,싱가포르,0.012703789964005929,5.4644671963421265,2023
10,8,2,,2.0,,,,,,,1,1,1208.21,2,3,1,70.27764718,가족,싱가포르,0.004966024118323802,7.096895204445757,2023
6,4,2,,,,,,6.0,,,1,1,2135.0,1,1,1,267.4433438,친구,태국,0.001405152224824356,7.666221925662725,2023
6,4,2,,,,,,6.0,,,1,1,2745.0,1,1,1,408.1789034,친구,태국,0.001092896174863388,7.917536353943631,2023
4,9,2,,2.0,,,,,,,1,1,825.0,1,1,1,156.0213444,가족,미국,0.0036363636363636364,6.715383386334681,2023
4,8,2,,,3.0,,,,,,1,2,735.0,1,1,1,249.6266351,가족,미국,0.004081632653061225,6.5998704992128365,2023
10,7,1,1.0,,,,,,,,1,1,2037.29,1,1,1,70.27764718,혼자,싱가포르,0.0014725444094851495,7.619375772318537,2023
4,10,2,,2.0,,,,,,,1,2,1300.0,1,3,1,362.845586,가족,미국,0.0038461538461538464,7.170119543449628,2023
4,8,2,,,,,5.0,,,,1,2,1180.0,1,1,1,362.845586,가족,미국,0.002542372881355932,7.07326971745971,2023
4,7,2,,2.0,,,,,,,1,1,1575.0,1,1,1,249.9179838,가족,미국,0.0019047619047619048,7.362010551259734,2023
7,5,2,,,,,5.0,,,,3,1,694.75,1,1,1,727.142912,가족,베트남,0.004318100035984167,6.543552068622613,2023
3,2,1,1.0,,,,,,,,1,1,365.31,2,1,1,505.0956708,혼자,대만,0.010949604445539406,5.900746308187026,2023
3,5,2,,,,,,6.0,,,1,1,1199.72,1,1,1,366.4374685,친구,대만,0.002500583469476211,7.089843475216301,2023
7,5,2,,,,,,6.0,,,3,1,721.47,1,1,1,260.5438602,친구,베트남,0.00415817705517901,6.581290797307871,2023
3,5,2,,,3.0,,,,,,3,1,1297.45,1,1,1,505.0956708,가족,대만,0.0023122278315156654,7.168156078652054,2023
3,5,2,,,,,,,7.0,,3,1,1125.58,1,1,1,602.5508284,직장동료,대만,0.0026652925602800334,7.026053737340971,2023
5,5,2,,,,,,6.0,,,1,1,1542.75,2,1,1,448.7676717,친구,홍콩,0.002592772646248582,7.341321817201176,2023
4,4,2,,,,,,6.0,7.0,,1,2,1675.0,1,1,3,156.0213444,친구,미국,0.0029850746268656717,7.423568444259167,2023
4,5,2,,2.0,,,,,,,1,1,1800.0,1,1,1,249.6266351,가족,미국,0.0016666666666666668,7.495541943884256,2023
3,5,1,1.0,,,,,,,,3,1,1246.9,1,1,1,505.0956708,혼자,대만,0.002405966797658192,7.1284157500025405,2023
5,5,2,,,,,,6.0,,,1,1,558.45,1,1,1,448.7676717,친구,홍콩,0.005372011818426,6.325165088986836,2023
5,5,2,,,,,,6.0,,,1,1,2677.5,1,1,1,448.7676717,친구,홍콩,0.0011204481792717086,7.892638802321904,2023
5,14,2,,,,,,6.0,,,1,2,1147.5,1,1,1,200.7434363,친구,홍콩,0.00261437908496732,7.0453409419347,2023
5,5,1,1.0,,,,,,,,1,1,6910.5,1,1,1,145.1091035,혼자,홍콩,0.0004341219882787063,8.840797273044082,2023
3,5,2,,,,4.0,,,,,3,1,1868.67,1,1,1,366.4374685,가족,대만,0.0016054198975742106,7.532982226858101,2023
5,5,2,,,,,,6.0,,,1,1,930.75,1,1,1,361.3023514,친구,홍콩,0.0032232070910556,6.835990712752826,2023
3,5,2,,2.0,,4.0,,,,,3,1,1179.5,1,1,1,366.4374685,가족,대만,0.002543450614667232,7.07284589884773,2023
5,5,2,,,,,5.0,,,,1,2,2620.13,1,1,1,218.8618175,가족,홍콩,0.0011449813558869215,7.870979213844805,2023
3,6,2,,,3.0,4.0,,,,,3,1,2999.3,1,1,1,538.1706025,가족,대만,0.0010002333877904843,8.006134207090456,2023
5,4,2,,,,,,6.0,,,1,2,1020.0,1,1,1,218.8618175,친구,홍콩,0.0029411764705882353,6.927557906278317,2023
5,5,2,,,,,,6.0,,,1,2,1249.5,2,1,1,200.7434363,친구,홍콩,0.003201280512204882,7.130498750275007,2023
5,5,2,,,3.0,,,,,,1,2,1083.75,1,1,1,200.7434363,가족,홍콩,0.002768166089965398,6.988182528094752,2023
7,4,2,,,,,,6.0,,,2,2,881.8,3,1,1,727.142912,친구,베트남,0.005670220004536176,6.781965272923837,2023
3,4,2,,2.0,,,,,,,1,1,1122.21,1,1,1,366.4374685,가족,대만,0.002673296441842436,7.023055234344715,2023
7,4,2,,,,,5.0,,7.0,,3,1,935.24,1,1,1,417.3128119,가족,베트남,0.003207732774475001,6.840803180842838,2023
3,8,2,,,,,,,7.0,,1,1,2257.9,1,1,1,538.1706025,직장동료,대만,0.0013286682315425838,7.722190456749282,2023
3,5,2,,,,,,6.0,,,1,1,1041.33,1,1,1,505.0956708,친구,대만,0.002880931116936994,6.948254021262016,2023
3,3,1,1.0,,,,,,,,1,1,370.7,2,1,1,454.095599,혼자,대만,0.010790396547073105,5.915393110156686,2023
7,5,2,,,,,,6.0,,,3,1,641.31,1,1,1,417.3128119,친구,베트남,0.0046779248725265475,6.463512959359299,2023
3,5,2,,,,,,6.0,,,2,1,1550.2,1,1,1,505.0956708,친구,대만,0.0019352341633337633,7.346139233847411,2023
3,5,2,,2.0,,4.0,,,,,1,1,964.94,1,1,1,366.4374685,가족,대만,0.0031090015959541525,6.872065923240165,2023
4,7,2,,,3.0,,,,,,1,1,1970.0,1,1,1,156.0213444,가족,미국,0.0015228426395939086,7.585788821732034,2023
10,10,2,,2.0,,,5.0,,,,1,1,2297.7,1,1,1,61.18344265,가족,싱가포르,0.0013056534795665231,7.739663901583658,2023
10,5,2,,,,,,6.0,,,1,1,725.31,2,1,1,70.27764718,친구,싱가포르,0.005514883291282349,6.586599149672639,2023
1,21,1,1.0,,,,,,,,1,2,6998.3,1,1,1,649.3609904,혼자,중국,0.00042867553548718974,8.853422541400022,2023
3,15,2,,,,,,6.0,,,1,1,1516.5,1,3,1,366.4374685,친구,대만,0.003297065611605671,7.324160327128636,2023
16,14,2,,,3.0,,,,,,1,2,1374.85,1,1,1,70.16829773,가족,영국,0.00218205622431538,7.226099913240735,2023
16,5,1,1.0,,,,,,,,1,1,854.63,1,1,1,70.16829773,혼자,영국,0.003510291003124159,6.750668626736077,2023
7,4,1,1.0,,,,,,,,3,1,2150.0,1,1,1,417.3128119,혼자,베트남,0.0013953488372093023,7.673223121121708,2023
7,4,2,,,,,,6.0,,,3,1,3655.0,1,1,1,727.142912,친구,베트남,0.0008207934336525308,8.203851372183879,2023
1,5,1,1.0,,,,,,,,1,1,1100.0,2,1,1,688.6723295,혼자,중국,0.0036363636363636364,7.003065458786462,2023
16,16,1,1.0,,,,,,,,1,2,1412.0,1,1,1,166.2428294,혼자,영국,0.002124645892351275,7.252762418053187,2023
3,5,2,,,,4.0,,,7.0,,3,1,1583.9,1,1,1,366.4374685,가족,대만,0.0018940589683692152,7.367645439068375,2023
3,5,2,,2.0,,,,,,,3,1,2935.27,1,1,1,602.5508284,가족,대만,0.0010220524858019875,7.984554721216774,2023
10,7,2,,,,,,6.0,,,1,1,551.45,3,2,1,73.60351215,친구,싱가포르,0.010880406201831535,6.312551172752156,2023
3,5,2,,,3.0,,,,7.0,,3,1,2005.15,1,1,1,505.0956708,가족,대만,0.0014961474203924892,7.6034741499099,2023
1,66,1,1.0,,,,,,,,1,1,1770.0,1,1,1,688.6723295,혼자,중국,0.001694915254237288,7.478734825567875,2023
10,10,2,,,,,5.0,,,,1,1,630.62,1,1,1,70.27764718,가족,싱가포르,0.00475722305033142,6.446703462434222,2023
1,12,1,1.0,,,,,,,,1,1,6495.02,1,1,1,303.0053629,혼자,중국,0.0004618923421328956,8.778791008391721,2023
18,4,2,,,,,,6.0,,,1,2,428.88,1,4,1,57.3539857,친구,독일,0.013989927252378288,6.061177159519282,2023
3,6,2,,,,,5.0,,,,3,1,1061.55,1,1,1,505.0956708,가족,대만,0.0028260562385191467,6.967485383189904,2023
18,11,2,,,,4.0,,,,,1,2,800.0,1,1,1,108.238351,가족,독일,0.00375,6.684611727667927,2023
3,5,2,,,3.0,,5.0,,,,1,1,1583.9,3,1,1,366.4374685,가족,대만,0.0031567649472820252,7.367645439068375,2023
10,11,2,,2.0,,4.0,,,,,1,1,1266.29,1,1,1,61.18344265,가족,싱가포르,0.00236912555575737,7.143846644402559,2023
10,9,2,,,,,,6.0,,,1,1,1841.99,1,3,1,70.27764718,친구,싱가포르,0.0027144555616480004,7.518601787918866,2023
10,7,2,,2.0,,,,,,,1,1,754.41,3,1,1,70.27764718,가족,싱가포르,0.0066276958152728625,6.625935986798732,2023
4,31,1,1.0,,,,,,,,1,2,1000.0,1,1,1,362.845586,혼자,미국,0.003,6.907755278982137,2023
10,13,2,,,,,,6.0,,,1,1,1937.73,1,3,1,61.18344265,친구,싱가포르,0.002580338850097795,7.569272463859485,2023
10,14,2,,,,,,6.0,,,1,1,2071.76,2,1,1,73.60351215,친구,싱가포르,0.0019307255666679536,7.636153766554718,2023
3,6,2,,,,,,6.0,,,1,1,1870.35,1,1,1,454.095599,친구,대만,0.0016039778651054616,7.533880858110705,2023
2,4,2,,,,,,6.0,,,1,1,382.2,1,1,3,417.703975,친구,일본,0.013082155939298797,5.945944031806173,2023
6,8,2,,,,,,6.0,,,1,1,4550.0,1,1,3,267.4433438,친구,태국,0.001098901098901099,8.422882511944996,2023
6,9,1,1.0,,,,,,,,1,1,3870.0,3,1,4,252.9832572,혼자,태국,0.0020671834625322996,8.261009786023827,2023
2,4,2,,,,,,6.0,,,2,1,975.0,2,1,3,855.8154387,친구,일본,0.006153846153846154,6.882437470997847,2023
3,4,2,,,,,,6.0,,,1,1,572.9,1,1,1,454.095599,친구,대만,0.005236515971373713,6.350711181414532,2023
2,4,2,,,,,,6.0,,,1,2,392.34,1,3,1,635.7023894,친구,일본,0.012744048529336801,5.972128810801239,2023
2,4,2,,,,,,6.0,,,1,1,682.5,1,3,1,635.7023894,친구,일본,0.007326007326007326,6.525762527059115,2023
1,81,1,1.0,,,,,,,,1,2,5434.85,1,1,1,314.0513603,혼자,중국,0.0005519931552848744,8.60058720027841,2023
10,10,2,,,,,5.0,,,,1,1,820.0,1,1,1,61.18344265,가족,싱가포르,0.003658536585365854,6.709304340258298,2023
2,4,2,,,,,,6.0,,,1,1,723.84,1,1,1,635.7023894,친구,일본,0.004144562334217506,6.584570373487701,2023
10,10,2,,,3.0,,,,,,1,1,903.76,1,1,1,126.8063125,가족,싱가포르,0.0033194653447818005,6.806563838418674,2023
4,9,2,,,,,5.0,,,,1,1,1500.0,1,1,1,220.0484871,가족,미국,0.002,7.313220387090301,2023
10,8,2,,,,,,6.0,,,1,1,1302.03,1,1,1,91.75009506,친구,싱가포르,0.002304094375705629,7.171679863977718,2023
5,7,1,1.0,,,,,,,,1,1,1290.3,3,3,3,361.3023514,혼자,홍콩,0.006975122064636132,7.162630028457801,2023
2,5,1,1.0,,,,,,,,1,1,530.4,1,1,3,855.8154387,혼자,일본,0.009426847662141781,6.273631438871653,2023
4,10,2,,,,4.0,,,,,1,2,3920.0,1,1,1,362.845586,가족,미국,0.0007653061224489796,8.273846932784508,2023
6,7,2,,,,,,6.0,,,1,2,1033.97,1,1,1,213.409582,친구,태국,0.0029014381461744537,6.941161041107822,2023
10,13,2,,,,,,6.0,,,1,1,1164.17,2,3,1,70.27764718,친구,싱가포르,0.005153886459881288,7.0597636657373615,2023
10,8,2,,2.0,3.0,,,,,,1,1,688.16,2,1,1,153.8222933,가족,싱가포르,0.005812601720530109,6.534021369035426,2023
1,7,1,1.0,,,,,,,,1,2,144.4,1,1,1,303.0053629,혼자,중국,0.02077562326869806,4.972587226458726,2023
10,8,2,,2.0,,,,,,,1,1,1462.87,2,1,1,126.8063125,가족,싱가포르,0.002734350967618449,7.288155538562062,2023
4,11,1,1.0,,,,,,,,1,2,800.0,1,1,1,249.9179838,혼자,미국,0.00375,6.684611727667927,2023
4,8,2,,2.0,,,,,,,1,2,1020.0,2,1,1,415.1428608,가족,미국,0.00392156862745098,6.927557906278317,2023
10,8,2,,,,4.0,5.0,,,,1,1,737.18,1,1,1,61.18344265,가족,싱가포르,0.004069562386391384,6.6028320957477815,2023
5,4,2,,2.0,,,,,,,1,1,1702.13,1,1,1,200.7434363,가족,홍콩,0.0017624975765658322,7.439635686945015,2023
