D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,C문화서1인대체,C오락및1인대체,C미용서1인대체,weight,동행자유형,국가명,여가체험비율,log_총액,year
3,27,1,1.0,,,,,,,,1,1,1093.21,2,1,1,866.0998927,혼자,대만,0.0036589493326991155,6.996873601469082,2023
1,7,1,1.0,,,,,,,,1,2,1621.28,1,1,1,191.333757,혼자,중국,0.0018503898154544557,7.390971239700008,2023
1,71,1,1.0,,,,,,,,1,2,1646.16,1,1,1,193.4345065,혼자,중국,0.0018224230937454438,7.406200581859176,2023
5,5,2,,,,,,6.0,,,1,1,1140.09,2,1,1,298.3907362,친구,홍콩,0.003508494943381663,7.038862485640783,2023
3,8,2,,,,,,6.0,,,1,1,1336.6,1,1,1,636.2142885,친구,대만,0.0022445009726170884,7.19788435507697,2023
4,7,1,1.0,,,,,,,,1,1,1430.0,3,1,1,244.8387551,혼자,미국,0.0034965034965034965,7.265429723253953,2023
3,6,2,,,,4.0,,,,,1,1,1401.8,1,1,1,532.4203911,가족,대만,0.0021401055785418748,7.245512404066225,2023
5,6,2,,,,,,6.0,,,1,1,1790.84,1,3,1,247.6910815,친구,홍콩,0.002791985883719372,7.49044006250333,2023
3,6,2,,2.0,,,,,,,1,1,805.22,1,3,1,636.2142885,가족,대만,0.006209483122624872,6.691115532006593,2023
3,5,2,,,,,,6.0,,,3,1,1352.9,1,1,1,202.59932,친구,대만,0.002217458792224111,7.210005715609315,2023
1,7,2,,2.0,,,,,,,1,2,1480.1,1,1,1,226.3353952,가족,중국,0.002026890074994933,7.299864932043143,2023
5,7,2,,2.0,,4.0,,,,,1,2,1537.2,1,1,1,298.3907362,가족,홍콩,0.00195160031225605,7.337717858690689,2023
3,5,2,,,,4.0,,,,,3,1,1630.0,1,1,1,451.1140216,가족,대만,0.0018404907975460123,7.396335293800808,2023
16,7,1,1.0,,,,,,,,1,2,2145.26,3,3,1,84.90529462,혼자,영국,0.0032630077473126797,7.671016036137734,2023
7,3,1,1.0,,,,,,,,1,1,733.44,1,1,1,285.7760455,혼자,베트남,0.004090314136125654,6.597745794646266,2023
1,11,1,1.0,,,,,,,,1,2,1173.5,1,1,1,248.2216599,혼자,중국,0.0025564550489987218,7.067746015291078,2023
2,4,2,,,,,,6.0,,,1,1,319.2,1,3,1,479.315147,친구,일본,0.015664160401002505,5.765817865575654,2023
10,4,1,1.0,,,,,,,,1,1,144.4,1,1,1,111.4794532,혼자,싱가포르,0.02077562326869806,4.972587226458726,2023
6,4,2,,,,,,,7.0,,1,1,5632.58,1,1,1,216.1829833,직장동료,태국,0.0005326156042168953,8.636322875490043,2023
10,10,2,,2.0,,4.0,,,,,1,1,4222.23,1,1,1,111.4794532,가족,싱가포르,0.0007105250069276189,8.348118703475869,2023
4,10,2,,,3.0,,,,,,1,1,910.0,1,1,1,352.1386856,가족,미국,0.0032967032967032967,6.813444599510896,2023
2,4,1,1.0,,,,,,,,1,1,638.4,1,1,1,438.2327596,혼자,일본,0.004699248120300752,6.458965046135599,2023
1,8,2,,,3.0,,,,,,1,2,1111.88,1,1,1,226.3353952,가족,중국,0.0026981328920387087,7.0138075553183645,2023
5,7,2,,2.0,,4.0,,,,,2,1,1477.42,2,1,1,247.6910815,가족,홍콩,0.0027074223985055026,7.298052602298258,2023
10,7,2,,2.0,3.0,4.0,5.0,,,,1,1,1095.3,1,4,1,120.0590437,가족,싱가포르,0.005477951246233909,6.998783577329701,2023
10,7,2,,,,,5.0,,,,1,1,1092.81,1,1,1,111.4794532,가족,싱가포르,0.002745216460317896,6.996507639579928,2023
10,7,2,,2.0,3.0,4.0,,,,,1,1,4743.8,1,3,1,132.0519844,가족,싱가포르,0.0010540073358910578,8.464593781272846,2023
5,15,1,1.0,,,,,,,,1,1,486.78,1,1,1,247.6910815,혼자,홍콩,0.00616294835449279,6.187812275635029,2023
1,24,2,,,,4.0,,,,,1,2,1010.8,1,1,1,193.4345065,가족,중국,0.0029679461812425804,6.918497375514039,2023
10,6,2,,2.0,3.0,4.0,,,,,1,1,1583.34,4,1,1,92.40156676,가족,싱가포르,0.003789457728599038,7.367291818878028,2023
10,7,2,,,3.0,4.0,,,,,2,2,2210.46,1,1,1,131.3073886,가족,싱가포르,0.0013571835726500366,7.700955917649056,2023
1,6,1,1.0,,,,,,,,1,2,1083.0,1,1,1,153.2711078,혼자,중국,0.002770083102493075,6.9874902470009905,2023
6,8,2,,2.0,,,,,,,1,1,960.93,1,1,1,262.9951819,가족,태국,0.0031219755861509164,6.86790156552643,2023
6,17,1,1.0,,,,,,,,1,1,2225.3,1,1,1,204.3429219,혼자,태국,0.0013481328360221093,7.7076470169720706,2023
6,4,2,,,,,,6.0,,,1,1,1325.07,1,1,1,216.1829833,친구,태국,0.0022640313341936655,7.189220567213536,2023
1,6,1,1.0,,,,,,,,1,1,5000.0,1,1,1,226.3353952,혼자,중국,0.0006,8.517193191416238,2023
2,7,2,,,,,,6.0,,,1,1,779.0,1,1,1,528.7471264,친구,일본,0.0038510911424903724,6.658011045870748,2023
6,6,2,,,,,5.0,,,,1,1,1502.8,1,1,1,381.5508249,가족,태국,0.0019962736225712006,7.3150853136998135,2023
1,11,1,1.0,,,,,,,,1,2,736.44,1,1,1,153.2711078,혼자,중국,0.004073651621313345,6.601827766189006,2023
6,5,2,,,3.0,,,,,,1,1,752.85,1,1,1,270.0759109,가족,태국,0.003984857541342897,6.623866004769052,2023
4,5,2,,2.0,,,,,,,1,1,1365.0,1,1,3,253.4915378,가족,미국,0.003663003663003663,7.21890970761906,2023
1,13,1,1.0,,,,,,,,1,2,1351.07,1,1,1,193.4345065,혼자,중국,0.0022204623002509125,7.20865215008943,2023
1,15,2,,,,4.0,,,,,1,2,1724.22,1,1,1,153.2711078,가족,중국,0.0017399171799422346,7.452530053290965,2023
4,13,2,,2.0,,,,,,,1,2,980.0,2,1,1,212.7026005,가족,미국,0.004081632653061225,6.887552571664617,2023
7,4,2,,,3.0,,,6.0,,,3,1,1265.0,1,1,1,285.7760455,가족,베트남,0.0023715415019762848,7.142827401161621,2023
4,6,1,1.0,,,,,,,,1,2,930.0,3,1,1,352.1386856,혼자,미국,0.005376344086021506,6.835184586147301,2023
7,5,2,,,,,,6.0,,,3,1,1302.0,1,1,1,285.7760455,친구,베트남,0.002304147465437788,7.171656822768514,2023
4,3,2,,,,,5.0,,,,1,1,520.0,1,3,1,229.3823465,가족,미국,0.009615384615384616,6.253828811575473,2023
4,8,1,1.0,,,,,,,,1,2,3900.0,1,1,1,253.4915378,혼자,미국,0.0007692307692307692,8.268731832117737,2023
4,28,1,1.0,,,,,,,,1,2,4250.0,4,1,4,244.8387551,혼자,미국,0.0021176470588235292,8.354674261918463,2023
7,4,2,,,,4.0,,,,,3,1,1320.0,1,1,1,289.8569183,가족,베트남,0.0022727272727272726,7.1853870155804165,2023
16,15,2,,,,,5.0,,,,1,2,698.41,2,1,1,484.6880898,가족,영국,0.005727294855457397,6.548806322865038,2023
1,5,1,1.0,,,,,,,,1,1,9549.51,1,1,4,226.3353952,혼자,중국,0.0006283044889214211,9.164245123257906,2023
2,3,2,,,,,,6.0,,,1,1,342.0,1,1,3,463.7703777,친구,일본,0.014619883040935672,5.834810737062605,2023
4,8,1,1.0,,,,,,,,1,2,2800.0,1,1,1,212.7026005,혼자,미국,0.0010714285714285715,7.937374696163295,2023
10,6,2,,,,,5.0,,,,1,1,968.63,4,1,1,92.40156676,가족,싱가포르,0.006194315682974924,6.875882702027173,2023
6,4,1,1.0,,,,,,,,1,2,1141.55,3,1,1,270.0759109,혼자,태국,0.004380009636021199,7.0401422670254625,2023
3,5,2,,2.0,,,,,,,1,1,1507.75,1,1,1,202.59932,가족,대만,0.001989719781130824,7.318373752331096,2023
5,6,2,,,,,5.0,,,,3,1,2690.1,1,1,1,443.9635553,가족,홍콩,0.0011152001784320285,7.8973336466261115,2023
3,4,2,,,,,,6.0,,,1,1,1279.55,1,1,1,532.4203911,친구,대만,0.0023445742643898246,7.15426373260108,2023
10,4,2,,,,,5.0,,,,1,1,992.85,1,1,1,86.47616425,가족,싱가포르,0.0030216044719746185,6.900579595233041,2023
3,4,2,,,,,,6.0,,,1,1,1307.91,1,1,3,451.1140216,친구,대만,0.0038228930125161517,7.176185722310361,2023
5,5,2,,,3.0,,,,,,3,1,2818.2,1,1,1,420.6714304,가족,홍콩,0.0010645092612305727,7.943853662261004,2023
10,5,2,,,,,5.0,,,,1,1,782.36,1,1,1,132.0519844,가족,싱가포르,0.0038345518687049438,6.662314992669317,2023
4,11,2,,2.0,,,,,,,1,2,1500.0,1,1,1,212.7026005,가족,미국,0.002,7.313220387090301,2023
3,5,2,,,,,,6.0,,,3,1,2608.0,1,1,1,451.1140216,친구,대만,0.0011503067484662577,7.866338923046544,2023
4,5,1,1.0,,,,,,,,1,2,600.0,1,1,1,245.0230204,혼자,미국,0.005,6.396929655216146,2023
10,5,2,,,3.0,,5.0,,,,1,1,654.45,3,1,1,92.40156676,가족,싱가포르,0.007640003056001222,6.483795188237728,2023
3,6,2,,,,,,6.0,,,3,1,1890.8,1,1,1,866.0998927,친구,대만,0.0015866299978844933,7.544755298919081,2023
3,7,2,,,3.0,,5.0,,,,1,1,1532.2,1,3,1,532.4203911,가족,대만,0.0032632815559326457,7.33445989008272,2023
3,7,2,,,,,5.0,,,,1,1,566.42,1,1,1,451.1140216,가족,대만,0.00529642314890011,6.339335852490564,2023
3,4,2,,,,,5.0,,,,1,2,2102.7,2,1,1,532.4203911,가족,대만,0.001902316069815,7.650977512174388,2023
3,8,2,,,,,,,7.0,,1,1,658.52,1,4,1,202.59932,직장동료,대만,0.009111340581910952,6.489994892779821,2023
3,3,2,,,3.0,,,,,,1,1,923.67,1,1,1,866.0998927,가족,대만,0.003247913215758875,6.828354864993842,2023
2,8,1,1.0,,,,,,,,1,2,615.6,1,1,4,405.4088735,혼자,일본,0.009746588693957114,6.422597401964724,2023
2,3,2,,,,,,6.0,,,1,1,440.8,2,1,1,434.0664115,친구,일본,0.009074410163339383,6.088591257838705,2023
2,3,2,,,,,,6.0,,,1,1,501.6,1,1,1,434.0664115,친구,일본,0.005980861244019139,6.217802989318711,2023
1,15,2,,2.0,,,,,,,1,2,1436.78,1,1,1,226.3353952,가족,중국,0.002088002338562619,7.270159777629227,2023
6,6,2,,,,,,6.0,,,1,1,1300.5,1,1,1,262.9951819,친구,태국,0.002306805074971165,7.170504084888706,2023
1,22,1,1.0,,,,,,,,1,2,4941.06,1,1,1,191.333757,혼자,중국,0.0006071571687046908,8.505335162062853,2023
6,6,1,1.0,,,,,,,,1,1,2832.2,4,1,1,216.1829833,혼자,태국,0.002118494456606172,7.948809073788959,2023
1,31,1,1.0,,,,,,,,1,2,1026.81,1,1,1,298.1290282,혼자,중국,0.002921670026587197,6.934212187944497,2023
18,6,2,,2.0,,,5.0,,,,1,1,355.69,1,1,1,56.03411663,가족,독일,0.008434310776237736,5.874059564980357,2023
6,5,1,1.0,,,,,,,,1,2,754.29,1,1,1,262.9951819,혼자,태국,0.003977250129260629,6.625776909447034,2023
3,5,2,,,3.0,,,,,,3,1,4792.2,1,1,1,532.4203911,가족,대만,0.000626017278076875,8.474744875151398,2023
3,5,2,,,3.0,,,,,,3,1,2608.0,1,1,1,202.59932,가족,대만,0.0011503067484662577,7.866338923046544,2023
4,5,1,1.0,,,,,,,,1,1,1430.0,2,1,1,229.3823465,혼자,미국,0.002797202797202797,7.265429723253953,2023
6,4,2,,,,,,,7.0,,1,1,289.0,1,1,1,290.5116933,직장동료,태국,0.010380622837370242,5.666426688112432,2023
6,4,2,,,,,,6.0,,,3,1,1142.13,1,1,1,204.3429219,친구,태국,0.002626671219563447,7.040650219113733,2023
6,4,1,1.0,,,,,,,,3,1,1031.73,1,1,1,204.3429219,혼자,태국,0.0029077374894594514,6.93899228390398,2023
1,31,1,1.0,,,,,,,,1,1,849.24,1,1,1,191.333757,혼자,중국,0.003532570298148933,6.744341831875694,2023
16,11,1,1.0,,,,,,,,1,1,2289.88,2,1,1,131.423494,혼자,영국,0.00174681642706168,7.736254693428541,2023
3,5,2,,2.0,,,,,,,3,1,815.0,1,1,1,636.2142885,가족,대만,0.0036809815950920245,6.703188113240863,2023
10,5,2,,,3.0,,,,,,1,1,745.1,1,1,1,92.40156676,가족,싱가포르,0.0040263051939337,6.613518437559682,2023
1,22,1,1.0,,,,,,,,1,2,9549.51,1,1,1,191.333757,혼자,중국,0.00031415224446071057,9.164245123257906,2023
3,6,2,,,,4.0,5.0,,,,1,1,1054.07,1,2,1,202.59932,가족,대만,0.003794814386141338,6.960414140558257,2023
1,8,1,1.0,,,,,,,,1,1,2238.2,1,1,1,153.2711078,혼자,중국,0.0013403627915289072,7.713427250383926,2023
4,25,2,,2.0,,,,,,,1,2,2760.0,2,1,1,253.4915378,가족,미국,0.0014492753623188406,7.9229859587111955,2023
5,6,2,,2.0,,4.0,,,,,3,1,1537.2,1,1,1,247.6910815,가족,홍콩,0.00195160031225605,7.337717858690689,2023
3,4,2,,2.0,,,,,,,1,1,700.9,1,1,1,202.59932,가족,대만,0.0042802111570837496,6.552365223506279,2023
3,4,2,,,,4.0,,,,,2,1,1209.46,1,4,1,451.1140216,가족,대만,0.00496089163759033,7.097929257986052,2023
5,11,2,,,3.0,,,,,,1,1,1985.55,1,1,1,282.046513,가족,홍콩,0.0015109163707788774,7.59365123282789,2023
3,3,2,,,3.0,,,,,,3,1,1263.25,1,1,1,202.59932,가족,대만,0.002374826835543242,7.141443044172018,2023
4,10,1,1.0,,,,,,,,1,2,1790.0,3,1,1,212.7026005,혼자,미국,0.002793296089385475,7.489970898834801,2023
3,5,2,,,3.0,,5.0,,,,3,1,1369.2,1,1,1,866.0998927,가족,대만,0.0021910604732690623,7.221981906656031,2023
6,5,1,1.0,,,,,,,,1,2,1300.5,1,1,1,270.0759109,혼자,태국,0.002306805074971165,7.170504084888706,2023
1,8,2,,2.0,,,,,,,1,2,1155.2,1,1,1,193.4345065,가족,중국,0.0025969529085872575,7.052028768138562,2023
5,5,2,,,3.0,,5.0,,,,1,1,298.9,2,3,1,247.6910815,가족,홍콩,0.020073603211776515,5.700109069289892,2023
5,8,2,,2.0,,4.0,,,,,3,1,2984.73,1,1,1,443.9635553,가족,홍콩,0.0010051160406468927,8.001264569474344,2023
2,8,1,1.0,,,,,,,,1,2,1223.6,1,1,4,434.0664115,혼자,일본,0.004903563255966002,7.109552612276748,2023
1,21,1,1.0,,,,,,,,1,2,6948.36,1,1,1,191.333757,혼자,중국,0.00043175655838212184,8.846260939490227,2023
5,7,2,,,,4.0,5.0,,,,3,1,2405.72,1,1,1,247.6910815,가족,홍콩,0.0012470279167982976,7.785604514035096,2023
5,7,2,,,3.0,,5.0,,,,1,1,1625.92,2,1,1,443.9635553,가족,홍콩,0.002460145640621925,7.393829088405367,2023
5,5,2,,2.0,,4.0,5.0,,,,1,1,768.6,1,1,1,182.3811976,가족,홍콩,0.0039032006245121,6.644570678130743,2023
1,31,1,1.0,,,,,,,,1,1,2161.71,1,1,1,193.4345065,혼자,중국,0.0013877902216300985,7.6786548541421125,2023
4,6,2,,2.0,,,,,,,1,2,525.0,1,1,1,352.1386856,가족,미국,0.005714285714285714,6.263398262591624,2023
2,3,2,,,,,,6.0,,,1,1,733.4,1,1,1,438.2327596,친구,일본,0.004090537223888737,6.597691255637225,2023
5,6,2,,,3.0,,5.0,,,,3,1,1306.62,1,1,1,282.046513,가족,홍콩,0.002296000367360059,7.175198929192914,2023
16,6,2,,,,,5.0,,,,1,1,320.25,1,1,1,185.3972968,가족,영국,0.00936768149882904,5.769101940776844,2023
6,5,2,,,,,,,7.0,,3,1,260.1,1,1,1,423.2915395,직장동료,태국,0.011534025374855823,5.5610661724546055,2023
1,10,1,1.0,,,,,,,,1,2,1212.1,3,1,1,153.2711078,혼자,중국,0.004125072188763304,7.100109671476466,2023
5,5,2,,2.0,,4.0,,,,,1,1,619.15,4,1,1,420.6714304,가족,홍콩,0.009690704998788663,6.428347569661107,2023
4,52,1,1.0,,,,,,,,1,2,2440.0,2,1,1,253.4915378,혼자,미국,0.001639344262295082,7.799753318287247,2023
4,11,1,1.0,,,,,,,,1,1,1860.0,2,1,1,307.4382651,혼자,미국,0.002150537634408602,7.528331766707247,2023
10,6,2,,2.0,,4.0,,,,,1,1,452.03,1,2,1,120.0590437,가족,싱가포르,0.008848970201092848,6.113748549311144,2023
4,7,1,1.0,,,,,,,,1,2,570.0,1,1,1,229.3823465,혼자,미국,0.005263157894736842,6.345636360828596,2023
1,3,1,1.0,,,,,,,,1,2,1465.66,1,1,1,298.1290282,혼자,중국,0.0020468594353397103,7.290060931946522,2023
3,7,2,,,,,5.0,,,,1,1,1548.5,1,1,1,202.59932,가족,대만,0.0019373587342589602,7.345041999413257,2023
4,7,2,,,,,,6.0,,,1,2,1510.0,3,3,1,352.1386856,친구,미국,0.004635761589403974,7.31986492980897,2023
4,6,2,,2.0,,4.0,,,,,1,2,1100.0,1,1,1,212.7026005,가족,미국,0.0027272727272727275,7.003065458786462,2023
4,5,2,,,3.0,,,,,,1,2,2000.0,1,1,1,245.0230204,가족,미국,0.0015,7.600902459542082,2023
6,5,2,,,,,5.0,,,,1,1,722.5,1,1,1,214.2600653,가족,태국,0.004152249134948097,6.582717419986587,2023
6,16,2,,2.0,,,,,,,1,2,901.63,1,1,1,381.5508249,가족,태국,0.0033273072102747245,6.8042042363512305,2023
2,15,1,1.0,,,,,,,,1,1,3876.0,1,1,1,434.0664115,혼자,일본,0.0007739938080495357,8.262558973010657,2023
10,10,2,,2.0,,,,6.0,,,2,1,2481.18,1,3,1,86.47616425,가족,싱가포르,0.0020151702012752,7.816489532450644,2023
4,7,2,,,,,,6.0,,,1,1,835.0,2,1,1,244.8387551,친구,미국,0.004790419161676647,6.727431724850855,2023
4,7,1,1.0,,,,,,,,1,1,1020.0,1,1,1,245.0230204,혼자,미국,0.0029411764705882353,6.927557906278317,2023
10,7,2,,2.0,3.0,,,,,,1,1,1070.0,2,1,1,86.47616425,가족,싱가포르,0.003738317757009346,6.975413927455952,2023
2,3,2,,,,,,6.0,,,1,1,661.2,1,1,1,434.0664115,친구,일본,0.004537205081669691,6.494056365946869,2023
10,6,2,,,,,,6.0,,,1,1,1788.24,3,4,1,86.47616425,친구,싱가포르,0.004473672437704111,7.488987174913582,2023
10,6,2,,,3.0,,,,,,1,1,2235.3,1,1,1,86.47616425,가족,싱가포르,0.0013421017313112332,7.712130726227792,2023
1,15,2,,2.0,,,,,,,1,2,694.84,1,1,1,845.2558572,가족,중국,0.004317540728800875,6.543681603233723,2023
4,34,1,1.0,,,,,,,,1,2,856.0,1,1,1,245.0230204,혼자,미국,0.0035046728971962616,6.752270376141742,2023
4,5,2,,,,,,6.0,,,1,2,300.0,1,1,1,244.8387551,친구,미국,0.01,5.703782474656201,2023
6,7,2,,,,,,6.0,,,1,1,433.5,1,1,1,216.1829833,친구,태국,0.006920415224913495,6.071891796220597,2023
4,16,1,1.0,,,,,,,,1,2,300.0,1,1,1,212.7026005,혼자,미국,0.01,5.703782474656201,2023
7,6,2,,,,,5.0,,,,1,1,2026.61,1,1,1,285.7760455,가족,베트남,0.0014803045479890064,7.614119725374884,2023
6,8,2,,,,,5.0,,,,1,1,271.84,1,1,1,290.5116933,가족,태국,0.01103590347263096,5.605213657923621,2023
5,5,2,,,3.0,,,,,,2,1,1972.74,1,1,1,247.6910815,가족,홍콩,0.0015207275160436754,7.587178718322272,2023
3,7,2,,,3.0,,,,,,1,1,1149.15,1,1,1,532.4203911,가족,대만,0.0026106252447461167,7.0467778176309395,2023
10,5,2,,,3.0,,,,,,1,1,1024.51,1,1,1,86.47616425,가족,싱가포르,0.0029282291046451477,6.931969728490273,2023
6,4,2,,,,,,6.0,,,1,2,1445.0,1,1,1,216.1829833,친구,태국,0.0020761245674740486,7.275864600546533,2023
6,6,2,,,,,,6.0,,,1,2,1372.75,1,1,1,381.5508249,친구,태국,0.00218539428155163,7.224571306158982,2023
4,15,2,,2.0,,,,,,,1,2,1100.0,1,1,1,352.1386856,가족,미국,0.0027272727272727275,7.003065458786462,2023
6,6,1,1.0,,,,,,,,1,2,1300.5,1,1,1,216.1829833,혼자,태국,0.002306805074971165,7.170504084888706,2023
4,6,2,,2.0,,,,,,,1,2,1530.0,1,3,3,229.3823465,가족,미국,0.004575163398692811,7.333023014386481,2023
10,5,2,,,,4.0,,,,,1,1,496.73,1,1,1,157.1639877,가족,싱가포르,0.006039498319006301,6.208046618920346,2023
4,9,2,,,,,,6.0,,,1,2,800.0,3,1,1,244.8387551,친구,미국,0.00625,6.684611727667927,2023
4,56,2,,2.0,,,,,,,1,2,1450.0,1,1,4,212.7026005,가족,미국,0.004137931034482759,7.27931883541462,2023
5,11,2,,,,,5.0,,,,1,1,256.2,1,1,1,182.3811976,가족,홍콩,0.0117096018735363,5.545958389462633,2023
10,6,2,,,,,5.0,,,,1,1,2607.85,1,4,1,133.9723213,가족,싱가포르,0.0023007458251049716,7.86628140605505,2023
4,6,2,,,,,,6.0,,,1,2,193.01,1,1,1,229.3823465,친구,미국,0.015543236101756387,5.262742001034116,2023
5,7,2,,,3.0,,,,,,1,1,1514.78,1,1,1,420.6714304,가족,홍콩,0.0019804856150728157,7.323025492877368,2023
4,3,2,,2.0,,,,,,,1,2,533.0,1,1,1,352.1386856,가족,미국,0.005628517823639775,6.278521424165844,2023
4,7,2,,,,,,6.0,,,1,1,400.0,1,1,1,212.7026005,친구,미국,0.0075,5.991464547107982,2023
4,7,2,,,,,,6.0,,,1,1,470.0,1,1,1,222.1203378,친구,미국,0.006382978723404255,6.152732694704104,2023
3,4,2,,,,,5.0,6.0,,,1,1,1141.0,1,4,1,202.59932,가족,대만,0.0052585451358457495,7.039660349862076,2023
3,7,2,,,,,5.0,,,,1,1,468.63,1,1,1,202.59932,가족,대만,0.006401638819537802,6.149813544511027,2023
5,5,2,,2.0,,,,,,,1,1,1016.41,1,4,1,420.6714304,가족,홍콩,0.0059031296425655,6.924032090043812,2023
5,5,2,,2.0,3.0,4.0,,,,,3,1,1296.37,1,1,1,182.3811976,가족,홍콩,0.0023141541380932913,7.167323329993772,2023
10,5,2,,2.0,,4.0,,,,,1,1,536.1,1,1,1,92.40156676,가족,싱가포르,0.005595970900951315,6.284320710833492,2023
10,5,1,1.0,,,,,,,,1,2,753.3,1,1,1,92.40156676,혼자,싱가포르,0.003982477100756671,6.624463554831649,2023
5,5,2,,2.0,,4.0,,,,,1,1,678.93,1,3,1,247.6910815,가족,홍콩,0.00736452948021151,6.5205180294607645,2023
10,5,2,,,,,,6.0,,,1,2,1337.45,2,2,1,132.0519844,친구,싱가포르,0.0037384575124303713,7.198520094893823,2023
3,5,2,,,,,5.0,,,,1,2,1434.4,1,1,1,451.1140216,가족,대만,0.002091466815393196,7.268501922290923,2023
10,7,2,,2.0,,,,,,,1,1,1291.26,2,1,1,111.4794532,가족,싱가포르,0.003097749484999148,7.163373764837549,2023
5,5,2,,2.0,,4.0,,,,,1,1,640.5,1,1,1,443.9635553,가족,홍콩,0.00468384074941452,6.4622491213367885,2023
3,7,2,,,3.0,,5.0,,,,1,1,575.0,1,1,1,865.5480509,가족,대만,0.0052173913043478265,6.354370040797351,2023
3,6,2,,,,,,6.0,,,3,1,2291.78,1,1,1,451.1140216,친구,대만,0.0013090261717965948,7.737084087189281,2023
3,5,2,,,,,,6.0,,,3,1,1420.0,1,3,1,202.59932,친구,대만,0.0035211267605633804,7.258412150595307,2023
3,5,1,1.0,,,,,,,,1,1,932.36,1,1,1,866.0998927,혼자,대만,0.0032176412544510703,6.837719006198469,2023
2,3,2,,,,,,6.0,,,1,1,1090.6,1,1,1,463.7703777,친구,일본,0.002750779387493123,6.994483282491961,2023
3,7,2,,,,,,6.0,,,1,1,2529.76,1,1,1,532.4203911,친구,대만,0.0011858832458415027,7.835879715561835,2023
2,3,1,1.0,,,,,,,,1,1,532.0,1,1,1,434.0664115,혼자,일본,0.005639097744360902,6.2766434893416445,2023
2,4,1,1.0,,,,,,,,1,1,977.36,1,1,1,434.0664115,혼자,일본,0.0030694933289678317,6.884855059095805,2023
2,3,2,,,,,,6.0,,,1,1,319.2,1,1,1,434.0664115,친구,일본,0.009398496240601503,5.765817865575654,2023
2,4,2,,,,,,6.0,,,2,1,1714.56,1,2,4,463.7703777,친구,일본,0.004082680104516611,7.446911766916189,2023
2,3,1,1.0,,,,,,,,2,1,1972.2,2,1,1,399.9751931,혼자,일본,0.0020281918669506137,7.586904949898229,2023
2,3,2,,,3.0,,,,,,2,1,1428.8,1,1,1,434.0664115,가족,일본,0.0020996640537514,7.264590210122234,2023
2,3,1,1.0,,,,,,,,1,1,763.8,2,1,1,438.2327596,혼자,일본,0.005236973029588898,6.6383059747914155,2023
2,7,1,1.0,,,,,,,,1,1,1535.2,2,1,1,528.7471264,혼자,일본,0.0026055237102657635,7.33641594469349,2023
2,5,1,1.0,,,,,,,,2,1,1054.88,2,1,1,528.7471264,혼자,일본,0.003791900500530866,6.961182295364989,2023
2,3,2,,,,,,6.0,,,1,1,866.4,1,1,1,405.4088735,친구,일본,0.0034626038781163434,6.764346695686781,2023
2,4,2,,,,,,6.0,,,1,1,627.0,1,1,1,434.0664115,친구,일본,0.004784688995215311,6.440946540632921,2023
2,3,2,,,,,5.0,,,,2,1,1105.8,1,1,3,434.0664115,가족,일본,0.00452161331162959,7.008324333903833,2023
2,3,2,,,,,,6.0,,,1,1,657.4,1,1,1,434.0664115,친구,일본,0.004563431700638881,6.488292661230119,2023
2,3,2,,,,,,,7.0,,3,1,1288.2,1,1,1,479.315147,직장동료,일본,0.002328830926874709,7.161001174112791,2023
2,3,2,,,,,,,7.0,,3,1,1383.2,1,1,1,434.0664115,직장동료,일본,0.002168883747831116,7.232154934369081,2023
2,3,2,,,,,,6.0,,,2,1,2584.0,1,1,4,512.9548465,친구,일본,0.0023219814241486067,7.857093864902493,2023
4,20,1,1.0,,,,,,,,1,2,4820.0,3,1,4,222.1203378,혼자,미국,0.0016597510373443983,8.480529207044645,2023
18,13,1,1.0,,,,,,,,1,1,324.26,1,1,1,57.64745304,혼자,독일,0.009251834947264542,5.781545663121923,2023
2,3,1,1.0,,,,,,,,1,2,3800.0,1,1,1,405.4088735,혼자,일본,0.0007894736842105263,8.242756345714477,2023
1,7,1,1.0,,,,,,,,1,2,694.84,1,1,1,193.4345065,혼자,중국,0.004317540728800875,6.543681603233723,2023
6,83,1,1.0,,,,,,,,1,2,8183.62,1,1,4,381.5508249,혼자,태국,0.0007331718725942798,9.0098898744909,2023
1,6,2,,,,,,6.0,,,1,1,1631.72,1,1,1,226.3353952,친구,중국,0.0018385507317431912,7.39738995217702,2023
6,33,1,1.0,,,,,,,,1,1,2890.0,1,1,1,381.5508249,혼자,태국,0.0010380622837370243,7.969011781106478,2023
1,10,1,1.0,,,,,,,,1,1,1876.06,1,1,1,226.3353952,혼자,중국,0.001599095977740584,7.536929111997157,2023
1,3,2,,2.0,,,,,,,1,1,866.4,1,1,1,191.333757,가족,중국,0.0034626038781163434,6.764346695686781,2023
7,6,2,,2.0,,4.0,5.0,,,,3,1,772.04,1,1,1,289.8569183,가족,베트남,0.0038858090254390966,6.649036362154007,2023
6,6,1,1.0,,,,,,,,1,2,1445.0,1,1,1,204.3429219,혼자,태국,0.0020761245674740486,7.275864600546533,2023
5,6,2,,2.0,3.0,4.0,5.0,,,,1,1,717.36,1,1,1,182.3811976,가족,홍콩,0.004182000669120107,6.575577806643792,2023
